,ctx_lens,batch_size,nhead,kv_lora_rank,qk_nope_head_dim,qk_rope_head_dim,v_head_dim,dtype,kvtype,page_size,varlen,mtp,prefill:ck_192,prefill:asm_576,decode:flops_1,decode:bytes_1,decode:err_1,decode:asm_576_1,decode:TFLOPS_1,decode:TB/s_1,decode:flops_auto,decode:bytes_auto,decode:err_auto,decode:asm_576_auto,decode:TFLOPS_auto,decode:TB/s_auto,decode:flops_2,decode:bytes_2,decode:err_2,decode:asm_576_2,decode:TFLOPS_2,decode:TB/s_2,decode:flops_3,decode:bytes_3,decode:err_3,decode:asm_576_3,decode:TFLOPS_3,decode:TB/s_3,decode:flops_4,decode:bytes_4,decode:err_4,decode:asm_576_4,decode:TFLOPS_4,decode:TB/s_4,decode:flops_5,decode:bytes_5,decode:err_5,decode:asm_576_5,decode:TFLOPS_5,decode:TB/s_5,decode:flops_6,decode:bytes_6,decode:err_6,decode:asm_576_6,decode:TFLOPS_6,decode:TB/s_6,decode:flops_7,decode:bytes_7,decode:err_7,decode:asm_576_7,decode:TFLOPS_7,decode:TB/s_7,decode:flops_8,decode:bytes_8,decode:err_8,decode:asm_576_8,decode:TFLOPS_8,decode:TB/s_8,decode:flops_9,decode:bytes_9,decode:err_9,decode:asm_576_9,decode:TFLOPS_9,decode:TB/s_9,decode:flops_10,decode:bytes_10,decode:err_10,decode:asm_576_10,decode:TFLOPS_10,decode:TB/s_10,decode:flops_11,decode:bytes_11,decode:err_11,decode:asm_576_11,decode:TFLOPS_11,decode:TB/s_11,decode:flops_12,decode:bytes_12,decode:err_12,decode:asm_576_12,decode:TFLOPS_12,decode:TB/s_12,decode:flops_13,decode:bytes_13,decode:err_13,decode:asm_576_13,decode:TFLOPS_13,decode:TB/s_13,decode:flops_14,decode:bytes_14,decode:err_14,decode:asm_576_14,decode:TFLOPS_14,decode:TB/s_14,decode:flops_15,decode:bytes_15,decode:err_15,decode:asm_576_15,decode:TFLOPS_15,decode:TB/s_15,decode:flops_16,decode:bytes_16,decode:err_16,decode:asm_576_16,decode:TFLOPS_16,decode:TB/s_16
10,64,5,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,14.418649999999989,22.270690000000013,11141120,542720,0,"(14.517680000000109,)","(0.7674173834937756,)","(0.03738338357092841,)",11141120,542720,0,"(14.334050000000007,)","(0.7772485794314932,)","(0.03786229293186502,)",11141120,542720,0,"(14.762060000000055,)","(0.7547130955977661,)","(0.03676451660540589,)",11141120,542720,0,"(14.425649999999841,)","(0.7723132059907265,)","(0.03762187492418061,)",11141120,542720,0,"(14.271250000000073,)","(0.7806688271875234,)","(0.038028904265568694,)",11141120,542720,0,"(14.159239999999881,)","(0.7868444916535134,)","(0.03832974086179799,)",11141120,542720,0,"(14.76325000000008,)","(0.7546522615277761,)","(0.03676155318104056,)",11141120,542720,0,"(14.256859999999905,)","(0.7814567864172107,)","(0.038067288308926625,)",11141120,542720,0,"(14.289249999999956,)","(0.7796854278566079,)","(0.03798099970257373,)",11141120,542720,0,"(14.08844999999992,)","(0.790798136061814,)","(0.03852233567212881,)",11141120,542720,0,"(15.112060000000074,)","(0.7372337060599247,)","(0.03591303899005148,)",11141120,542720,0,"(14.128050000000004,)","(0.7885815806144512,)","(0.038414360085078966,)",11141120,542720,0,"(14.55886000000006,)","(0.7652467294829371,)","(0.037277643991356316,)",11141120,542720,0,"(15.06286,)","(0.7396417413426135,)","(0.036030342179373634,)",11141120,542720,0,"(14.625249999999923,)","(0.7617729611459674,)","(0.03710842549700025,)",11141120,542720,0,"(14.404859999999918,)","(0.7734278569871602,)","(0.037676173180440704,)",11141120,542720,0,"(14.527260000000043,)","(0.7669113101851256,)","(0.037358731102768064,)"
11,64,16,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,16.106259999999843,25.811109999999918,35651584,1736704,0,"(14.104449999999888,)","(2.527683390702954,)","(0.12313163576034612,)",35651584,1736704,0,"(14.240449999999983,)","(2.50354335712706,)","(0.12195569662475568,)",35651584,1736704,0,"(14.639650000000001,)","(2.435275706727961,)","(0.11863015850788781,)",35651584,1736704,0,"(13.912850000000017,)","(2.5624932346715417,)","(0.12482733588013943,)",35651584,1736704,0,"(14.383250000000062,)","(2.478687640136954,)","(0.12074489423461265,)",35651584,1736704,0,"(14.226450000000023,)","(2.5060070502479497,)","(0.12207571108744608,)",35651584,1736704,0,"(13.853649999999908,)","(2.5734433885654853,)","(0.12536075330328192,)",35651584,1736704,0,"(14.212440000000152,)","(2.5084773620855825,)","(0.12219604796924255,)",35651584,1736704,0,"(14.21364999999989,)","(2.5082638168239884,)","(0.12218564548866855,)",35651584,1736704,0,"(14.194850000000079,)","(2.51158582161839,)","(0.12234747108986642,)",35651584,1736704,0,"(14.108050000000112,)","(2.527038392974204,)","(0.12310021583422132,)",35651584,1736704,0,"(14.093250000000117,)","(2.529692157593153,)","(0.1232294892945194,)",35651584,1736704,0,"(14.26124999999991,)","(2.4998919449557526,)","(0.12177782452449896,)",35651584,1736704,0,"(13.98685000000014,)","(2.548935893356949,)","(0.12416691392271902,)",35651584,1736704,0,"(14.24725000000004,)","(2.502348453210262,)","(0.12189748898910281,)",35651584,1736704,0,"(14.088449999999993,)","(2.530554035397792,)","(0.12327147415081154,)",35651584,1736704,0,"(14.104849999999878,)","(2.5276117080295295,)","(0.12312814386540906,)"
12,64,32,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,19.087899999999845,32.15394000000004,71303168,3473408,0,"(14.708459999999832,)","(4.847765707626823,)","(0.23615035156638015,)",71303168,3473408,0,"(14.694850000000006,)","(4.852255586140721,)","(0.23636906807486965,)",71303168,3473408,0,"(14.558449999999793,)","(4.897716995971481,)","(0.23858364042875782,)",71303168,3473408,0,"(14.593650000000107,)","(4.885903663579672,)","(0.238008174788348,)",71303168,3473408,0,"(14.326839999999974,)","(4.9768942767560835,)","(0.24244062193756657,)",71303168,3473408,0,"(14.3096499999998,)","(4.982872956361686,)","(0.2427318627639424,)",71303168,3473408,0,"(14.537650000000049,)","(4.904724491234812,)","(0.23892499819434285,)",71303168,3473408,0,"(14.409649999999983,)","(4.948292845419568,)","(0.24104735368312236,)",71303168,3473408,0,"(14.460049999999992,)","(4.931045743271984,)","(0.24020719153806536,)",71303168,3473408,0,"(14.670050000000119,)","(4.860458416978771,)","(0.23676865450356147,)",71303168,3473408,0,"(14.426049999999924,)","(4.942667466146338,)","(0.24077332325896683,)",71303168,3473408,0,"(14.388050000000039,)","(4.955721449397229,)","(0.24140922501659298,)",71303168,3473408,0,"(14.35244999999997,)","(4.9680136840748546,)","(0.24200801953673465,)",71303168,3473408,0,"(14.42565000000006,)","(4.942804518340575,)","(0.24077999951475224,)",71303168,3473408,0,"(14.419249999999975,)","(4.944998387572178,)","(0.24088686998283587,)",71303168,3473408,0,"(14.398049999999985,)","(4.952279510072549,)","(0.2412415570164018,)",71303168,3473408,0,"(14.191650000000045,)","(5.024304291608077,)","(0.24475011714634937,)"
13,64,64,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,34.65473999999997,58.42683999999992,142606336,6946816,0,"(15.59765999999994,)","(9.142803215354133,)","(0.4453755242773612,)",142606336,6946816,0,"(15.119249999999957,)","(9.432103841129713,)","(0.45946829373150255,)",142606336,6946816,0,"(15.307260000000024,)","(9.316254901269057,)","(0.4538249170654963,)",142606336,6946816,0,"(15.109650000000055,)","(9.438096580661993,)","(0.45976021946239487,)",142606336,6946816,0,"(15.280850000000191,)","(9.33235624981583,)","(0.45460926584580785,)",142606336,6946816,0,"(15.458860000000078,)","(9.224893426811503,)","(0.44937440406342805,)",142606336,6946816,0,"(14.992059999999947,)","(9.512124151050656,)","(0.4633663419169897,)",142606336,6946816,0,"(15.154049999999952,)","(9.410443808750825,)","(0.45841316347775163,)",142606336,6946816,0,"(15.137649999999958,)","(9.420639002751443,)","(0.4589098043619729,)",142606336,6946816,0,"(15.34044999999991,)","(9.29609861509935,)","(0.4528430391546559,)",142606336,6946816,0,"(15.228060000000077,)","(9.364708045542196,)","(0.4561852264832135,)",142606336,6946816,0,"(15.711659999999956,)","(9.07646524937533,)","(0.4421439873317027,)",142606336,6946816,0,"(15.532850000000035,)","(9.18095108109585,)","(0.447233830237206,)",142606336,6946816,0,"(15.948860000000058,)","(8.941475190076249,)","(0.4355681848106996,)",142606336,6946816,0,"(15.092860000000165,)","(9.44859595861874,)","(0.4602716781312438,)",142606336,6946816,0,"(15.388060000000078,)","(9.267336883271788,)","(0.4514419621446735,)",142606336,6946816,0,"(15.386050000000033,)","(9.268547547941136,)","(0.4515009375375737,)"
14,64,128,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,65.64971000000006,106.85304000000004,285212672,13893632,0,"(15.974040000000077,)","(17.85476135029076,)","(0.8697631907770316,)",285212672,13893632,0,"(15.532450000000154,)","(18.362375027764273,)","(0.8944906952863111,)",285212672,13893632,0,"(15.439659999999948,)","(18.472730098978925,)","(0.8998664478362896,)",285212672,13893632,0,"(15.509659999999986,)","(18.389356826648697,)","(0.8958050660040267,)",285212672,13893632,0,"(15.332860000000055,)","(18.6014006519331,)","(0.9061344067577706,)",285212672,13893632,0,"(15.415260000000108,)","(18.501969606740204,)","(0.9012907988577489,)",285212672,13893632,0,"(15.292859999999983,)","(18.650054469863736,)","(0.9085044916385827,)",285212672,13893632,0,"(15.496059999999979,)","(18.40549610675232,)","(0.8965912625531922,)",285212672,13893632,0,"(15.672860000000073,)","(18.197870203651323,)","(0.8864771330822795,)",285212672,13893632,0,"(15.885249999999905,)","(17.95455985898879,)","(0.8746246990132408,)",285212672,13893632,0,"(15.837260000000134,)","(18.00896569229763,)","(0.8772749831725869,)",285212672,13893632,0,"(16.112859999999927,)","(17.700934036539838,)","(0.8622697646476208,)",285212672,13893632,0,"(16.003260000000026,)","(17.822160734750266,)","(0.8681751093214743,)",285212672,13893632,0,"(15.964859999999971,)","(17.865028067894144,)","(0.8702633158073435,)",285212672,13893632,0,"(16.000860000000156,)","(17.824833915176885,)","(0.8683053285885799,)",285212672,13893632,0,"(16.18845999999985,)","(17.618270792898315,)","(0.8582429706099363,)",285212672,13893632,0,"(16.29445999999991,)","(17.50365903503409,)","(0.852659861081624,)"
15,64,256,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,126.92792000000001,199.73702999999995,570425344,27787264,0,"(20.841290000000008,)","(27.369963375587588,)","(1.3332794659063805,)",570425344,27787264,0,"(20.38886999999995,)","(27.977290747353894,)","(1.3628643470677908,)",570425344,27787264,0,"(20.736470000000008,)","(27.508314771029003,)","(1.3400190099857878,)",570425344,27787264,0,"(21.30568000000003,)","(26.773393010690068,)","(1.3042185933516302,)",570425344,27787264,0,"(21.948479999999964,)","(25.989286911895537,)","(1.2660222484654993,)",570425344,27787264,0,"(22.236879999999893,)","(25.652220275506398,)","(1.2496026420972788,)",570425344,27787264,0,"(22.422479999999887,)","(25.439886399720407,)","(1.2392591720452037,)",570425344,27787264,0,"(23.05447999999995,)","(24.74249447395913,)","(1.2052869550733767,)",570425344,27787264,0,"(23.277689999999893,)","(24.505238449347967,)","(1.193729446521546,)",570425344,27787264,0,"(23.55368999999999,)","(24.2180882910491,)","(1.1797414332955904,)",570425344,27787264,0,"(24.046089999999985,)","(23.722166223282056,)","(1.155583464920909,)",570425344,27787264,0,"(24.394499999999933,)","(23.383358707905536,)","(1.1390790547049572,)",570425344,27787264,0,"(24.619690000000027,)","(23.16947711364357,)","(1.1286601902785927,)",570425344,27787264,0,"(24.940099999999983,)","(22.871814627848337,)","(1.114160087569818,)",570425344,27787264,0,"(25.5228999999999,)","(22.349550560477148,)","(1.0887189151703023,)",570425344,27787264,0,"(25.929700000000068,)","(21.99891799750859,)","(1.0716384686286353,)",570425344,27787264,0,"(26.438899999999887,)","(21.57522983180096,)","(1.0509992473211867,)"
16,256,1,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,18.315890000000017,42.09637999999999,8912896,329728,0,"(19.442880000000095,)","(0.4584143912835936,)","(0.016958804456952796,)",8912896,329728,0,"(13.748849999999912,)","(0.6482648366954369,)","(0.023982223967822916,)",8912896,329728,0,"(15.78405999999999,)","(0.5646770222616998,)","(0.020889935795986598,)",8912896,329728,0,"(15.922059999999947,)","(0.559782842169922,)","(0.020708878122554564,)",8912896,329728,0,"(14.008850000000093,)","(0.6362332382743723,)","(0.023537121176970113,)",8912896,329728,0,"(13.630850000000045,)","(0.6538767575022812,)","(0.024189834089583473,)",8912896,329728,0,"(13.638049999999913,)","(0.6535315532645838,)","(0.024177063436488507,)",8912896,329728,0,"(13.568440000000027,)","(0.6568843581133853,)","(0.024301098726161544,)",8912896,329728,0,"(13.774849999999988,)","(0.6470412381986016,)","(0.023936957571225843,)",8912896,329728,0,"(13.868439999999973,)","(0.6426747348656386,)","(0.02377542102788783,)",8912896,329728,0,"(13.676049999999869,)","(0.6517156635139595,)","(0.0241098855298133,)",8912896,329728,0,"(13.649650000000019,)","(0.6529761568977951,)","(0.024156516833764935,)",8912896,329728,0,"(13.458440000000046,)","(0.6622532774972412,)","(0.024499719135352902,)",8912896,329728,0,"(13.600449999999892,)","(0.6553383160116077,)","(0.024243903694363245,)",8912896,329728,0,"(13.594440000000123,)","(0.6556280361677215,)","(0.024254621742418003,)",8912896,329728,0,"(13.529649999999911,)","(0.6587676695258236,)","(0.024370770862513234,)",8912896,329728,0,"(13.54605000000005,)","(0.657970109367673,)","(0.024341265534971356,)"
17,256,3,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,18.740270000000056,45.28678999999998,26738688,989184,0,"(20.06127999999986,)","(1.332850545927288,)","(0.049308119920563734,)",26738688,989184,0,"(13.152850000000145,)","(2.032919709416568,)","(0.07520681829413314,)",26738688,989184,0,"(15.210459999999966,)","(1.7579144877932726,)","(0.06503314166698458,)",26738688,989184,0,"(15.215269999999965,)","(1.7573587586681054,)","(0.06501258275403607,)",26738688,989184,0,"(13.06404999999988,)","(2.046738032998974,)","(0.07571802006269182,)",26738688,989184,0,"(12.795250000000088,)","(2.0897354877786536,)","(0.07730868877122317,)",26738688,989184,0,"(13.415660000000043,)","(1.9930952334808658,)","(0.07373353230478387,)",26738688,989184,0,"(13.306060000000052,)","(2.0095120569124068,)","(0.07434086423779813,)",26738688,989184,0,"(13.17685000000005,)","(2.029216997992684,)","(0.07506983839081391,)",26738688,989184,0,"(13.41166000000012,)","(1.993689670033371,)","(0.0737555231790838,)",26738688,989184,0,"(13.17445000000007,)","(2.0295866620617833,)","(0.07508351392278197,)",26738688,989184,0,"(13.008460000000122,)","(2.0554845077741524,)","(0.07604159139513753,)",26738688,989184,0,"(13.21044999999991,)","(2.024055804306453,)","(0.07487890268688854,)",26738688,989184,0,"(13.001259999999984,)","(2.056622819634407,)","(0.07608370265651185,)",26738688,989184,0,"(13.404849999999879,)","(1.994702514388467,)","(0.07379299283468364,)",26738688,989184,0,"(13.162459999999955,)","(2.0314354611524057,)","(0.07515190929355177,)",26738688,989184,0,"(13.676459999999915,)","(1.95508837813295,)","(0.07232748825353975,)"
18,256,5,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,19.659470000000002,48.303199999999975,44564480,1648640,0,"(19.89648999999994,)","(2.239816168580495,)","(0.08286084631007806,)",44564480,1648640,0,"(13.391660000000138,)","(3.327778632372651,)","(0.12310945767738898,)",44564480,1648640,0,"(15.941259999999893,)","(2.795543137744463,)","(0.10341967949835904,)",44564480,1648640,0,"(15.16966000000004,)","(2.937737563004041,)","(0.10868008907253002,)",44564480,1648640,0,"(13.031659999999938,)","(3.419708617321217,)","(0.12651036015365716,)",44564480,1648640,0,"(13.661659999999902,)","(3.262010619500143,)","(0.12067640389235362,)",44564480,1648640,0,"(13.392859999999963,)","(3.3274804634708435,)","(0.1230984270723359,)",44564480,1648640,0,"(13.45446,)","(3.3122459021023514,)","(0.12253483231582687,)",44564480,1648640,0,"(13.564059999999973,)","(3.2854823703227565,)","(0.121544729232988,)",44564480,1648640,0,"(13.751260000000038,)","(3.2407561198028314,)","(0.1198901046158676,)",44564480,1648640,0,"(13.443649999999925,)","(3.3149092694320554,)","(0.12263336221933843,)",44564480,1648640,0,"(13.531259999999838,)","(3.293446434404522,)","(0.12183935568454228,)",44564480,1648640,0,"(13.817250000000076,)","(3.225278546744088,)","(0.11931751976695731,)",44564480,1648640,0,"(13.58485999999999,)","(3.280451914852272,)","(0.12135863012206244,)",44564480,1648640,0,"(13.344860000000045,)","(3.3394490462994626,)","(0.12354119863378067,)",44564480,1648640,0,"(13.869660000000131,)","(3.213091020255693,)","(0.11886664849751072,)",44564480,1648640,0,"(13.766859999999978,)","(3.2370838375635453,)","(0.11975425042457051,)"
19,256,16,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,32.77792999999998,97.42261000000002,142606336,5275648,0,"(20.17210000000001,)","(7.069483891116935,)","(0.26153191784692703,)",142606336,5275648,0,"(15.263259999999992,)","(9.343111235738634,)","(0.3456435912118383,)",142606336,5275648,0,"(16.514070000000082,)","(8.635444563332921,)","(0.3194638269063879,)",142606336,5275648,0,"(16.80486999999999,)","(8.486012447582166,)","(0.3139356626977777,)",142606336,5275648,0,"(14.715259999999889,)","(9.69105105856105,)","(0.35851544587048,)",142606336,5275648,0,"(14.914459999999963,)","(9.561615774221819,)","(0.3537270541474524,)",142606336,5275648,0,"(15.110860000000029,)","(9.43734082639901,)","(0.3491295664177942,)",142606336,5275648,0,"(15.103659999999945,)","(9.44183966005594,)","(0.3492959984533563,)",142606336,5275648,0,"(15.087260000000114,)","(9.452103032624805,)","(0.3496756866389232,)",142606336,5275648,0,"(15.248860000000004,)","(9.351934242953241,)","(0.34596999382248894,)",142606336,5275648,0,"(14.942060000000057,)","(9.543954180347253,)","(0.3530736725725891,)",142606336,5275648,0,"(14.97047000000015,)","(9.525842274824944,)","(0.3524036319500956,)",142606336,5275648,0,"(15.507270000000062,)","(9.196095508751664,)","(0.3402048200618148,)",142606336,5275648,0,"(15.103269999999938,)","(9.442083469341446,)","(0.34930501805238345,)",142606336,5275648,0,"(15.330060000000067,)","(9.302399077368214,)","(0.344137465867712,)",142606336,5275648,0,"(15.042059999999966,)","(9.480505728603683,)","(0.3507264297576271,)",142606336,5275648,0,"(15.724069999999864,)","(9.069301777466091,)","(0.33551415123438433,)"
20,256,32,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,62.19200999999985,184.08817000000002,285212672,10551296,0,"(20.34648000000019,)","(14.017789416154407,)","(0.5185809044119623,)",285212672,10551296,0,"(16.30566000000006,)","(17.491636155788783,)","(0.6470940765353848,)",285212672,10551296,0,"(17.781270000000003,)","(16.040061930334556,)","(0.5933938351984981,)",285212672,10551296,0,"(17.96006999999994,)","(15.880376412786863,)","(0.5874863516678963,)",285212672,10551296,0,"(16.84967999999988,)","(16.92688953143336,)","(0.6262015658457654,)",285212672,10551296,0,"(16.636069999999908,)","(17.144233704234328,)","(0.634242101650213,)",285212672,10551296,0,"(16.971279999999968,)","(16.805607591177598,)","(0.6217148028905315,)",285212672,10551296,0,"(17.03767000000009,)","(16.740121859385614,)","(0.6192921919487785,)",285212672,10551296,0,"(16.614870000000046,)","(17.166109154028845,)","(0.6350513726559384,)",285212672,10551296,0,"(16.424870000000027,)","(17.364683677861652,)","(0.6423975349576577,)",285212672,10551296,0,"(16.474460000000253,)","(17.312414003250826,)","(0.6404638452489391,)",285212672,10551296,0,"(16.94207000000004,)","(16.83458231491189,)","(0.6227867078816209,)",285212672,10551296,0,"(16.843669999999946,)","(16.93292922504424,)","(0.6264250012022341,)",285212672,10551296,0,"(17.241669999999978,)","(16.542056076934564,)","(0.6119648502726253,)",285212672,10551296,0,"(16.74087000000018,)","(17.036908595550706,)","(0.6302716644953271,)",285212672,10551296,0,"(16.879279999999945,)","(16.89720604196393,)","(0.6251034404311104,)",285212672,10551296,0,"(16.714470000000055,)","(17.063817877563515,)","(0.6312671595330253,)"
21,256,64,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,121.92754000000025,358.3980999999996,570425344,21102592,0,"(21.884510000000102,)","(26.065255470650126,)","(0.9642707101963855,)",570425344,21102592,0,"(18.793279999999996,)","(30.35262306526589,)","(1.122879667625875,)",570425344,21102592,0,"(19.662490000000016,)","(29.010839624076073,)","(1.0732410798428877,)",570425344,21102592,0,"(20.04288000000006,)","(28.460248427371628,)","(1.0528722419133347,)",570425344,21102592,0,"(19.138080000000045,)","(29.8057769640423,)","(1.1026493775760133,)",570425344,21102592,0,"(19.076080000000058,)","(29.902650020339518,)","(1.106233146432597,)",570425344,21102592,0,"(19.273679999999914,)","(29.59607838254047,)","(1.0948916864864466,)",570425344,21102592,0,"(19.358880000000116,)","(29.465823642689895,)","(1.0900729794285553,)",570425344,21102592,0,"(19.258479999999892,)","(29.619437463392916,)","(1.0957558436595265,)",570425344,21102592,0,"(19.796890000000005,)","(28.81388662562654,)","(1.0659549050381143,)",570425344,21102592,0,"(19.594090000000033,)","(29.11211207052734,)","(1.0769876018738285,)",570425344,21102592,0,"(19.653290000000016,)","(29.024420033490554,)","(1.0737434800992598,)",570425344,21102592,0,"(19.905690000000067,)","(28.656396437400463,)","(1.0601286365858167,)",570425344,21102592,0,"(19.63727999999999,)","(29.048083237597073,)","(1.0746188881555903,)",570425344,21102592,0,"(20.113689999999934,)","(28.360054470363313,)","(1.049165618044231,)",570425344,21102592,0,"(19.76087999999985,)","(28.86639380432472,)","(1.0678973810882997,)",570425344,21102592,0,"(20.11849,)","(28.353288144388568,)","(1.048915301297463,)"
22,256,128,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,242.46440000000024,703.9955499999993,1140850688,42205184,0,"(23.852099999999954,)","(47.83019893426584,)","(1.769453591088419,)",1140850688,42205184,0,"(23.711699999999873,)","(48.113407642640816,)","(1.7799307514855631,)",1140850688,42205184,0,"(23.679700000000068,)","(48.17842658479612,)","(1.7823360937849668,)",1140850688,42205184,0,"(28.917719999999935,)","(39.45161264442711,)","(1.4594921038034843,)",1140850688,42205184,0,"(30.726929999999903,)","(37.1286909561093,)","(1.3735568115656245,)",1140850688,42205184,0,"(30.23253000000008,)","(37.73586557261324,)","(1.396018923986841,)",1140850688,42205184,0,"(31.82493000000024,)","(35.84770455111736,)","(1.3261673788441855,)",1140850688,42205184,0,"(31.17934000000003,)","(36.589956297984465,)","(1.3536266001781938,)",1140850688,42205184,0,"(31.306540000000005,)","(36.44128951969779,)","(1.3481267492351436,)",1140850688,42205184,0,"(31.856529999999893,)","(35.81214551616274,)","(1.3248518906484839,)",1140850688,42205184,0,"(32.04293999999991,)","(35.6038081399523,)","(1.3171445566480515,)",1140850688,42205184,0,"(31.78333999999997,)","(35.89461296389873,)","(1.3279027314309961,)",1140850688,42205184,0,"(31.679730000000053,)","(36.012007930623085,)","(1.3322456978010837,)",1140850688,42205184,0,"(32.238930000000124,)","(35.387362049546795,)","(1.3091372449395757,)",1140850688,42205184,0,"(31.579730000000254,)","(36.12604312956415,)","(1.3364643712913207,)",1140850688,42205184,0,"(32.83533999999998,)","(34.74459798497596,)","(1.2853585192052228,)",1140850688,42205184,0,"(32.418129999999834,)","(35.19174881462953,)","(1.3019006339970942,)"
23,256,256,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,502.33549000000045,1393.6960599999986,2281701376,84410368,0,"(31.894129999999915,)","(71.5398531328494,)","(2.6465800446665333,)",2281701376,84410368,0,"(31.684929999999895,)","(72.01219557688806,)","(2.6640541102663087,)",2281701376,84410368,0,"(41.034170000000124,)","(55.604911126507325,)","(2.057075066950294,)",2281701376,84410368,0,"(46.637799999999935,)","(48.9238638186193,)","(1.809913160569326,)",2281701376,84410368,0,"(52.96621999999998,)","(43.07842575890824,)","(1.5936641882316698,)",2281701376,84410368,0,"(53.489420000000045,)","(42.657059582997874,)","(1.578075963433515,)",2281701376,84410368,0,"(53.37781999999996,)","(42.74624508831574,)","(1.5813753352984457,)",2281701376,84410368,0,"(54.40062999999991,)","(41.94255426821351,)","(1.551643207073156,)",2281701376,84410368,0,"(54.349429999999955,)","(41.9820663436581,)","(1.553104935967131,)",2281701376,84410368,0,"(54.58742999999997,)","(41.799025453295776,)","(1.5463334324403997,)",2281701376,84410368,0,"(54.99743000000006,)","(41.48741815753932,)","(1.5348056809199977,)",2281701376,84410368,0,"(55.40142999999995,)","(41.18488233967972,)","(1.5236135240552469,)",2281701376,84410368,0,"(54.73942999999998,)","(41.68295826244447,)","(1.5420395864553218,)",2281701376,84410368,0,"(55.74662999999999,)","(40.92985308708348,)","(1.5141788481205054,)",2281701376,84410368,0,"(56.44504000000012,)","(40.42341676079945,)","(1.4954434968953838,)",2281701376,84410368,0,"(56.551440000000184,)","(40.347361198936625,)","(1.4926298605305137,)",2281701376,84410368,0,"(56.13022999999999,)","(40.65013408995474,)","(1.503830787794741,)"
24,512,1,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,24.24112999999995,71.49131,17825792,624640,0,"(26.546110000000063,)","(0.671502981039405,)","(0.02353037789717584,)",17825792,624640,0,"(15.758469999999942,)","(1.1311879896969734,)","(0.03963836590735029,)",17825792,624640,0,"(19.96649000000001,)","(0.8927854620416503,)","(0.031284417040751765,)",17825792,624640,0,"(17.81328000000003,)","(1.000702397312565,)","(0.03506597325141686,)",17825792,624640,0,"(16.33766000000005,)","(1.0910859939550674,)","(0.03823313742604499,)",17825792,624640,0,"(16.094459999999945,)","(1.1075731649275626,)","(0.03881087032432291,)",17825792,624640,0,"(15.99527,)","(1.1144414567556535,)","(0.03905154461287618,)",17825792,624640,0,"(16.809670000000132,)","(1.0604486584210078,)","(0.03715956351314423,)",17825792,624640,0,"(15.238059999999914,)","(1.1698203052094625,)","(0.04099209479421945,)",17825792,624640,0,"(15.25047000000004,)","(1.1688683693027135,)","(0.040958737665134144,)",17825792,624640,0,"(15.211670000000012,)","(1.1718497706037527,)","(0.04106321002230521,)",17825792,624640,0,"(15.368069999999934,)","(1.1599239201799627,)","(0.040645312000791425,)",17825792,624640,0,"(15.249259999999849,)","(1.168961116801745,)","(0.04096198766366409,)",17825792,624640,0,"(15.20087000000005,)","(1.1726823530495256,)","(0.0410923848437621,)",17825792,624640,0,"(15.556859999999869,)","(1.1458476839156584,)","(0.040152061534268826,)",17825792,624640,0,"(15.555670000000063,)","(1.1459353406185608,)","(0.040155133144377415,)",17825792,624640,0,"(15.51807000000008,)","(1.1487119210056347,)","(0.040252428298106456,)"
