,ctx_lens,batch_size,nhead,kv_lora_rank,qk_nope_head_dim,qk_rope_head_dim,v_head_dim,dtype,kvtype,page_size,varlen,mtp,prefill:ck_192,prefill:asm_576,decode:flops_1,decode:bytes_1,decode:err_1,decode:asm_576_1,decode:TFLOPS_1,decode:TB/s_1,decode:flops_auto,decode:bytes_auto,decode:err_auto,decode:asm_576_auto,decode:TFLOPS_auto,decode:TB/s_auto,decode:flops_2,decode:bytes_2,decode:err_2,decode:asm_576_2,decode:TFLOPS_2,decode:TB/s_2,decode:flops_3,decode:bytes_3,decode:err_3,decode:asm_576_3,decode:TFLOPS_3,decode:TB/s_3,decode:flops_4,decode:bytes_4,decode:err_4,decode:asm_576_4,decode:TFLOPS_4,decode:TB/s_4,decode:flops_5,decode:bytes_5,decode:err_5,decode:asm_576_5,decode:TFLOPS_5,decode:TB/s_5,decode:flops_6,decode:bytes_6,decode:err_6,decode:asm_576_6,decode:TFLOPS_6,decode:TB/s_6,decode:flops_7,decode:bytes_7,decode:err_7,decode:asm_576_7,decode:TFLOPS_7,decode:TB/s_7,decode:flops_8,decode:bytes_8,decode:err_8,decode:asm_576_8,decode:TFLOPS_8,decode:TB/s_8,decode:flops_9,decode:bytes_9,decode:err_9,decode:asm_576_9,decode:TFLOPS_9,decode:TB/s_9,decode:flops_10,decode:bytes_10,decode:err_10,decode:asm_576_10,decode:TFLOPS_10,decode:TB/s_10,decode:flops_11,decode:bytes_11,decode:err_11,decode:asm_576_11,decode:TFLOPS_11,decode:TB/s_11,decode:flops_12,decode:bytes_12,decode:err_12,decode:asm_576_12,decode:TFLOPS_12,decode:TB/s_12,decode:flops_13,decode:bytes_13,decode:err_13,decode:asm_576_13,decode:TFLOPS_13,decode:TB/s_13,decode:flops_14,decode:bytes_14,decode:err_14,decode:asm_576_14,decode:TFLOPS_14,decode:TB/s_14,decode:flops_15,decode:bytes_15,decode:err_15,decode:asm_576_15,decode:TFLOPS_15,decode:TB/s_15,decode:flops_16,decode:bytes_16,decode:err_16,decode:asm_576_16,decode:TFLOPS_16,decode:TB/s_16
25,512,3,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,26.409119999999994,78.6173299999999,53477376,1873920,0,"(26.55852000000001,)","(2.013567623497092,)","(0.07055814857153182,)",53477376,1873920,0,"(16.32487000000003,)","(3.275822472093187,)","(0.11478927550418451,)",53477376,1873920,0,"(19.377289999999956,)","(2.75979644212375,)","(0.09670702146688233,)",53477376,1873920,0,"(17.629679999999862,)","(3.033371904651725,)","(0.10629347781695497,)",53477376,1873920,0,"(16.625670000000046,)","(3.216554641106184,)","(0.11271245008471807,)",53477376,1873920,0,"(16.464069999999865,)","(3.2481261316309054,)","(0.11381875805921716,)",53477376,1873920,0,"(16.358869999999914,)","(3.2690140578169693,)","(0.11455069940649995,)",53477376,1873920,0,"(17.095280000000056,)","(3.1281953849249513,)","(0.10961622155355126,)",53477376,1873920,0,"(16.430070000000086,)","(3.2548477273681558,)","(0.11405429191719757,)",53477376,1873920,0,"(15.779660000000003,)","(3.389006860730839,)","(0.11875541044610592,)",53477376,1873920,0,"(16.33287000000002,)","(3.2742179421008024,)","(0.11473305059061864,)",53477376,1873920,0,"(16.47767000000007,)","(3.245445260161162,)","(0.11372481667614365,)",53477376,1873920,0,"(16.59527,)","(3.222446877935701,)","(0.11291892207839946,)",53477376,1873920,0,"(15.71886000000004,)","(3.4021154205839266,)","(0.11921475221485497,)",53477376,1873920,0,"(16.20446999999989,)","(3.300161992339173,)","(0.11564216540251009,)",53477376,1873920,0,"(16.33246000000012,)","(3.274300136048067,)","(0.11473593077833875,)",53477376,1873920,0,"(16.698470000000125,)","(3.2025314894118804,)","(0.11222105977373892,)"
26,512,5,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,40.62039000000004,121.08591,89128960,3123200,0,"(26.45290999999994,)","(3.3693442422780784,)","(0.11806640554857696,)",89128960,3123200,0,"(16.201669999999957,)","(5.501220553189902,)","(0.19277025146173254,)",89128960,3123200,0,"(20.33289000000004,)","(4.3834870497996015,)","(0.15360334905662668,)",89128960,3123200,0,"(17.560870000000104,)","(5.075429634180964,)","(0.1778499584587769,)",89128960,3123200,0,"(15.938069999999826,)","(5.592205329754543,)","(0.19595848179861391,)",89128960,3123200,0,"(16.319670000000023,)","(5.461443766938907,)","(0.19137641876336933,)",89128960,3123200,0,"(16.80806999999995,)","(5.302748025204575,)","(0.18581550410011438,)",89128960,3123200,0,"(17.27526999999998,)","(5.1593381753223015,)","(0.1807902278806643,)",89128960,3123200,0,"(16.48287000000002,)","(5.4073689836782,)","(0.18948156480030456,)",89128960,3123200,0,"(16.19927000000007,)","(5.5020355855541405,)","(0.19279881130445917,)",89128960,3123200,0,"(16.191270000000003,)","(5.504754105144315,)","(0.1928940719288851,)",89128960,3123200,0,"(16.224469999999947,)","(5.493489771930935,)","(0.19249935437028207,)",89128960,3123200,0,"(16.148060000000022,)","(5.519484074247921,)","(0.19341023008336578,)",89128960,3123200,0,"(16.456069999999926,)","(5.416175307956298,)","(0.18979015038220026,)",89128960,3123200,0,"(16.34447000000011,)","(5.4531569393195,)","(0.19108603705106245,)",89128960,3123200,0,"(16.55767000000009,)","(5.38294095727234,)","(0.18862557352574263,)",89128960,3123200,0,"(16.412469999999956,)","(5.430563467899727,)","(0.19029433107874735,)"
27,512,16,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,87.73698999999992,268.3793299999999,285212672,9994240,0,"(26.900529999999982,)","(10.602492664642675,)","(0.3715257654774834,)",285212672,9994240,0,"(18.19367000000002,)","(15.67647824765425,)","(0.5493251224189507,)",285212672,9994240,0,"(20.512479999999922,)","(13.90434857218635,)","(0.4872272879729822,)",285212672,9994240,0,"(18.540880000000087,)","(15.382909117582265,)","(0.5390380607608676,)",285212672,9994240,0,"(17.191680000000016,)","(16.590157099247993,)","(0.5813416722507626,)",285212672,9994240,0,"(17.51967000000004,)","(16.27956873616908,)","(0.5704582335169542,)",285212672,9994240,0,"(18.26328000000014,)","(15.616727772886241,)","(0.5472313845048602,)",285212672,9994240,0,"(18.562880000000003,)","(15.364677894809423,)","(0.538399213915082,)",285212672,9994240,0,"(17.858870000000024,)","(15.970364978299276,)","(0.5596233132331433,)",285212672,9994240,0,"(17.532879999999896,)","(16.267303032930226,)","(0.5700284265905008,)",285212672,9994240,0,"(17.678880000000028,)","(16.13296045903358,)","(0.5653208800557492,)",285212672,9994240,0,"(17.470870000000087,)","(16.325041168527875,)","(0.5720516494026886,)",285212672,9994240,0,"(17.95808000000008,)","(15.882136174913951,)","(0.5565316559453992,)",285212672,9994240,0,"(18.009279999999816,)","(15.836983599566608,)","(0.5549494482844457,)",285212672,9994240,0,"(18.002079999999967,)","(15.843317661070305,)","(0.5551714024157219,)",285212672,9994240,0,"(17.94528000000004,)","(15.893464576757752,)","(0.5569286185559644,)",285212672,9994240,0,"(17.91966999999995,)","(15.916178813560785,)","(0.5577245563115854,)"
28,512,32,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,169.81954,509.68875999999966,570425344,19988480,0,"(27.853719999999957,)","(20.479323551755417,)","(0.7176233551568707,)",570425344,19988480,0,"(19.721290000000064,)","(28.924342373140814,)","(1.013548302367641,)",570425344,19988480,0,"(22.184499999999954,)","(25.712787937524002,)","(0.9010110662850207,)",570425344,19988480,0,"(19.996090000000024,)","(28.52684419804068,)","(0.9996194255977032,)",570425344,19988480,0,"(18.990480000000005,)","(30.037436863101927,)","(1.0525526474317655,)",570425344,19988480,0,"(19.997680000000038,)","(28.524576050821842,)","(0.9995399466338076,)",570425344,19988480,0,"(20.180079999999997,)","(28.266753352811293,)","(0.9905054885808185,)",570425344,19988480,0,"(20.49729000000005,)","(27.829305435011097,)","(0.9751767184832704,)",570425344,19988480,0,"(19.93807999999979,)","(28.609843274779017,)","(1.00252782614977,)",570425344,19988480,0,"(20.317689999999892,)","(28.07530501745046,)","(0.9837968784837304,)",570425344,19988480,0,"(20.36887999999992,)","(28.00474763462705,)","(0.9813244518108055,)",570425344,19988480,0,"(20.380079999999925,)","(27.989357451001275,)","(0.9807851588413821,)",570425344,19988480,0,"(20.72288999999986,)","(27.526341354898076,)","(0.964560444995854,)",570425344,19988480,0,"(20.645279999999893,)","(27.629818728542453,)","(0.9681864329280158,)",570425344,19988480,0,"(20.864890000000088,)","(27.339005573477625,)","(0.95799594438312,)",570425344,19988480,0,"(21.071290000000044,)","(27.071211302203086,)","(0.948612068838688,)",570425344,19988480,0,"(20.486490000000014,)","(27.843976396151785,)","(0.9756908089184622,)"
29,512,64,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,338.8539200000001,968.6099000000008,1140850688,39976960,0,"(29.21732999999991,)","(39.047054881469435,)","(1.3682619185257558,)",1140850688,39976960,0,"(23.253290000000014,)","(49.06190427247066,)","(1.7191958643271543,)",1140850688,39976960,0,"(23.796089999999914,)","(47.94277917086396,)","(1.6799801984275629,)",1140850688,39976960,0,"(23.02930000000002,)","(49.53909532638851,)","(1.7359172879766196,)",1140850688,39976960,0,"(23.446500000000068,)","(48.65761149851776,)","(1.7050288955707624,)",1140850688,39976960,0,"(27.43691000000006,)","(41.5808736479435,)","(1.4570503748417702,)",1140850688,39976960,0,"(28.623320000000003,)","(39.85738509718648,)","(1.396656991571907,)",1140850688,39976960,0,"(29.323720000000158,)","(38.90538744743142,)","(1.3632976989276868,)",1140850688,39976960,0,"(30.990129999999937,)","(36.81335599431181,)","(1.289990071032296,)",1140850688,39976960,0,"(30.923729999999907,)","(36.89240230722502,)","(1.292759961363009,)",1140850688,39976960,0,"(30.868129999999947,)","(36.958853289784706,)","(1.2950884941847811,)",1140850688,39976960,0,"(31.260530000000127,)","(36.4949246861776,)","(1.2788318048350376,)",1140850688,39976960,0,"(31.502540000000046,)","(36.21456200039738,)","(1.2690075149495863,)",1140850688,39976960,0,"(31.46813000000002,)","(36.25416216343327,)","(1.2703951585302327,)",1140850688,39976960,0,"(31.406929999999885,)","(36.32480755043566,)","(1.272870668989301,)",1140850688,39976960,0,"(31.55133000000007,)","(36.158560922788276,)","(1.2670451610122269,)",1140850688,39976960,0,"(31.236530000000037,)","(36.52296487477958,)","(1.2798143711865546,)"
30,512,128,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,690.3704000000004,1911.7811100000008,2281701376,79953920,0,"(33.31812999999997,)","(68.4822760461047,)","(2.399712108692777,)",2281701376,79953920,0,"(29.974130000000024,)","(76.12235537778739,)","(2.667430881229912,)",2281701376,79953920,0,"(30.327730000000066,)","(75.23482225672659,)","(2.6363305133618584,)",2281701376,79953920,0,"(37.150959999999905,)","(61.41702330168604,)","(2.152136041706599,)",2281701376,79953920,0,"(39.28456999999984,)","(58.08136314079572,)","(2.0352499721901074,)",2281701376,79953920,0,"(44.01819000000007,)","(51.83542022059508,)","(1.8163836359468637,)",2281701376,79953920,0,"(44.36099000000002,)","(51.434861485282426,)","(1.8023475129838167,)",2281701376,79953920,0,"(47.61619999999984,)","(47.91859442794695,)","(1.6791327321373875,)",2281701376,79953920,0,"(51.22541999999996,)","(44.542365411547664,)","(1.5608250747382855,)",2281701376,79953920,0,"(51.32901999999987,)","(44.452463265419944,)","(1.5576747812446097,)",2281701376,79953920,0,"(51.761019999999846,)","(44.08146083674562,)","(1.5446743514714403,)",2281701376,79953920,0,"(51.9078199999999,)","(43.956794486842334,)","(1.5403058729879264,)",2281701376,79953920,0,"(52.13861999999999,)","(43.762212655417436,)","(1.5334874609262774,)",2281701376,79953920,0,"(52.31822000000002,)","(43.61198404685785,)","(1.528223246127257,)",2281701376,79953920,0,"(52.46302000000007,)","(43.49161325444088,)","(1.5240052898212852,)",2281701376,79953920,0,"(52.38701999999996,)","(43.55470832278686,)","(1.526216226843979,)",2281701376,79953920,0,"(52.12541999999998,)","(43.773294795514374,)","(1.5338757941902441,)"
31,512,256,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,1490.2029300000013,3805.1811499999994,4563402752,159907840,0,"(45.86860000000004,)","(99.48859899800725,)","(3.4862158426461645,)",4563402752,159907840,0,"(45.875399999999956,)","(99.47385204270708,)","(3.4856990892722495,)",4563402752,159907840,0,"(54.794640000000015,)","(83.28191866941728,)","(2.9183117180804534,)",4563402752,159907840,0,"(62.839469999999984,)","(72.62000701151682,)","(2.544703830251911,)",4563402752,159907840,0,"(70.28669999999984,)","(64.92555137743001,)","(2.275079638110771,)",4563402752,159907840,0,"(76.36471999999985,)","(59.757997567463214,)","(2.094001523216484,)",4563402752,159907840,0,"(81.3363500000001,)","(56.105329929361154,)","(1.9660070804750867,)",4563402752,159907840,0,"(88.19877999999993,)","(51.739975904428654,)","(1.81303913727605,)",4563402752,159907840,0,"(95.10799999999996,)","(47.981271312613046,)","(1.6813290154350848,)",4563402752,159907840,0,"(94.79799999999997,)","(48.13817540454441,)","(1.6868271482520731,)",4563402752,159907840,0,"(95.0772100000001,)","(47.99680966658567,)","(1.681873500495017,)",4563402752,159907840,0,"(95.63840999999994,)","(47.7151674938971,)","(1.6720043756478187,)",4563402752,159907840,0,"(94.92640000000011,)","(48.07306241467067,)","(1.6845455005140806,)",4563402752,159907840,0,"(95.42680999999999,)","(47.820971402061964,)","(1.6757118885143494,)",4563402752,159907840,0,"(95.59641000000002,)","(47.73613101161434,)","(1.6727389658251808,)",4563402752,159907840,0,"(96.39201000000021,)","(47.34212671776416,)","(1.6589325194069473,)",4563402752,159907840,0,"(95.4668100000001,)","(47.800934712283734,)","(1.675009775648729,)"
32,1200,1,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,58.440809999999985,152.56405000000007,41779200,1417216,0,"(43.39659000000005,)","(0.962730020953258,)","(0.032657312475473266,)",41779200,1417216,0,"(20.423679999999894,)","(2.0456254700426277,)","(0.06939082476811266,)",41779200,1417216,0,"(28.343320000000002,)","(1.4740404440975863,)","(0.05000176408409459,)",41779200,1417216,0,"(23.818110000000107,)","(1.7540938386798874,)","(0.059501614527768726,)",41779200,1417216,0,"(20.81329000000018,)","(2.0073328147544016,)","(0.06809187783382578,)",41779200,1417216,0,"(19.53089000000007,)","(2.139134468526516,)","(0.0725627966774681,)",41779200,1417216,0,"(19.172089999999898,)","(2.179167738102639,)","(0.07392078797877578,)",41779200,1417216,0,"(18.30648000000012,)","(2.2822082672365043,)","(0.07741608435919907,)",41779200,1417216,0,"(18.692480000000067,)","(2.235080631355489,)","(0.0758174410244117,)",41779200,1417216,0,"(18.97009000000022,)","(2.2023722607536134,)","(0.07470792178634807,)",41779200,1417216,0,"(17.9864800000001,)","(2.3228113560852246,)","(0.07879340482406742,)",41779200,1417216,0,"(18.23447999999993,)","(2.291219711228407,)","(0.07772176667500282,)",41779200,1417216,0,"(18.599279999999943,)","(2.246280501180698,)","(0.07619735817730601,)",41779200,1417216,0,"(19.243289999999888,)","(2.171104837062698,)","(0.07364728172781308,)",41779200,1417216,0,"(19.445690000000084,)","(2.1485069442123073,)","(0.07288072575465276,)",41779200,1417216,0,"(19.96208000000008,)","(2.0929281918517426,)","(0.07099540729222578,)",41779200,1417216,0,"(20.26967999999999,)","(2.061167221189482,)","(0.06991802534623144,)"
33,1200,3,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,78.16295000000002,252.46726999999993,125337600,4251648,0,"(43.98258999999985,)","(2.849709396377076,)","(0.09666661285749689,)",125337600,4251648,0,"(21.813690000000207,)","(5.7458229212938665,)","(0.19490732654585077,)",125337600,4251648,0,"(29.289719999999942,)","(4.2792351719306385,)","(0.14515836955764713,)",125337600,4251648,0,"(24.744509999999845,)","(5.065269023310656,)","(0.17182187079073405,)",125337600,4251648,0,"(21.996089999999985,)","(5.698176357707214,)","(0.19329108036928394,)",125337600,4251648,0,"(20.612490000000033,)","(6.080662743802414,)","(0.2062656185642779,)",125337600,4251648,0,"(20.341279999999916,)","(6.1617361345992245,)","(0.20901575515405213,)",125337600,4251648,0,"(19.864880000000085,)","(6.309507029491216,)","(0.21402837570627065,)",125337600,4251648,0,"(20.29648999999996,)","(6.175333764606601,)","(0.20947700809351805,)",125337600,4251648,0,"(20.07448999999986,)","(6.2436256163917925,)","(0.21179357483054514,)",125337600,4251648,0,"(19.61768,)","(6.389012360279096,)","(0.2167253212408399,)",125337600,4251648,0,"(19.756880000000038,)","(6.343997635254137,)","(0.21519835115665994,)",125337600,4251648,0,"(20.08248999999989,)","(6.241138424567905,)","(0.21170920538240146,)",125337600,4251648,0,"(20.265289999999787,)","(6.184841174244302,)","(0.2097995143420126,)",125337600,4251648,0,"(21.20169000000007,)","(5.9116796821385265,)","(0.20053344804116965,)",125337600,4251648,0,"(21.36010000000013,)","(5.867837697389022,)","(0.1990462591467256,)",125337600,4251648,0,"(21.4620900000001,)","(5.83995314529011,)","(0.1981003713990567,)"
34,1200,5,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,117.17690999999995,356.0757200000002,208896000,7086080,0,"(43.35778999999999,)","(4.817957741849851,)","(0.1634326841843185,)",208896000,7086080,0,"(21.590890000000055,)","(9.67519171280107,)","(0.32819767966952645,)",208896000,7086080,0,"(28.82052000000005,)","(7.248169012911621,)","(0.24586926259484518,)",208896000,7086080,0,"(24.277699999999967,)","(8.60443946502347,)","(0.29187608381354124,)",208896000,7086080,0,"(20.913290000000014,)","(9.988672274902699,)","(0.3388314320702288,)",208896000,7086080,0,"(20.171290000000063,)","(10.356105137549424,)","(0.3512953311364805,)",208896000,7086080,0,"(20.007690000000093,)","(10.440785517968294,)","(0.35416782247225775,)",208896000,7086080,0,"(19.054079999999995,)","(10.963321241434908,)","(0.3718930538761253,)",208896000,7086080,0,"(19.693280000000122,)","(10.607476255859801,)","(0.359822233777205,)",208896000,7086080,0,"(19.65888000000008,)","(10.626037698993997,)","(0.36045186704430626,)",208896000,7086080,0,"(19.011280000000024,)","(10.988002911955414,)","(0.3727302948565268,)",208896000,7086080,0,"(19.406880000000328,)","(10.764017709183365,)","(0.3651323654291612,)",208896000,7086080,0,"(20.268889999999974,)","(10.306237786084992,)","(0.3496037523515106,)",208896000,7086080,0,"(20.304079999999868,)","(10.28837553831552,)","(0.3489978368879578,)",208896000,7086080,0,"(20.88968999999999,)","(9.999956916545917,)","(0.3392142248161655,)",208896000,7086080,0,"(21.606889999999822,)","(9.66802718947529,)","(0.327954647799848,)",208896000,7086080,0,"(21.987289999999938,)","(9.500761576347088,)","(0.32228073582510713,)"
35,1200,16,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,305.1906100000002,945.6838300000003,668467200,22675456,0,"(47.452999999999975,)","(14.086932333045338,)","(0.4778508418856555,)",668467200,22675456,0,"(25.363310000000112,)","(26.35567676300913,)","(0.8940258980393292,)",668467200,22675456,0,"(31.87054000000013,)","(20.974454778613644,)","(0.7114864071961099,)",668467200,22675456,0,"(27.00412000000013,)","(24.754267126645743,)","(0.8397035711587674,)",668467200,22675456,0,"(24.194899999999944,)","(27.628434091482156,)","(0.9371998231032181,)",668467200,22675456,0,"(22.898500000000077,)","(29.192619603904088,)","(0.9902594493089034,)",668467200,22675456,0,"(22.855690000000106,)","(29.24729903144455,)","(0.992114261262727,)",668467200,22675456,0,"(21.841690000000018,)","(30.605104275355956,)","(1.0381731450267806,)",668467200,22675456,0,"(22.017289999999992,)","(30.36101173214325,)","(1.0298931430707416,)",668467200,22675456,0,"(22.10010000000011,)","(30.24724775001003,)","(1.0260340903434775,)",668467200,22675456,0,"(21.763299999999926,)","(30.715341882894702,)","(1.0419125775962321,)",668467200,22675456,0,"(22.614900000000016,)","(29.55870687024924,)","(1.0026777036378662,)",668467200,22675456,0,"(23.40810000000001,)","(28.557089212708405,)","(0.9687012615291283,)",668467200,22675456,0,"(23.682499999999962,)","(28.226209226221936,)","(0.9574772933600776,)",668467200,22675456,0,"(24.324099999999998,)","(27.48168277551893,)","(0.932221788267603,)",668467200,22675456,0,"(24.6737100000001,)","(27.092285675725186,)","(0.9190128278236191,)",668467200,22675456,0,"(25.855309999999918,)","(25.854155297306516,)","(0.8770135032223583,)"
36,1200,32,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,587.6689800000005,1820.3775700000008,1336934400,45350912,0,"(47.55021000000004,)","(28.116266994404416,)","(0.9537478803984244,)",1336934400,45350912,0,"(26.826909999999952,)","(49.8355718194903,)","(1.6905007695631022,)",1336934400,45350912,0,"(32.93654000000001,)","(40.59122178589492,)","(1.3769179154823181,)",1336934400,45350912,0,"(28.36533000000014,)","(47.13269332667709,)","(1.5988148912774778,)",1336934400,45350912,0,"(26.761319999999976,)","(49.95771509028707,)","(1.6946440609058162,)",1336934400,45350912,0,"(25.742909999999938,)","(51.93408204433777,)","(1.7616855281706734,)",1336934400,45350912,0,"(26.197709999999933,)","(51.03249100780196,)","(1.731102145950929,)",1336934400,45350912,0,"(25.729709999999997,)","(51.96072555811939,)","(1.7625893179518932,)",1336934400,45350912,0,"(26.910510000000176,)","(49.68075298461424,)","(1.685249071831032,)",1336934400,45350912,0,"(34.16614999999998,)","(39.13037904475631,)","(1.3273638381848707,)",1336934400,45350912,0,"(33.692150000000126,)","(39.68088709090975,)","(1.346037934652429,)",1336934400,45350912,0,"(33.79814999999986,)","(39.55643726061946,)","(1.3418164011935623,)",1336934400,45350912,0,"(33.98174999999992,)","(39.34271778233914,)","(1.3345667012440532,)",1336934400,45350912,0,"(34.432149999999986,)","(38.828083636949785,)","(1.3171095037631986,)",1336934400,45350912,0,"(34.48214000000013,)","(38.77179316596925,)","(1.315200042688761,)",1336934400,45350912,0,"(35.44654999999988,)","(37.71691180100756,)","(1.2794168120733937,)",1336934400,45350912,0,"(36.264150000000114,)","(36.8665582951757,)","(1.2505714872677247,)"
37,1200,64,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,1260.1359200000002,3590.0743600000023,2673868800,90701824,0,"(49.657809999999955,)","(53.84588647787735,)","(1.8265369334652513,)",2673868800,90701824,0,"(31.965740000000096,)","(83.64795559245593,)","(2.8374698661754656,)",2673868800,90701824,0,"(37.524559999999965,)","(71.25649974310166,)","(2.417132246187566,)",2673868800,90701824,0,"(33.638539999999956,)","(79.48825365191247,)","(2.69636625132958,)",2673868800,90701824,0,"(32.44493999999999,)","(82.41250561720875,)","(2.795561465054336,)",2673868800,90701824,0,"(40.64697000000004,)","(65.78273362073476,)","(2.2314535130170814,)",2673868800,90701824,0,"(40.45817999999998,)","(66.08969558195652,)","(2.2418661442506815,)",2673868800,90701824,0,"(40.53898000000014,)","(65.95796934209964,)","(2.237397783565341,)",2673868800,90701824,0,"(41.580169999999995,)","(64.3063460298503,)","(2.1813721300321767,)",2673868800,90701824,0,"(48.89661000000013,)","(54.684134544296484,)","(1.854971622777116,)",2673868800,90701824,0,"(49.406209999999916,)","(54.12009542929936,)","(1.8358385312291745,)",2673868800,90701824,0,"(49.12181,)","(54.43343394716115,)","(1.8464674652664466,)",2673868800,90701824,0,"(49.133009999999956,)","(54.42102570145819,)","(1.8460465581082877,)",2673868800,90701824,0,"(53.76583000000024,)","(49.73174970050658,)","(1.6869789604289487,)",2673868800,90701824,0,"(54.45982999999998,)","(49.098001224021466,)","(1.6654812179913163,)",2673868800,90701824,0,"(54.739029999999836,)","(48.847573659964524,)","(1.6569863221909535,)",2673868800,90701824,0,"(54.687829999999956,)","(48.89330587810857,)","(1.6585376307672122,)"
38,1200,128,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,2639.6123499999994,7192.631010000004,5347737600,181403648,0,"(59.87384999999998,)","(89.31674846364483,)","(3.029764212590305,)",5347737600,181403648,0,"(48.427810000000065,)","(110.42699638905813,)","(3.7458569363347167,)",5347737600,181403648,0,"(49.813019999999995,)","(107.35622132526798,)","(3.6416914292688944,)",5347737600,181403648,0,"(59.27026000000009,)","(90.22632261103615,)","(3.0606183944527947,)",5347737600,181403648,0,"(57.88383999999991,)","(92.3874020797516,)","(3.133925599960201,)",5347737600,181403648,0,"(65.78867999999994,)","(81.28659216144791,)","(2.757368714496174,)",5347737600,181403648,0,"(67.07788999999998,)","(79.72429663485242,)","(2.704373199574406,)",5347737600,181403648,0,"(74.3083100000001,)","(71.96688499576955,)","(2.441229628287869,)",5347737600,181403648,0,"(74.55392000000002,)","(71.72979770882603,)","(2.433187255613118,)",5347737600,181403648,0,"(79.62074000000004,)","(67.16513310476638,)","(2.278346671985213,)",5347737600,181403648,0,"(82.09234999999988,)","(65.14294693719948,)","(2.20975094512461,)",5347737600,181403648,0,"(88.0755799999999,)","(60.71759731812162,)","(2.059636144320596,)",5347737600,181403648,0,"(87.64877000000013,)","(61.01326464706798,)","(2.069665643910345,)",5347737600,181403648,0,"(93.62919999999998,)","(57.11613043794031,)","(1.937468738385034,)",5347737600,181403648,0,"(93.86560999999989,)","(56.97227770639328,)","(1.9325890280796152,)",5347737600,181403648,0,"(98.41562000000009,)","(54.33830117617504,)","(1.8432404124467217,)",5347737600,181403648,0,"(99.41283000000007,)","(53.79323373049531,)","(1.8247508696815076,)"
39,1200,256,16,512,128,64,128,torch.bfloat16,torch.bfloat16,1,False,1,5498.077389999997,,10695475200,362807296,0,"(82.36794999999998,)","(129.8499622729472,)","(4.404714406513699,)",10695475200,362807296,0,"(79.77954999999996,)","(134.06286698784345,)","(4.547622742920964,)",10695475200,362807296,0,"(91.70160000000007,)","(116.63346332016008,)","(3.9563900302720967,)",10695475200,362807296,0,"(101.75364000000022,)","(105.11147512757262,)","(3.565546117072561,)",10695475200,362807296,0,"(109.97286999999993,)","(97.25557948974149,)","(3.29906181406378,)",10695475200,362807296,0,"(116.8661,)","(91.51905642440366,)","(3.104469953219967,)",10695475200,362807296,0,"(124.5829400000003,)","(85.85023920610618,)","(2.9121747809130136,)",10695475200,362807296,0,"(131.18576000000013,)","(81.52923914912708,)","(2.7655996809409773,)",10695475200,362807296,0,"(136.6629900000001,)","(78.26168006422216,)","(2.6547589511981244,)",10695475200,362807296,0,"(143.81261,)","(74.37091364936634,)","(2.5227780512432116,)",10695475200,362807296,0,"(151.16664999999986,)","(70.7528757169654,)","(2.4000485292225524,)",10695475200,362807296,0,"(158.01548000000034,)","(67.6862494737856,)","(2.296023756659786,)",10695475200,362807296,0,"(163.5890999999999,)","(65.3801212916998,)","(2.217796271267464,)",10695475200,362807296,0,"(169.9239299999998,)","(62.94272501818909,)","(2.135115966303277,)",10695475200,362807296,0,"(176.52954999999994,)","(60.58744952332346,)","(2.0552213269676387,)",10695475200,362807296,0,"(181.9695800000002,)","(58.77617126994516,)","(1.9937799273922574,)",10695475200,362807296,0,"(186.48401,)","(57.35330980924316,)","(1.9455142347056993,)"
