Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_TCIU_IDLE,CPC_CPC_STAT_STALL,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
70,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,327,441454,441454,464640,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21770,429627,34370896,65320,0,0,0,0,0.0,0.0,0.0,21770.0,1393184.0,1393184.0,0.0,1393184.0,0,0,7256,7256,0,0,7256,7256,9,0,7256,7256,4,0,7256,7256,8,0,7256,7256,20,0,7260,7260,4,0,7256,7256,12,0,7256,7256,0,0,7256,7256,0,0,7256,7256,8,0,7256,7256,4,0,7256,7256,8,0,7256,7256,20,0,7256,7256,4,0,7256,7256,14,0,7256,7256,104921,22595,0,87283,35418,19324,3806408586045968,3806496825518766,3806496825525846,3806408586881957
71,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,330,441454,441454,465920,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21850,433390,34666369,65578,0,0,0,0,0.0,0.0,0.0,21850.0,1397344.0,1397344.0,0.0,1397344.0,0,0,7280,7280,0,0,7280,7280,9,0,7280,7280,4,0,7280,7280,8,0,7280,7280,20,0,7280,7280,8,0,7280,7280,12,0,7280,7280,0,0,7276,7276,0,0,7276,7276,8,0,7276,7276,4,0,7276,7276,8,0,7280,7280,20,0,7276,7276,4,0,7280,7280,14,0,7280,7280,105747,22709,0,87576,36439,20786,3806408587438927,3806496825564806,3806496825571966,3806408588283960
72,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,333,441454,441454,412672,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19359,379094,30324827,58108,0,0,0,0,0.0,0.0,0.0,19359.0,1237680.0,1237680.0,0.0,1237680.0,0,0,6448,6448,0,0,6448,6448,9,0,6448,6448,4,0,6448,6448,8,0,6448,6448,22,0,6448,6448,10,0,6448,6448,12,0,6448,6448,0,0,6448,6448,0,0,6448,6448,8,0,6448,6448,4,0,6448,6448,8,0,6448,6448,22,0,6446,6446,5,0,6444,6444,14,0,6444,6444,100044,22818,0,83394,31111,16145,3806408588842610,3806496825612846,3806496825626606,3806408589691563
73,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,336,441454,441454,338432,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15853,309941,24798284,47566,0,0,0,0,0.0,0.0,0.0,15853.0,1014544.0,1014544.0,0.0,1014544.0,0,0,5286,5286,0,0,5284,5284,9,0,5284,5284,4,0,5284,5284,8,0,5284,5284,20,0,5284,5284,4,0,5284,5284,12,0,5284,5284,0,0,5284,5284,0,0,5284,5284,8,0,5284,5284,4,0,5284,5284,8,0,5284,5284,20,0,5284,5284,4,0,5284,5284,14,0,5284,5284,91628,22335,0,74523,24967,11829,3806408590247606,3806496825662166,3806496825667966,3806408591086231
74,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,339,441454,441454,681984,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,31979,639454,51146931,95965,0,0,0,0,0.0,0.0,0.0,31979.0,2045552.0,2045552.0,0.0,2045552.0,0,0,10656,10656,0,0,10656,10656,9,0,10656,10656,4,0,10656,10656,10,0,10656,10656,18,0,10656,10656,8,0,10656,10656,12,0,10656,10656,0,0,10656,10656,0,0,10656,10656,8,0,10654,10654,4,0,10656,10656,10,0,10652,10652,18,0,10652,10652,11,0,10652,10652,14,0,10652,10652,127340,21999,0,109980,53472,34068,3806408591642002,3806496825705246,3806496825713086,3806408592491957
75,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,342,441454,441454,276992,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13003,245064,19597302,39035,0,0,0,0,0.0,0.0,0.0,13003.0,830704.0,830704.0,0.0,830704.0,0,0,4328,4328,0,0,4328,4328,9,0,4328,4328,4,0,4328,4328,10,0,4326,4326,18,0,4328,4328,7,0,4328,4328,12,0,4328,4328,0,0,4328,4328,0,0,4328,4328,8,0,4328,4328,4,0,4328,4328,10,0,4328,4328,18,0,4328,4328,13,0,4328,4328,14,0,4328,4328,83032,21890,0,67288,19789,8034,3806408593052941,3806496825750366,3806496825761086,3806408593895437
76,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,345,441454,441454,623616,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,29249,584986,46789044,87777,0,0,0,0,0.0,0.0,0.0,29249.0,1870544.0,1870544.0,0.0,1870544.0,0,0,9744,9744,0,0,9744,9744,9,0,9744,9744,4,0,9744,9744,8,0,9744,9744,18,0,9744,9744,8,0,9744,9744,14,0,9744,9744,0,0,9742,9742,0,0,9740,9740,8,0,9744,9744,4,0,9744,9744,8,0,9744,9744,18,0,9744,9744,4,0,9744,9744,16,0,9744,9744,123136,22701,0,105961,48383,30682,3806408594450762,3806496825799927,3806496825811007,3806408595304518
77,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,348,441454,441454,535552,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,25095,486033,38886613,75298,0,0,0,0,0.0,0.0,0.0,25095.0,1605936.0,1605936.0,0.0,1605936.0,0,0,8364,8364,0,0,8364,8364,9,0,8366,8366,4,0,8368,8368,8,0,8364,8364,18,0,8364,8364,7,0,8364,8364,14,0,8364,8364,0,0,8364,8364,0,0,8364,8364,8,0,8364,8364,4,0,8364,8364,8,0,8364,8364,18,0,8364,8364,6,0,8364,8364,16,0,8364,8364,112534,22771,0,95622,40810,23977,3806408595861766,3806496825844407,3806496825851367,3806408596707498
78,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,351,441454,441454,407552,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19120,375668,30049740,57392,0,0,0,0,0.0,0.0,0.0,19120.0,1222336.0,1222336.0,0.0,1222336.0,0,0,6368,6368,0,0,6368,6368,9,0,6368,6368,4,0,6368,6368,8,0,6368,6368,18,0,6368,6368,6,0,6364,6364,16,0,6364,6364,0,0,6368,6368,0,0,6368,6368,8,0,6368,6368,4,0,6368,6368,8,0,6368,6368,18,0,6368,6368,10,0,6368,6368,17,0,6368,6368,98444,22681,0,80969,30718,16420,3806408597265015,3806496825890167,3806496825902287,3806408598116768
79,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,354,441454,441454,170240,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,7969,139580,11167807,23914,0,0,0,0,0.0,0.0,0.0,7969.0,509968.0,509968.0,0.0,509968.0,0,0,2656,2656,0,0,2656,2656,9,0,2656,2656,4,0,2656,2656,8,0,2656,2656,18,0,2656,2656,4,0,2656,2656,14,0,2656,2656,0,0,2658,2658,0,0,2656,2656,8,0,2656,2656,4,0,2656,2656,8,0,2656,2656,18,0,2656,2656,4,0,2656,2656,16,0,2656,2656,72109,22521,0,53967,11703,2872,3806408598673836,3806496825936647,3806496825950487,3806408599510986
80,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,357,441454,441454,564224,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,26464,528539,42271820,79424,0,0,0,0,0.0,0.0,0.0,26464.0,1692352.0,1692352.0,0.0,1692352.0,0,0,8812,8812,2,0,8812,8812,9,0,8816,8816,4,0,8816,8816,8,0,8816,8816,18,0,8816,8816,6,0,8816,8816,17,0,8816,8816,0,0,8816,8816,2,0,8816,8816,8,0,8816,8816,4,0,8816,8816,8,0,8816,8816,18,0,8816,8816,2,0,8816,8816,19,0,8816,8816,116173,22572,0,99294,44479,26376,3806408600075299,3806496825985687,3806496825999967,3806408600931128
81,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,360,441454,441454,397056,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18626,364829,29182682,55908,0,0,0,0,0.0,0.0,0.0,18626.0,1190816.0,1190816.0,0.0,1190816.0,0,0,6204,6204,2,0,6200,6200,9,0,6200,6200,4,0,6200,6200,8,0,6204,6204,18,0,6204,6204,2,0,6204,6204,16,0,6204,6204,0,0,6204,6204,2,0,6204,6204,8,0,6204,6204,4,0,6204,6204,8,0,6204,6204,18,0,6204,6204,6,0,6204,6204,19,0,6204,6204,99169,23340,0,80496,30019,15719,3806408601487541,3806496826035408,3806496826044568,3806408602337553
82,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,363,441454,441454,399104,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18700,363378,29053930,56116,0,0,0,0,0.0,0.0,0.0,18700.0,1196608.0,1196608.0,0.0,1196608.0,2,0,6236,6236,0,0,6236,6236,9,0,6232,6232,4,0,6232,6232,8,0,6232,6232,18,0,6232,6232,2,0,6232,6232,14,0,6232,6232,2,0,6232,6232,0,0,6232,6232,8,0,6232,6232,4,0,6232,6232,8,0,6232,6232,18,0,6232,6232,2,0,6232,6232,16,0,6232,6232,98099,23256,0,80937,29559,14827,3806408602896172,3806496826081368,3806496826089128,3806408603731712
83,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,366,441454,441454,297472,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,13959,272478,21795425,41908,0,0,0,0,0.0,0.0,0.0,13959.0,892080.0,892080.0,0.0,892080.0,2,0,4648,4648,0,0,4646,4646,9,0,4644,4644,4,0,4644,4644,8,0,4648,4648,18,0,4648,4648,2,0,4648,4648,14,0,4648,4648,2,0,4648,4648,0,0,4648,4648,8,0,4648,4648,4,0,4648,4648,8,0,4648,4648,18,0,4648,4648,6,0,4648,4648,16,0,4648,4648,88063,21921,0,71816,22360,9954,3806408604299056,3806496826130288,3806496826137888,3806408605144801
84,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,369,441454,441454,432640,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,20292,402073,32157534,60904,0,0,0,0,0.0,0.0,0.0,20292.0,1297536.0,1297536.0,0.0,1297536.0,4,0,6760,6760,0,0,6760,6760,9,0,6760,6760,6,0,6760,6760,8,0,6756,6756,18,0,6756,6756,2,0,6756,6756,14,0,6756,6756,4,0,6760,6760,0,0,6760,6760,8,0,6760,6760,6,0,6760,6760,8,0,6760,6760,18,0,6760,6760,6,0,6760,6760,16,0,6760,6760,103432,23299,0,85946,33216,18245,3806408605702326,3806496826176448,3806496826184048,3806408606539773
85,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,372,441454,441454,373504,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,17514,341781,27342092,52570,0,0,0,0,0.0,0.0,0.0,17514.0,1120032.0,1120032.0,0.0,1120032.0,2,0,5836,5836,0,0,5836,5836,9,0,5836,5836,6,0,5836,5836,8,0,5836,5836,18,0,5836,5836,2,0,5836,5836,12,0,5836,5836,2,0,5832,5832,0,0,5832,5832,8,0,5832,5832,6,0,5832,5832,8,0,5832,5832,18,0,5832,5832,6,0,5836,5836,14,0,5832,5832,96196,23245,0,78882,27907,14758,3806408607105965,3806496826222248,3806496826231888,3806408607938726
86,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,375,441454,441454,549120,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,25754,515394,41229596,77292,0,0,0,0,0.0,0.0,0.0,25754.0,1647008.0,1647008.0,0.0,1647008.0,6,0,8580,8580,0,0,8580,8580,11,0,8580,8580,4,0,8580,8580,8,0,8576,8576,18,0,8580,8580,2,0,8576,8576,12,0,8576,8576,4,0,8580,8580,0,0,8580,8580,10,0,8580,8580,4,0,8580,8580,8,0,8580,8580,18,0,8580,8580,6,0,8580,8580,14,0,8580,8580,114055,22106,0,97722,42978,26089,3806408608495699,3806496826268248,3806496826283369,3806408609337027
87,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,378,441454,441454,388352,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,18199,356190,28491406,54622,0,0,0,0,0.0,0.0,0.0,18199.0,1164400.0,1164400.0,0.0,1164400.0,2,0,6068,6068,0,0,6066,6066,11,0,6068,6068,4,0,6068,6068,8,0,6064,6064,18,0,6064,6064,2,0,6064,6064,12,0,6064,6064,2,0,6064,6064,0,0,6064,6064,10,0,6064,6064,4,0,6064,6064,8,0,6064,6064,18,0,6064,6064,2,0,6064,6064,14,0,6064,6064,95425,22336,0,77822,29158,14911,3806408609894894,3806496826316169,3806496826323889,3806408610729127
88,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,381,441454,441454,542208,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,25421,505517,40438740,76291,0,0,0,0,0.0,0.0,0.0,25421.0,1626128.0,1626128.0,0.0,1626128.0,2,0,8472,8472,2,0,8472,8472,9,0,8472,8472,4,0,8472,8472,8,0,8472,8472,18,0,8472,8472,2,0,8472,8472,12,0,8472,8472,2,0,8468,8468,2,0,8468,8468,8,0,8468,8468,4,0,8468,8468,8,0,8468,8468,18,0,8468,8468,6,0,8470,8470,14,0,8468,8468,113238,21807,0,96375,42214,24271,3806408611292181,3806496826360849,3806496826367409,3806408612146066
89,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,384,441454,441454,454400,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,21310,420368,33632896,63958,0,0,0,0,0.0,0.0,0.0,21310.0,1362784.0,1362784.0,0.0,1362784.0,6,0,7096,7096,2,0,7096,7096,9,0,7096,7096,4,0,7096,7096,8,0,7096,7096,18,0,7100,7100,2,0,7100,7100,12,0,7100,7100,5,0,7100,7100,2,0,7100,7100,8,0,7100,7100,4,0,7100,7100,8,0,7100,7100,18,0,7100,7100,6,0,7100,7100,14,0,7100,7100,103491,23262,0,85675,34541,19128,3806408612704562,3806496826406089,3806496826416049,3806408613554587
90,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,387,441454,441454,419328,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19667,387717,31005171,59029,0,0,0,0,0.0,0.0,0.0,19667.0,1257584.0,1257584.0,0.0,1257584.0,4,0,6548,6548,0,0,6548,6548,9,0,6548,6548,4,0,6548,6548,8,0,6552,6552,18,0,6550,6550,6,0,6552,6552,12,0,6552,6552,4,0,6552,6552,0,0,6552,6552,8,0,6552,6552,4,0,6552,6552,8,0,6552,6552,18,0,6552,6552,2,0,6552,6552,14,0,6552,6552,101553,22826,0,84456,31358,17471,3806408614113786,3806496826451409,3806496826466289,3806408614957112
91,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,390,441454,441454,410112,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,19224,381256,30493364,57672,0,0,0,0,0.0,0.0,0.0,19224.0,1230336.0,1230336.0,0.0,1230336.0,2,0,6408,6408,2,0,6408,6408,9,0,6408,6408,4,0,6408,6408,8,0,6408,6408,18,0,6408,6408,2,0,6408,6408,12,0,6408,6408,2,0,6408,6408,2,0,6408,6408,8,0,6408,6408,4,0,6408,6408,8,0,6408,6408,18,0,6408,6408,2,0,6408,6408,14,0,6408,6408,98138,21520,0,81465,31309,16671,3806408615519134,3806496826500689,3806496826507769,3806408616368954
92,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,393,441454,441454,59136,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,2780,37733,3014778,8368,0,0,0,0,0.0,0.0,0.0,2780.0,176960.0,176960.0,0.0,176960.0,0,0,920,920,2,0,920,920,9,0,920,920,6,0,920,920,8,0,920,920,18,0,920,920,2,0,924,924,12,0,924,924,0,0,924,924,2,0,924,924,8,0,924,924,6,0,924,924,8,0,924,924,18,0,924,924,6,0,924,924,14,0,924,924,58770,23047,0,48730,24,948,3806408616926613,3806496826545890,3806496826554650,3806408617762361
93,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,396,441454,441454,13056,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,620,6031,481002,1888,0,0,0,0,0.0,0.0,0.0,620.0,38720.0,38720.0,0.0,38720.0,0,0,204,204,2,0,204,204,9,0,204,204,6,0,204,204,8,0,204,204,18,0,204,204,2,0,204,204,12,0,204,204,0,0,204,204,2,0,204,204,8,0,200,200,6,0,200,200,8,0,200,200,18,0,200,200,6,0,200,200,14,0,200,200,52580,22476,0,42013,24,228,3806408618319598,3806496826591050,3806496826601610,3806408619146834
94,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,399,441454,441454,521984,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,24463,489073,39118438,73414,0,0,0,0,0.0,0.0,0.0,24463.0,1565296.0,1565296.0,0.0,1565296.0,0,0,8152,8152,2,0,8152,8152,11,0,8152,8152,4,0,8152,8152,8,0,8156,8156,18,0,8154,8154,2,0,8156,8156,12,0,8156,8156,0,0,8152,8152,2,0,8152,8152,10,0,8152,8152,4,0,8152,8152,8,0,8152,8152,18,0,8152,8152,2,0,8152,8152,14,0,8152,8152,111519,22060,0,95371,41042,23884,3806408619703119,3806496826638770,3806496826649090,3806408620544012
95,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,402,441454,441454,274944,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,12902,233752,18701391,38736,0,0,0,0,0.0,0.0,0.0,12902.0,824480.0,824480.0,0.0,824480.0,0,0,4296,4296,4,0,4296,4296,11,0,4296,4296,4,0,4296,4296,8,0,4292,4292,18,0,4292,4292,2,0,4296,4296,12,0,4292,4292,0,0,4296,4296,4,0,4296,4296,10,0,4296,4296,4,0,4296,4296,8,0,4296,4296,18,0,4296,4296,6,0,4296,4296,14,0,4296,4296,83996,22924,0,66388,19714,7584,3806408621109240,3806496826683250,3806496826693010,3806408621956534
96,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,405,441454,441454,69120,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,3251,44253,3540177,9781,0,0,0,0,0.0,0.0,0.0,3251.0,206960.0,206960.0,0.0,206960.0,0,0,1080,1080,2,0,1080,1080,9,0,1080,1080,4,0,1078,1078,8,0,1076,1076,20,0,1076,1076,2,0,1076,1076,12,0,1076,1076,0,0,1080,1080,2,0,1080,1080,8,0,1080,1080,4,0,1080,1080,8,0,1080,1080,20,0,1080,1080,6,0,1080,1080,14,0,1080,1080,59462,23591,0,49215,24,1104,3806408622511637,3806496826729370,3806496826743210,3806408623341570
97,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,408,441454,441454,340480,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,15972,315331,25225078,47944,0,0,0,0,0.0,0.0,0.0,15972.0,1021056.0,1021056.0,0.0,1021056.0,0,0,5316,5316,0,0,5316,5316,11,0,5316,5316,4,0,5316,5316,8,0,5320,5320,20,0,5320,5320,6,0,5320,5320,12,0,5320,5320,0,0,5320,5320,0,0,5320,5320,10,0,5320,5320,4,0,5320,5320,8,0,5320,5320,20,0,5320,5320,2,0,5320,5320,14,0,5320,5320,90919,22096,0,74857,25530,12229,3806408623895545,3806496826778330,3806496826788091,3806408624727852
98,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,411,441454,441454,488704,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,22914,456985,36554268,68770,0,0,0,0,0.0,0.0,0.0,22914.0,1465632.0,1465632.0,0.0,1465632.0,0,0,7636,7636,0,0,7636,7636,14,0,7636,7636,4,0,7636,7636,10,0,7636,7636,18,0,7636,7636,2,0,7636,7636,12,0,7636,7636,0,0,7632,7632,0,0,7632,7632,13,0,7632,7632,4,0,7632,7632,10,0,7636,7636,18,0,7632,7632,6,0,7632,7632,14,0,7632,7632,107466,22208,0,90032,37726,21735,3806408625286015,3806496826827731,3806496826836731,3806408626140357
99,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,414,441454,441454,194816,256,0,0,12,4,32,64,0x0,0x7fc18e3ac2c0,9127,167924,13433961,27406,0,0,0,0,0.0,0.0,0.0,9127.0,583792.0,583792.0,0.0,583792.0,0,0,3040,3040,0,0,3040,3040,11,0,3040,3040,4,0,3040,3040,10,0,3040,3040,18,0,3040,3040,2,0,3040,3040,12,0,3040,3040,0,0,3040,3040,0,0,3040,3040,10,0,3040,3040,4,0,3040,3040,10,0,3044,3044,18,0,3044,3044,2,0,3044,3044,14,0,3042,3042,74440,22822,0,57684,12559,3492,3806408626704027,3806496826873491,3806496826886851,3806408627545767
