Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VALU_INT32,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_CPC_UTCL2IU_IDLE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,147,440683,440683,502272,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7848,54934,46258,3692680,0,0,0,9,40396.0,23537.0,398.0,385570.0,0.0,392220.0,0,0,0,0,0,0,273,0,0,280,0,0,271,0,0,533,0,0,0,0,0,260,0,0,0,0,0,0,0,0,269,0,0,275,0,0,263,0,0,524,0,0,0,0,0,255,0,0,1742288.0,104486,0,468339,0,108893,108893,3806384167652870,3806496822686834,3806496822699874,3806384168365500
11,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,150,440683,440683,262400,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4100,28725,37456,3009584,0,0,0,23,3021.0,12307.0,240.0,199978.0,0.0,204876.0,0,0,0,0,0,0,273,0,0,280,0,0,269,0,0,536,0,0,136,0,0,261,0,0,0,0,0,0,0,0,271,0,0,275,0,0,266,0,0,524,0,0,0,0,0,256,0,0,1313152.0,77664,0,313378,0,82072,82072,3806384168816778,3806496822739115,3806496822751635,3806384169603690
12,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,153,440683,440683,133632,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2088,14616,31495,2503856,0,0,0,0,0.0,6264.0,160.0,95792.0,0.0,100224.0,0,0,0,278,0,0,275,0,0,286,0,0,271,0,0,535,0,0,0,0,0,262,0,0,0,0,0,281,0,0,281,0,0,281,0,0,265,0,0,527,0,0,0,0,0,255,0,0,1055552.0,61704,0,0,0,65972,65972,3806384170056196,3806496822787475,3806496822794195,3806384170794258
13,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,156,440683,440683,296192,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4628,32398,38794,3112216,0,0,0,11,28040.0,13879.0,240.0,226380.0,0.0,231228.0,0,0,0,279,0,0,284,0,0,282,0,0,268,0,0,531,0,0,0,0,0,260,0,0,0,0,0,282,0,0,274,0,0,283,0,0,262,0,0,524,0,0,0,0,0,255,0,0,1339840.0,79319,0,333238,0,83740,83740,3806384171241881,3806496822834675,3806496822850955,3806384172004556
14,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,159,440683,440683,285440,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4460,31245,37974,3047164,0,0,0,23,2121.0,13387.0,249.0,216713.0,0.0,222876.0,276,0,0,0,0,0,273,0,0,287,0,0,269,0,0,536,0,0,0,0,0,260,0,0,272,0,0,0,0,0,273,0,0,283,0,0,263,0,0,517,0,0,134,0,0,255,0,0,1318816.0,78017,0,329683,0,82426,82426,3806384172443538,3806496822887475,3806496822904075,3806384173174969
15,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,162,440683,440683,563456,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8804,61630,44225,3545516,0,0,0,11,37176.0,26407.0,439.0,431646.0,0.0,440028.0,276,0,0,0,0,0,273,0,0,288,0,0,269,0,0,530,0,0,0,0,0,260,0,0,273,0,0,0,0,0,272,0,0,280,0,0,263,0,0,526,0,0,0,0,0,255,0,0,1799040.0,108024,0,475856,0,112440,112440,3806384173627094,3806496822939995,3806496822949115,3806384174367453
16,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,165,440683,440683,343808,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5372,37617,39527,3152892,0,0,0,17,12028.0,16117.0,320.0,261467.0,0.0,268452.0,0,0,0,0,0,0,318,0,0,291,0,0,270,0,0,531,0,0,137,0,0,261,0,0,0,0,0,0,0,0,350,0,0,274,0,0,262,0,0,524,0,0,0,0,0,256,0,0,1449120.0,86140,0,337946,0,90570,90570,3806384174815483,3806496822985675,3806496823001996,3806384175556103
17,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,168,440683,440683,355840,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5560,38932,39834,3183732,0,0,0,16,11697.0,16680.0,286.0,260943.0,0.0,266736.0,0,0,0,0,0,0,274,0,0,287,0,0,269,0,0,532,0,0,0,0,0,261,0,0,0,0,0,0,0,0,271,0,0,280,0,0,264,0,0,521,0,0,133,0,0,256,0,0,1479456.0,88061,0,354372,0,92466,92466,3806384176011474,3806496823036756,3806496823047636,3806384176744025
18,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,171,440683,440683,458496,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7164,50148,42300,3374144,0,0,0,0,0.0,21492.0,320.0,336591.0,0.0,343872.0,0,0,0,0,0,0,279,0,0,285,0,0,269,0,0,530,0,0,274,0,0,261,0,0,0,0,0,0,0,0,276,0,0,278,0,0,263,0,0,522,0,0,268,0,0,255,0,0,1638000.0,97964,0,413443,0,102375,102375,3806384177190975,3806496823082756,3806496823087116,3806384177915693
19,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,174,440683,440683,298752,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4668,32686,38518,3095688,0,0,0,15,13949.0,14003.0,257.0,227974.0,0.0,233244.0,0,0,0,0,0,0,274,0,0,287,0,0,268,0,0,529,0,0,274,0,0,260,0,0,0,0,0,0,0,0,277,0,0,285,0,0,263,0,0,521,0,0,269,0,0,255,0,0,1338816.0,79273,0,340183,0,83676,83676,3806384178361307,3806496823122316,3806496823136716,3806384179086119
20,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,177,440683,440683,416512,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6508,45556,41018,3292172,0,0,0,10,31486.0,19518.0,319.0,306307.0,0.0,312216.0,0,0,0,0,0,0,274,0,0,281,0,0,271,0,0,530,0,0,0,0,0,260,0,0,0,0,0,0,0,0,272,0,0,281,0,0,265,0,0,519,0,0,0,0,0,256,0,0,1583024.0,94530,0,395464,0,98939,98939,3806384179531558,3806496823171436,3806496823185276,3806384180262741
21,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,180,440683,440683,568576,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8884,62203,44458,3569544,0,0,0,19,13067.0,26655.0,400.0,435876.0,0.0,444060.0,0,0,0,0,0,0,274,0,0,290,0,0,270,0,0,529,0,0,0,0,0,261,0,0,0,0,0,0,0,0,271,0,0,277,0,0,264,0,0,519,0,0,133,0,0,255,0,0,1832800.0,110131,0,468002,0,114550,114550,3806384180708507,3806496823219956,3806496823231596,3806384181421208
22,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,183,440683,440683,451072,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7048,49351,41656,3348796,0,0,0,19,11632.0,21147.0,320.0,345758.0,0.0,352260.0,0,0,0,0,0,0,274,0,0,284,0,0,269,0,0,528,0,0,0,0,0,260,0,0,0,0,0,0,0,0,274,0,0,277,0,0,264,0,0,519,0,0,134,0,0,255,0,0,1640480.0,98106,0,428460,0,102530,102530,3806384181865630,3806496823265597,3806496823277357,3806384182594057
23,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,186,440683,440683,346368,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5412,37903,39320,3161636,0,0,0,21,11850.0,16241.0,240.0,265727.0,0.0,270468.0,0,0,0,0,0,0,274,0,0,285,0,0,269,0,0,529,0,0,136,0,0,260,0,0,0,0,0,0,0,0,271,0,0,279,0,0,266,0,0,520,0,0,0,0,0,255,0,0,1462688.0,87014,0,359036,0,91418,91418,3806384183040201,3806496823312397,3806496823324237,3806384183751234
24,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,189,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,47153,3747200,0,0,0,27,4886.0,31979.0,505.0,521410.0,0.0,532692.0,0,0,0,0,0,0,274,0,0,285,0,0,273,0,0,537,0,0,0,0,0,521,0,0,0,0,0,0,0,0,271,0,0,282,0,0,267,0,0,529,0,0,134,0,0,512,0,0,2062880.0,124145,0,508598,0,128930,128930,3806384184198176,3806496823359197,3806496823371757,3806384184927141
25,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,192,440683,440683,137984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2156,15082,31749,2531392,0,0,0,5,50138.0,6457.0,160.0,105742.0,0.0,107604.0,0,0,0,0,0,0,277,0,0,288,0,0,270,0,0,534,0,0,0,0,0,523,0,0,0,0,0,0,0,0,278,0,0,289,0,0,267,0,0,529,0,0,0,0,0,511,0,0,1082288.0,63223,0,0,0,67643,67643,3806384185370923,3806496823406797,3806496823418037,3806384186070292
26,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,195,440683,440683,363264,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5676,39770,41116,3279812,0,0,0,32,6370.0,17045.0,320.0,276688.0,0.0,283716.0,0,0,0,0,0,0,274,0,0,281,0,0,269,0,0,535,0,0,274,0,0,261,0,0,0,0,0,0,0,0,272,0,0,279,0,0,264,0,0,525,0,0,403,0,0,255,0,0,1461664.0,86948,0,376277,0,91354,91354,3806384186515572,3806496823453237,3806496823469637,3806384187234355
27,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,198,440683,440683,226048,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3532,24746,36871,2948056,0,0,0,22,1464.0,10602.0,195.0,164752.0,0.0,169416.0,0,0,0,0,0,0,286,0,0,290,0,0,268,0,0,539,0,0,273,0,0,261,0,0,0,0,0,0,0,0,285,0,0,286,0,0,263,0,0,527,0,0,401,0,0,256,0,0,1221216.0,71920,0,292334,0,76326,76326,3806384187681123,3806496823503318,3806496823518478,3806384188381566
28,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,201,440683,440683,227328,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3552,24892,37016,2965364,0,0,0,24,1847.0,10664.0,160.0,166711.0,0.0,170384.0,0,0,0,0,0,0,274,0,0,284,0,0,272,0,0,533,0,0,0,0,0,260,0,0,0,0,0,0,0,0,280,0,0,274,0,0,264,0,0,527,0,0,133,0,0,255,0,0,1231088.0,72537,0,287577,0,76943,76943,3806384188827177,3806496823554718,3806496823567318,3806384189535573
29,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,204,440683,440683,508416,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7944,55618,44117,3533464,0,0,0,15,19599.0,23831.0,353.0,390900.0,0.0,397044.0,0,0,0,0,0,0,274,0,0,285,0,0,269,0,0,533,0,0,0,0,0,260,0,0,0,0,0,0,0,0,270,0,0,277,0,0,265,0,0,524,0,0,133,0,0,256,0,0,1762368.0,105513,0,439118,0,110148,110148,3806384189988148,3806496823602478,3806496823611318,3806384190700114
30,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,207,440683,440683,224768,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3512,24586,37531,2982960,0,0,0,11,33153.0,10531.0,240.0,170789.0,0.0,175428.0,0,0,0,0,0,0,274,0,0,282,0,0,270,0,0,532,0,0,0,0,0,261,0,0,0,0,0,0,0,0,274,0,0,286,0,0,263,0,0,520,0,0,0,0,0,255,0,0,1225456.0,72015,0,285286,0,76591,76591,3806384191146569,3806496823647478,3806496823656318,3806384191865284
31,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,210,440683,440683,330496,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5164,36142,39702,3171772,0,0,0,7,40444.0,15483.0,267.0,254112.0,0.0,258012.0,0,0,0,0,0,0,282,0,0,292,0,0,271,0,0,532,0,0,0,0,0,261,0,0,0,0,0,0,0,0,273,0,0,278,0,0,263,0,0,523,0,0,0,0,0,255,0,0,1406848.0,83506,0,335969,0,87928,87928,3806384192309146,3806496823692238,3806496823705238,3806384193016065
32,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,213,440683,440683,356352,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5568,39014,39866,3186180,0,0,0,32,7266.0,16721.0,264.0,272610.0,0.0,278316.0,0,0,0,0,0,0,281,0,0,569,0,0,269,0,0,535,0,0,0,0,0,262,0,0,0,0,0,0,0,0,278,0,0,554,0,0,262,0,0,517,0,0,134,0,0,254,0,0,1477824.0,87960,0,364186,0,92364,92364,3806384193463840,3806496823739438,3806496823747718,3806384194181194
33,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,216,440683,440683,322560,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5040,35311,39197,3131472,0,0,0,27,3659.0,15131.0,240.0,246477.0,0.0,251892.0,0,0,0,0,0,0,290,0,0,584,0,0,269,0,0,535,0,0,137,0,0,348,0,0,0,0,0,0,0,0,274,0,0,574,0,0,264,0,0,518,0,0,0,0,0,364,0,0,1393696.0,82686,0,349797,0,87106,87106,3806384194628952,3806496823784759,3806496823798759,3806384195330528
34,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,219,440683,440683,333568,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5212,36516,38951,3127740,0,0,0,28,0.0,15648.0,281.0,243132.0,0.0,250080.0,0,0,0,0,0,0,548,0,0,284,0,0,270,0,0,529,0,0,0,0,0,261,0,0,0,0,0,0,0,0,551,0,0,278,0,0,264,0,0,529,0,0,133,0,0,256,0,0,1444656.0,85884,0,351030,0,90291,90291,3806384195775958,3806496823834159,3806496823844639,3806384196534127
35,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,222,440683,440683,563200,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8800,61594,44438,3556168,0,0,0,7,41514.0,26391.0,408.0,432876.0,0.0,439812.0,0,0,0,0,0,0,558,0,0,286,0,0,268,0,0,538,0,0,0,0,0,261,0,0,0,0,0,0,0,0,540,0,0,274,0,0,266,0,0,523,0,0,0,0,0,254,0,0,1842240.0,110717,0,478915,0,115140,115140,3806384196987212,3806496823880279,3806496823891599,3806384197712890
36,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,225,440683,440683,501504,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7836,54890,42708,3433736,0,0,0,32,4466.0,23525.0,400.0,383057.0,0.0,391716.0,0,0,0,279,0,0,275,0,0,288,0,0,270,0,0,535,0,0,136,0,0,262,0,0,0,0,0,282,0,0,271,0,0,282,0,0,264,0,0,522,0,0,0,0,0,256,0,0,1760928.0,105639,0,444683,0,110058,110058,3806384198162604,3806496823927159,3806496823935439,3806384198899074
37,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,228,440683,440683,156672,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2448,17136,34661,2779828,0,0,0,0,0.0,7344.0,160.0,113273.0,0.0,117504.0,0,0,0,278,0,0,275,0,0,286,0,0,269,0,0,536,0,0,0,0,0,261,0,0,0,0,0,281,0,0,279,0,0,287,0,0,265,0,0,522,0,0,0,0,0,256,0,0,1125856.0,65955,0,0,0,70366,70366,3806384199344413,3806496823973639,3806496823983319,3806384200062325
38,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,231,440683,440683,201472,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3148,22065,36333,2911876,0,0,0,25,3163.0,9453.0,160.0,153634.0,0.0,157284.0,275,0,0,0,0,0,273,0,0,284,0,0,269,0,0,538,0,0,0,0,0,260,0,0,273,0,0,0,0,0,270,0,0,283,0,0,264,0,0,519,0,0,134,0,0,256,0,0,1167632.0,68569,0,257662,0,72977,72977,3806384200512232,3806496824019320,3806496824031680,3806384201230819
39,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,234,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,47832,3821924,0,0,0,27,6391.0,31979.0,505.0,521624.0,0.0,532692.0,360,0,0,0,0,0,283,0,0,296,0,0,270,0,0,536,0,0,0,0,0,261,0,0,353,0,0,0,0,0,275,0,0,275,0,0,267,0,0,523,0,0,134,0,0,256,0,0,2041664.0,123196,0,519491,0,127604,127604,3806384201674898,3806496824066640,3806496824074000,3806384202390952
40,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,237,440683,440683,62720,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,980,6902,17492,1390032,0,0,0,32,2496.0,2959.0,160.0,44849.0,0.0,48924.0,0,0,0,0,0,0,287,0,0,280,0,0,275,0,0,540,0,0,0,0,0,261,0,0,0,0,0,0,0,0,283,0,0,274,0,0,267,0,0,528,0,0,134,0,0,257,0,0,939040.0,54284,0,0,0,58690,58690,3806384202835043,3806496824112800,3806496824123040,3806384203545047
41,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,240,440683,440683,333312,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5208,36466,39926,3221384,0,0,0,15,12410.0,15623.0,262.0,255008.0,0.0,260244.0,0,0,0,0,0,0,274,0,0,280,0,0,271,0,0,535,0,0,0,0,0,261,0,0,0,0,0,0,0,0,273,0,0,275,0,0,263,0,0,521,0,0,133,0,0,255,0,0,1450336.0,85981,0,342498,0,90646,90646,3806384203996449,3806496824159600,3806496824168240,3806384204710917
42,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,243,440683,440683,433920,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6780,47464,41231,3302560,0,0,0,12,0.0,20336.0,320.0,317770.0,0.0,325280.0,0,0,0,0,0,0,274,0,0,280,0,0,269,0,0,529,0,0,0,0,0,260,0,0,0,0,0,0,0,0,270,0,0,274,0,0,265,0,0,520,0,0,0,0,0,255,0,0,1633312.0,97670,0,405434,0,102082,102082,3806384205155246,3806496824205680,3806496824221600,3806384205869553
43,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,246,440683,440683,530944,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8296,58084,43325,3471084,0,0,0,16,15856.0,24888.0,394.0,390131.0,0.0,398064.0,0,0,0,0,0,0,274,0,0,281,0,0,269,0,0,532,0,0,137,0,0,261,0,0,0,0,0,0,0,0,269,0,0,274,0,0,263,0,0,521,0,0,0,0,0,254,0,0,1804192.0,108355,0,457117,0,112762,112762,3806384206314354,3806496824255881,3806496824266441,3806384207041944
44,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,249,440683,440683,477440,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7460,52250,42758,3411808,0,0,0,26,5005.0,22390.0,373.0,350092.0,0.0,357976.0,0,0,0,278,0,0,276,0,0,287,0,0,272,0,0,542,0,0,0,0,0,260,0,0,0,0,0,282,0,0,275,0,0,274,0,0,264,0,0,522,0,0,134,0,0,255,0,0,1671968.0,100089,0,439919,0,104498,104498,3806384207487178,3806496824302001,3806496824310681,3806384208200449
45,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,252,440683,440683,265984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4156,29132,37703,3024040,0,0,0,32,2063.0,12486.0,240.0,194311.0,0.0,199416.0,0,0,0,279,0,0,274,0,0,285,0,0,268,0,0,536,0,0,137,0,0,261,0,0,0,0,0,281,0,0,279,0,0,281,0,0,265,0,0,525,0,0,0,0,0,256,0,0,1302336.0,76984,0,320964,0,81396,81396,3806384208649915,3806496824348041,3806496824361281,3806384209352932
46,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,255,440683,440683,528896,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8264,57850,43927,3491964,0,0,0,11,37291.0,24787.0,400.0,405171.0,0.0,413028.0,277,0,0,0,0,0,274,0,0,281,0,0,268,0,0,532,0,0,0,0,0,259,0,0,273,0,0,0,0,0,274,0,0,275,0,0,264,0,0,522,0,0,0,0,0,255,0,0,1767392.0,106043,0,447105,0,110462,110462,3806384209802726,3806496824397161,3806496824409401,3806384210510916
