Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VALU_INT32,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_CPC_UTCL2IU_IDLE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
47,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,258,440683,440683,317696,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4964,34773,38795,3112804,0,0,0,23,3740.0,14899.0,240.0,243361.0,0.0,248076.0,276,0,0,0,0,0,279,0,0,290,0,0,269,0,0,529,0,0,136,0,0,261,0,0,272,0,0,0,0,0,280,0,0,294,0,0,264,0,0,523,0,0,0,0,0,254,0,0,1415632.0,84074,0,351550,0,88477,88477,3806384210957488,3806496824445041,3806496824452321,3806384211670408
48,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,261,440683,440683,274688,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4292,30057,39022,3110340,0,0,0,17,13868.0,12877.0,240.0,208982.0,0.0,214452.0,0,0,0,0,0,0,275,0,0,286,0,0,269,0,0,529,0,0,0,0,0,261,0,0,0,0,0,0,0,0,279,0,0,293,0,0,265,0,0,519,0,0,133,0,0,256,0,0,1308496.0,77367,0,324301,0,81781,81781,3806384212117275,3806496824490721,3806496824502641,3806384212832312
49,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,264,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,47020,3753852,0,0,0,27,5693.0,31979.0,500.0,521772.0,0.0,532692.0,0,0,0,0,0,0,281,0,0,283,0,0,269,0,0,534,0,0,136,0,0,262,0,0,0,0,0,0,0,0,279,0,0,279,0,0,263,0,0,528,0,0,0,0,0,257,0,0,2038256.0,122958,0,518010,0,127391,127391,3806384213277417,3806496824537722,3806496824549602,3806384213993277
50,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,267,440683,440683,601088,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9392,65769,44403,3598472,0,0,0,23,9707.0,28183.0,480.0,459971.0,0.0,469476.0,0,0,0,0,0,0,275,0,0,280,0,0,268,0,0,529,0,0,274,0,0,260,0,0,0,0,0,0,0,0,270,0,0,274,0,0,264,0,0,523,0,0,269,0,0,255,0,0,1884992.0,113395,0,492261,0,117812,117812,3806384214437285,3806496824585242,3806496824593922,3806384215154513
51,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,270,440683,440683,358400,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5600,39233,39727,3180752,0,0,0,29,5579.0,16813.0,320.0,273277.0,0.0,279900.0,0,0,0,0,0,0,274,0,0,287,0,0,271,0,0,533,0,0,273,0,0,260,0,0,0,0,0,0,0,0,273,0,0,275,0,0,264,0,0,524,0,0,268,0,0,256,0,0,1463184.0,87006,0,371695,0,91449,91449,3806384215598922,3806496824631722,3806496824638642,3806384216317217
52,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,273,440683,440683,341504,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5336,37348,39831,3200600,0,0,0,8,33208.0,16000.0,240.0,251995.0,0.0,255952.0,0,0,0,0,0,0,274,0,0,284,0,0,268,0,0,530,0,0,0,0,0,261,0,0,0,0,0,0,0,0,270,0,0,280,0,0,264,0,0,519,0,0,0,0,0,254,0,0,1443968.0,85841,0,365237,0,90248,90248,3806384216763048,3806496824676762,3806496824683962,3806384217469349
53,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,276,440683,440683,218112,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3408,23884,36874,2951612,0,0,0,24,3711.0,10232.0,160.0,160078.0,0.0,163472.0,0,0,0,0,0,0,275,0,0,291,0,0,270,0,0,528,0,0,136,0,0,261,0,0,0,0,0,0,0,0,270,0,0,278,0,0,265,0,0,519,0,0,0,0,0,255,0,0,1228064.0,72339,0,288992,0,76754,76754,3806384217913289,3806496824723882,3806496824729602,3806384218622088
54,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,279,440683,440683,611584,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9556,66904,45167,3629660,0,0,0,16,15690.0,28668.0,468.0,449283.0,0.0,458544.0,0,0,0,0,0,0,277,0,0,287,0,0,270,0,0,528,0,0,137,0,0,261,0,0,0,0,0,0,0,0,280,0,0,286,0,0,265,0,0,519,0,0,0,0,0,255,0,0,1923840.0,115830,0,466877,0,120240,120240,3806384219073716,3806496824767723,3806496824778923,3806384219783691
55,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,282,440683,440683,344832,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5388,37744,39335,3151344,0,0,0,24,6323.0,16172.0,320.0,251421.0,0.0,258512.0,0,0,0,0,0,0,274,0,0,288,0,0,271,0,0,529,0,0,0,0,0,261,0,0,0,0,0,0,0,0,272,0,0,284,0,0,265,0,0,516,0,0,134,0,0,254,0,0,1435072.0,85250,0,360510,0,89692,89692,3806384220230593,3806496824814603,3806496824830203,3806384220944199
56,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,285,440683,440683,469248,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7332,51334,42178,3399460,0,0,0,15,12731.0,21995.0,337.0,359810.0,0.0,366444.0,0,0,0,0,0,0,278,0,0,290,0,0,269,0,0,534,0,0,0,0,0,523,0,0,0,0,0,0,0,0,270,0,0,280,0,0,263,0,0,524,0,0,134,0,0,510,0,0,1679264.0,100543,0,412366,0,104954,104954,3806384221389668,3806496824865443,3806496824879843,3806384222094057
57,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,288,440683,440683,535808,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8372,58637,43944,3520044,0,0,0,29,11394.0,25129.0,400.0,410729.0,0.0,418500.0,0,0,0,0,0,0,314,0,0,280,0,0,270,0,0,537,0,0,0,0,0,522,0,0,0,0,0,0,0,0,351,0,0,275,0,0,264,0,0,521,0,0,135,0,0,513,0,0,1761904.0,105710,0,454558,0,110119,110119,3806384222541467,3806496824914003,3806496824926963,3806384223254167
58,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,291,440683,440683,404992,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6328,44311,40299,3249780,0,0,0,19,11799.0,18987.0,310.0,309399.0,0.0,316260.0,0,0,0,0,0,0,275,0,0,322,0,0,271,0,0,536,0,0,272,0,0,261,0,0,0,0,0,0,0,0,282,0,0,353,0,0,264,0,0,522,0,0,403,0,0,254,0,0,1566128.0,93477,0,387663,0,97883,97883,3806384223700871,3806496824961123,3806496824973283,3806384224405263
59,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,294,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,46534,3748756,0,0,0,27,5857.0,31979.0,494.0,522213.0,0.0,532692.0,0,0,0,0,0,0,274,0,0,284,0,0,268,0,0,531,0,0,273,0,0,260,0,0,0,0,0,0,0,0,273,0,0,284,0,0,265,0,0,525,0,0,402,0,0,255,0,0,2038592.0,123005,0,500845,0,127412,127412,3806384224849508,3806496825008203,3806496825022324,3806384225566055
60,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,297,440683,440683,282112,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4408,30868,38439,3067688,0,0,0,16,13238.0,13224.0,240.0,207105.0,0.0,211440.0,0,0,0,0,0,0,280,0,0,280,0,0,269,0,0,537,0,0,136,0,0,260,0,0,0,0,0,0,0,0,272,0,0,286,0,0,265,0,0,520,0,0,0,0,0,255,0,0,1312736.0,77618,0,320774,0,82046,82046,3806384226020140,3806496825059004,3806496825072324,3806384226721265
61,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,300,440683,440683,309248,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4832,33866,38921,3121896,0,0,0,32,1464.0,14515.0,240.0,236318.0,0.0,241524.0,0,0,0,0,0,0,276,0,0,281,0,0,271,0,0,537,0,0,137,0,0,261,0,0,0,0,0,0,0,0,272,0,0,280,0,0,264,0,0,517,0,0,0,0,0,254,0,0,1430208.0,84972,0,337790,0,89388,89388,3806384227173228,3806496825105964,3806496825115644,3806384227886283
62,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,303,440683,440683,131840,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2060,14450,30417,2440104,0,0,0,26,1848.0,6190.0,160.0,94683.0,0.0,98776.0,0,0,0,0,0,0,274,0,0,283,0,0,274,0,0,540,0,0,0,0,0,261,0,0,0,0,0,0,0,0,275,0,0,290,0,0,264,0,0,521,0,0,133,0,0,256,0,0,1060000.0,61842,0,0,0,66250,66250,3806384228330809,3806496825150764,3806496825161164,3806384229033156
63,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,306,440683,440683,567296,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8864,62078,44993,3595748,0,0,0,26,5786.0,26602.0,400.0,416653.0,0.0,425368.0,0,0,0,0,0,0,285,0,0,306,0,0,269,0,0,535,0,0,0,0,0,351,0,0,0,0,0,0,0,0,277,0,0,306,0,0,264,0,0,525,0,0,134,0,0,357,0,0,1825568.0,109670,0,452706,0,114098,114098,3806384229475905,3806496825196444,3806496825210204,3806384230188450
64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,309,440683,440683,445696,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6964,48742,42376,3389580,0,0,0,7,36581.0,20883.0,393.0,341377.0,0.0,348012.0,0,0,0,0,0,0,274,0,0,561,0,0,271,0,0,540,0,0,0,0,0,261,0,0,0,0,0,0,0,0,272,0,0,558,0,0,265,0,0,524,0,0,0,0,0,255,0,0,1633760.0,97705,0,418710,0,102110,102110,3806384230637888,3806496825245004,3806496825247204,3806384231353713
65,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,312,440683,440683,236288,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3692,25846,36936,2969808,0,0,0,11,29641.0,11071.0,240.0,179511.0,0.0,184428.0,0,0,0,0,0,0,273,0,0,567,0,0,268,0,0,536,0,0,0,0,0,261,0,0,0,0,0,0,0,0,274,0,0,549,0,0,268,0,0,523,0,0,0,0,0,255,0,0,1243136.0,73275,0,303198,0,77696,77696,3806384231801177,3806496825283645,3806496825293925,3806384232505786
66,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,315,440683,440683,206592,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3228,22624,36656,2938904,0,0,0,24,2045.0,9692.0,160.0,151051.0,0.0,154832.0,0,0,0,0,0,0,546,0,0,280,0,0,268,0,0,535,0,0,0,0,0,260,0,0,0,0,0,0,0,0,543,0,0,282,0,0,265,0,0,519,0,0,134,0,0,255,0,0,1196080.0,70259,0,269972,0,74755,74755,3806384232949711,3806496825329765,3806496825345805,3806384233661634
67,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,318,440683,440683,587264,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9176,64257,44811,3582836,0,0,0,23,7833.0,27535.0,400.0,451161.0,0.0,458676.0,0,0,0,0,0,0,548,0,0,287,0,0,270,0,0,532,0,0,137,0,0,261,0,0,0,0,0,0,0,0,548,0,0,279,0,0,266,0,0,531,0,0,0,0,0,255,0,0,1853824.0,111455,0,481987,0,115864,115864,3806384234109931,3806496825379805,3806496825391725,3806384234816196
68,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,321,440683,440683,252160,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,3940,27620,38082,3044132,0,0,0,32,1208.0,11838.0,160.0,185247.0,0.0,189048.0,0,0,0,280,0,0,275,0,0,286,0,0,269,0,0,540,0,0,0,0,0,261,0,0,0,0,0,282,0,0,277,0,0,280,0,0,263,0,0,525,0,0,134,0,0,256,0,0,1281472.0,75670,0,311218,0,80092,80092,3806384235256352,3806496825427845,3806496825439405,3806384235969226
69,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,324,440683,440683,400128,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6252,43774,40779,3255632,0,0,0,15,11512.0,18755.0,318.0,306242.0,0.0,312444.0,0,0,0,278,0,0,274,0,0,285,0,0,268,0,0,539,0,0,137,0,0,260,0,0,0,0,0,281,0,0,271,0,0,285,0,0,263,0,0,521,0,0,0,0,0,256,0,0,1533456.0,91427,0,388591,0,95841,95841,3806384236417603,3806496825473565,3806496825484005,3806384237118726
70,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,327,440683,440683,450816,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7044,49336,41472,3330788,0,0,0,24,4340.0,21140.0,345.0,330646.0,0.0,338000.0,275,0,0,0,0,0,273,0,0,287,0,0,269,0,0,537,0,0,136,0,0,260,0,0,273,0,0,0,0,0,271,0,0,277,0,0,263,0,0,521,0,0,0,0,0,255,0,0,1636384.0,97870,0,407489,0,102274,102274,3806384237565660,3806496825518766,3806496825525846,3806384238276617
71,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,330,440683,440683,525824,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,8216,57508,44017,3514972,0,0,0,8,44193.0,24640.0,400.0,387656.0,0.0,394192.0,276,0,0,0,0,0,280,0,0,287,0,0,268,0,0,533,0,0,0,0,0,260,0,0,272,0,0,0,0,0,271,0,0,281,0,0,264,0,0,519,0,0,0,0,0,255,0,0,1757168.0,105413,0,436704,0,109823,109823,3806384238722859,3806496825564806,3806496825571966,3806384239418647
72,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,333,440683,440683,347136,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5424,38006,39533,3179408,0,0,0,32,4699.0,16289.0,240.0,265879.0,0.0,271116.0,0,0,0,0,0,0,274,0,0,316,0,0,269,0,0,535,0,0,0,0,0,260,0,0,0,0,0,0,0,0,271,0,0,351,0,0,265,0,0,521,0,0,133,0,0,255,0,0,1480400.0,88117,0,362755,0,92525,92525,3806384239865396,3806496825612846,3806496825626606,3806384240572351
73,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,336,440683,440683,600320,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,9380,65693,44932,3596172,0,0,0,29,7871.0,28153.0,400.0,461490.0,0.0,468900.0,0,0,0,0,0,0,274,0,0,279,0,0,271,0,0,535,0,0,0,0,0,261,0,0,0,0,0,0,0,0,273,0,0,274,0,0,263,0,0,518,0,0,134,0,0,255,0,0,1918176.0,115309,0,503341,0,119886,119886,3806384241019710,3806496825662166,3806496825667966,3806384241721614
74,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,339,440683,440683,353024,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5516,38642,39557,3171732,0,0,0,26,4669.0,16558.0,315.0,257768.0,0.0,264664.0,0,0,0,0,0,0,274,0,0,281,0,0,269,0,0,530,0,0,0,0,0,261,0,0,0,0,0,0,0,0,271,0,0,275,0,0,263,0,0,526,0,0,134,0,0,255,0,0,1498496.0,89251,0,370390,0,93656,93656,3806384242166676,3806496825705246,3806496825713086,3806384242886744
75,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,342,440683,440683,681984,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,10656,74623,46754,3743624,0,0,0,27,10427.0,31979.0,480.0,522747.0,0.0,532692.0,0,0,0,0,0,0,275,0,0,280,0,0,269,0,0,529,0,0,0,0,0,260,0,0,0,0,0,0,0,0,271,0,0,274,0,0,263,0,0,519,0,0,135,0,0,254,0,0,2066080.0,124726,0,520324,0,129130,129130,3806384243330574,3806496825750366,3806496825761086,3806384244036897
76,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,345,440683,440683,509952,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7968,55810,43623,3460944,0,0,0,30,6172.0,23918.0,400.0,374505.0,0.0,382376.0,0,0,0,278,0,0,275,0,0,286,0,0,268,0,0,527,0,0,0,0,0,260,0,0,0,0,0,282,0,0,270,0,0,281,0,0,265,0,0,519,0,0,134,0,0,255,0,0,1765296.0,105927,0,445607,0,110331,110331,3806384244482572,3806496825799927,3806496825811007,3806384245205067
77,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,348,440683,440683,141568,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2212,15524,31877,2553584,0,0,0,32,1566.0,6654.0,160.0,102075.0,0.0,106104.0,0,0,0,278,0,0,275,0,0,324,0,0,272,0,0,529,0,0,0,0,0,262,0,0,0,0,0,281,0,0,278,0,0,354,0,0,264,0,0,526,0,0,134,0,0,256,0,0,1098704.0,63927,0,0,0,68669,68669,3806384245656488,3806496825844407,3806496825851367,3806384246344556
78,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,351,440683,440683,305152,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,4768,33388,38647,3100488,0,0,0,16,9917.0,14304.0,249.0,223465.0,0.0,228720.0,276,0,0,0,0,0,278,0,0,291,0,0,270,0,0,531,0,0,136,0,0,261,0,0,272,0,0,0,0,0,271,0,0,281,0,0,264,0,0,520,0,0,0,0,0,256,0,0,1378976.0,81776,0,336958,0,86186,86186,3806384246793318,3806496825890167,3806496825902287,3806384247491850
79,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,354,440683,440683,353280,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5520,38659,39392,3175772,0,0,0,21,5194.0,16565.0,318.0,269344.0,0.0,275868.0,275,0,0,0,0,0,279,0,0,282,0,0,268,0,0,530,0,0,0,0,0,260,0,0,273,0,0,0,0,0,270,0,0,275,0,0,267,0,0,528,0,0,134,0,0,255,0,0,1485824.0,88450,0,361356,0,92864,92864,3806384247939405,3806496825936647,3806496825950487,3806384248638310
80,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,357,440683,440683,450560,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,7040,49296,41908,3356744,0,0,0,20,0.0,21124.0,328.0,330082.0,0.0,337792.0,0,0,0,0,0,0,274,0,0,280,0,0,269,0,0,534,0,0,0,0,0,344,0,0,0,0,0,0,0,0,276,0,0,291,0,0,263,0,0,521,0,0,133,0,0,339,0,0,1636192.0,97856,0,400356,0,102262,102262,3806384249082863,3806496825985687,3806496825999967,3806384249797847
81,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,360,440683,440683,360448,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,5632,39436,39599,3185568,0,0,0,16,12668.0,16896.0,304.0,263817.0,0.0,270192.0,0,0,0,0,0,0,277,0,0,284,0,0,270,0,0,533,0,0,136,0,0,261,0,0,0,0,0,0,0,0,283,0,0,285,0,0,264,0,0,525,0,0,0,0,0,257,0,0,1458048.0,86711,0,356195,0,91128,91128,3806384250246131,3806496826035408,3806496826044568,3806384250945543
82,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,363,440683,440683,413440,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,6460,45260,40799,3274840,0,0,0,32,4162.0,19398.0,320.0,303283.0,0.0,310008.0,0,0,0,0,0,0,277,0,0,303,0,0,268,0,0,535,0,0,273,0,0,348,0,0,0,0,0,0,0,0,270,0,0,308,0,0,262,0,0,525,0,0,269,0,0,354,0,0,1590240.0,94980,0,391054,0,99390,99390,3806384251392876,3806496826081368,3806496826089128,3806384252116069
83,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,366,440683,440683,154112,256,0,0,12,4,32,64,0x0,0x7f75f05ac2c0,2408,16881,34149,2728940,0,0,0,23,1521.0,7231.0,171.0,115675.0,0.0,120276.0,0,0,0,0,0,0,277,0,0,292,0,0,269,0,0,535,0,0,273,0,0,261,0,0,0,0,0,0,0,0,271,0,0,281,0,0,263,0,0,519,0,0,268,0,0,255,0,0,1100320.0,64188,0,0,0,68770,68770,3806384252560907,3806496826130288,3806496826137888,3806384253273632
