Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
161,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,552,444281,444281,20480,256,40448,888,128,0,96,64,0x0,0x7fd4d1724580,3806496934515639,3806496982087860,3806496998005443,3806496998027538
162,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,553,444281,444281,262144,128,512,64,44,4,48,64,0x0,0x7fd4d1724640,3806496934520896,3806496998005443,3806496998012603,3806496998021691
163,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,554,444281,444281,131072,256,0,0,12,4,32,64,0x0,0x7fd4d1bac2c0,3806496934535576,3806496998012603,3806496998019163,3806496998035199
164,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,555,444281,444281,512,256,0,0,12,4,32,64,0x0,0x7fd4d1bab900,3806496934543887,3806496998019163,3806496998024683,3806496998038501
165,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,556,444281,444281,1024,256,0,0,12,4,32,64,0x0,0x7fd4d1bab900,3806496934551370,3806496998024683,3806496998030363,3806496998031755
166,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,557,444281,444281,425984,256,0,0,12,4,32,64,0x0,0x7fd4d1bab900,3806496934559134,3806496998030363,3806496998042123,3806496998042343
167,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,558,444281,444281,20480,256,40448,888,128,0,96,64,0x0,0x7fd4d1724580,3806496934565085,3806496998042123,3806497014080026,3806497014100895
168,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,559,444281,444281,262144,128,512,64,44,4,48,64,0x0,0x7fd4d1724640,3806496934570552,3806497014080026,3806497014086866,3806497014096507
169,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,560,444281,444281,131072,256,0,0,12,4,32,64,0x7fd4d2ffed80,0x7fd4d1bac2c0,3806497045710577,3806497045739032,3806497045743672,3806497045744100
170,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,561,444281,444281,512,256,0,0,12,4,32,64,0x7fd4d2ffed00,0x7fd4d1bab900,3806497045749501,3806497045773952,3806497045775552,3806497045775914
171,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,562,444281,444281,1024,256,0,0,12,4,32,64,0x7fd4d2ffec80,0x7fd4d1bab900,3806497045782179,3806497045791472,3806497045793192,3806497045793388
172,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,563,444281,444281,425984,256,0,0,12,4,32,64,0x7fd4d2ffec00,0x7fd4d1bab900,3806497045802327,3806497045810392,3806497045819632,3806497045819761
173,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,564,444281,444281,20480,256,40448,888,128,0,96,64,0x7fd4d2ffeb80,0x7fd4d1724580,3806497045812414,3806497045824040,3806497061735102,3806497061751849
174,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,565,444281,444281,262144,128,512,64,44,4,48,64,0x7fd4d2ffeb00,0x7fd4d1724640,3806497045821539,3806497061735102,3806497061742462,3806497061759933
175,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,566,444281,444281,131072,256,0,0,12,4,32,64,0x7fd4d2ffea80,0x7fd4d1bac2c0,3806497045871095,3806497061742462,3806497061749182,3806497061763712
176,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,567,444281,444281,512,256,0,0,12,4,32,64,0x7fd4d2ffea00,0x7fd4d1bab900,3806497045882512,3806497061749182,3806497061754702,3806497061767538
177,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,568,444281,444281,1024,256,0,0,12,4,32,64,0x7fd4d2ffe980,0x7fd4d1bab900,3806497045892620,3806497061754702,3806497061760262,3806497061771074
178,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,569,444281,444281,425984,256,0,0,12,4,32,64,0x7fd4d2ffe900,0x7fd4d1bab900,3806497045902421,3806497061760262,3806497061770342,3806497061774719
179,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,570,444281,444281,20480,256,40448,888,128,0,96,64,0x7fd4d2ffe880,0x7fd4d1724580,3806497045908626,3806497061770342,3806497077637204,3806497077651180
180,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,571,444281,444281,262144,128,512,64,44,4,48,64,0x7fd4d2ffe800,0x7fd4d1724640,3806497045914975,3806497077637204,3806497077644444,3806497077658725
181,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,572,444281,444281,131072,256,0,0,12,4,32,64,0x7fd4d2ffe780,0x7fd4d1bac2c0,3806497045945691,3806497077644444,3806497077650804,3806497077655218
182,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,573,444281,444281,512,256,0,0,12,4,32,64,0x7fd4d2ffe700,0x7fd4d1bab900,3806497045955700,3806497077650804,3806497077656404,3806497077666374
183,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,574,444281,444281,1024,256,0,0,12,4,32,64,0x7fd4d2ffe680,0x7fd4d1bab900,3806497045965389,3806497077656404,3806497077662124,3806497077662995
184,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,575,444281,444281,425984,256,0,0,12,4,32,64,0x7fd4d2ffe600,0x7fd4d1bab900,3806497045974436,3806497077662124,3806497077675124,3806497077675703
185,_Z32flash_fwd_splitkv_mla_kernel_ldsI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EEDF16_fLb1EEv17FlashMlaFwdParams.kd,2,0,576,444281,444281,20480,256,40448,888,128,0,96,64,0x7fd4d2ffe580,0x7fd4d1724580,3806497045980393,3806497077675124,3806497093644546,3806497093661531
186,_Z28kn_fmla_fwd_splictkv_combineI19FlashMlaKernelTraitILi576ELi512ELi64ELi16ELi4EELi96EDF16_Ev17FlashMlaFwdParams.kd,2,0,577,444281,444281,262144,128,512,64,44,4,48,64,0x7fd4d2ffe500,0x7fd4d1724640,3806497045986117,3806497093644546,3806497093651426,3806497093657179
