Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_UTCL1_STALL_ON_TRANSLATION,CPC_CPC_UTCL2IU_BUSY,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
70,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,327,441197,441197,269568,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4212,57158,4554584,0,0,0,0,0,0.0,0.0,8421.0,0.0,0.0,80.0,336660.0,0,275,749902,0,0,449,777328,0,0,1075,777379,0,0,529,792162,0,0,1547,795411,0,0,4112,788256,0,0,0,838136,0,0,1548,812520,0,0,412,751316,0,0,293,786503,0,0,1875,761996,0,0,810,788388,0,0,1982,790396,0,0,5707,783882,0,0,0,822905,0,0,1956,788974,0,4629,4615,77,17626,0,3806400431511855,3806496825518766,3806496825525846,3806400432275845
71,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,330,441197,441197,535040,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8360,60680,4825208,0,0,0,0,0,0.0,0.0,16734.0,0.0,0.0,80.0,668568.0,0,274,1518402,0,0,447,1569472,0,0,1079,1571855,0,0,530,1603218,0,0,1565,1608982,0,0,3423,1585080,0,0,744,1693697,0,0,1564,1636572,0,0,415,1513861,0,0,293,1574871,0,0,1878,1535115,0,0,808,1591201,0,0,1993,1589283,0,0,4789,1578562,0,0,0,1650692,0,0,1952,1584340,0,4615,4601,0,26797,0,3806400432781874,3806496825564806,3806496825571966,3806400433562942
72,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,333,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,63266,5062872,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,1875156,0,0,457,1964417,0,0,1078,1993327,0,0,826,1986586,0,0,1598,2020122,0,0,3912,2000842,0,0,0,2143966,0,0,1561,2128984,0,0,0,1969975,0,0,318,2101191,0,0,1881,1997694,0,0,1273,2100652,0,0,2088,2051145,0,0,5546,2041608,0,0,1055,2113572,0,0,1964,2027650,0,4604,4590,0,30114,0,3806400434071871,3806496825612846,3806496825626606,3806400434855283
73,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,336,441197,441197,466688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7292,61438,4924072,0,0,0,0,0,0.0,0.0,14592.0,0.0,0.0,80.0,583104.0,0,0,1304809,0,0,452,1348004,0,0,1077,1354085,0,0,883,1377079,0,0,1579,1387043,0,0,3336,1375628,0,0,414,1472113,0,0,1567,1423147,0,0,0,1319699,0,0,297,1381161,0,0,1932,1328271,0,0,1263,1378603,0,0,2066,1387295,0,0,4978,1368946,0,0,0,1440754,0,0,2015,1383289,0,4621,4607,77,24386,0,3806400435360129,3806496825662166,3806496825667966,3806400436136792
74,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,339,441197,441197,419072,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6548,59726,4798584,0,0,0,0,0,0.0,0.0,13116.0,0.0,0.0,80.0,523632.0,0,0,1219761,0,0,443,1269486,0,0,1375,1352692,0,0,528,1290415,0,0,1590,1305526,0,0,3554,1291950,0,0,717,1391797,0,0,1557,1358488,0,0,0,1266721,0,0,294,1331984,0,0,2342,1363997,0,0,809,1333980,0,0,2027,1318626,0,0,5153,1312475,0,0,0,1367149,0,0,2017,1323561,0,4770,4756,77,23525,0,3806400436637089,3806496825705246,3806496825713086,3806400437416869
75,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,342,441197,441197,342528,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5352,59264,4724776,0,0,0,0,0,0.0,0.0,10698.0,0.0,0.0,80.0,427848.0,0,0,946782,0,0,452,981821,0,0,1360,981797,0,0,531,999300,0,0,1573,1003968,0,0,3456,997837,0,0,621,1058559,0,0,1564,1027850,0,0,0,940088,0,0,294,986319,0,0,2355,956722,0,0,835,989311,0,0,2054,994630,0,0,4972,983806,0,0,825,1031085,0,0,2008,995053,0,4617,4603,0,19637,0,3806400437918929,3806496825750366,3806496825761086,3806400438689490
76,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,345,441197,441197,488960,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7640,61830,4919560,0,0,0,0,0,0.0,0.0,15303.0,0.0,0.0,80.0,611004.0,0,0,1430720,0,0,744,1472081,0,0,1063,1476589,0,0,529,1505686,0,0,1598,1561030,0,0,3193,1544203,0,0,749,1644387,0,0,1553,1580574,0,0,0,1544577,0,0,775,1609414,0,0,1872,1558870,0,0,822,1613559,0,0,2022,1624566,0,0,4338,1608510,0,0,469,1669222,0,0,1949,1615459,0,4613,4599,0,24559,0,3806400439191708,3806496825799927,3806496825811007,3806400439984998
77,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,348,441197,441197,545792,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8528,61254,4911752,0,0,0,0,0,0.0,0.0,17067.0,0.0,0.0,80.0,681996.0,0,0,1596836,0,0,731,1660640,0,0,1082,1696311,0,0,527,1706240,0,0,1582,1727505,0,0,3141,1707673,0,0,1724,1812273,0,0,1549,1779345,0,0,0,1592459,0,0,732,1681111,0,0,1891,1617051,0,0,806,1704316,0,0,2033,1703340,0,0,4537,1681556,0,0,1516,1750966,0,0,1953,1670650,0,4610,4596,77,27215,0,3806400440488553,3806496825844407,3806496825851367,3806400441272931
78,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,351,441197,441197,269568,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4212,57244,4579920,0,0,0,0,0,0.0,0.0,8421.0,0.0,0.0,80.0,336660.0,0,274,748369,0,0,433,772712,0,0,1082,774809,0,0,529,786663,0,0,1589,791311,0,0,3115,784257,0,0,326,836171,0,0,1555,809968,0,0,413,740929,0,0,294,778579,0,0,1916,754442,0,0,825,779008,0,0,2074,783264,0,0,4540,775959,0,0,458,814885,0,0,1999,783528,0,4613,4599,77,17359,0,3806400441775859,3806496825890167,3806496825902287,3806400442552543
79,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,354,441197,441197,308480,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4820,57610,4623440,0,0,0,0,0,0.0,0.0,9651.0,0.0,0.0,80.0,385356.0,0,273,904936,0,0,440,935444,0,0,1078,942063,0,0,530,1003582,0,0,1622,966431,0,0,3111,955231,0,0,907,1018398,0,0,1563,992088,0,0,413,900797,0,0,293,949564,0,0,1911,921527,0,0,814,1003809,0,0,2027,952148,0,0,4379,943882,0,0,585,991215,0,0,2016,955741,0,4603,4589,0,18881,0,3806400443054160,3806496825936647,3806496825950487,3806400443818143
80,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,357,441197,441197,460544,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7196,59880,4817232,0,0,0,0,0,0.0,0.0,14403.0,0.0,0.0,80.0,575436.0,0,0,1368703,0,0,467,1416893,0,0,1067,1425752,0,0,527,1445027,0,0,1619,1460886,0,0,3202,1444256,0,0,1644,1556032,0,0,1866,1514850,0,0,0,1401945,0,0,294,1473292,0,0,1957,1423757,0,0,827,1471429,0,0,2078,1464654,0,0,4426,1450705,0,0,1381,1522503,0,0,2449,1458519,0,4612,4598,0,24061,0,3806400444316698,3806496825985687,3806496825999967,3806400445120357
81,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,360,441197,441197,302336,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4724,57894,4637792,0,0,0,0,0,0.0,0.0,9471.0,0.0,0.0,80.0,377724.0,0,0,861515,0,0,441,888905,0,0,1071,889768,0,0,529,904109,0,0,1628,926527,0,0,3124,920080,0,0,326,978458,0,0,1855,945214,0,0,0,936115,0,0,292,977457,0,0,1926,936577,0,0,815,969379,0,0,2008,958448,0,0,4402,948177,0,0,1449,992200,0,0,2402,956321,0,4605,4591,77,18402,0,3806400445623293,3806496826035408,3806496826044568,3806400446421052
82,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,363,441197,441197,207872,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3248,58226,4646200,0,0,0,0,0,0.0,0.0,6510.0,0.0,0.0,80.0,259608.0,0,0,618855,0,0,448,648862,0,0,1083,653582,0,0,528,658424,0,0,1579,661032,0,0,3091,654222,0,0,756,708412,0,0,2024,688191,0,0,0,619355,0,0,300,658325,0,0,1886,632300,0,0,806,661378,0,0,1982,652452,0,0,4396,650532,0,0,475,681740,0,0,2628,654233,0,4616,4602,77,14884,0,3806400446921642,3806496826081368,3806496826089128,3806400447699854
83,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,366,441197,441197,100864,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,1576,36230,2905272,0,0,0,0,0,0.0,0.0,3150.0,0.0,0.0,80.0,125784.0,0,0,232145,0,0,438,239042,0,0,1073,253161,0,0,528,241624,0,0,1624,242944,0,0,3036,239772,0,0,327,252668,0,0,1859,242906,0,0,0,230908,0,0,292,239659,0,0,1874,249244,0,0,805,237338,0,0,1981,242021,0,0,4377,239161,0,0,461,250300,0,0,2445,241369,0,4631,4617,0,0,0,3806400448203568,3806496826130288,3806496826137888,3806400448996475
84,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,369,441197,441197,311808,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4872,58230,4651064,0,0,0,0,0,0.0,0.0,9762.0,0.0,0.0,80.0,389544.0,0,0,915466,0,0,453,952602,0,0,1088,964842,0,0,532,977797,0,0,1577,982978,0,0,3402,974419,0,0,434,1041066,0,0,2028,1015491,0,0,0,915792,0,0,294,967317,0,0,1903,934652,0,0,821,974250,0,0,2022,971545,0,0,4856,961956,0,0,0,1011330,0,0,2557,976737,0,4596,4582,0,19492,0,3806400449497140,3806496826176448,3806496826184048,3806400450271037
85,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,372,441197,441197,102656,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,1604,36336,2915424,0,0,0,0,0,0.0,0.0,3207.0,0.0,0.0,80.0,128028.0,0,0,261414,0,0,439,270763,0,0,1076,272402,0,0,529,277559,0,0,1551,279590,0,0,3381,276375,0,0,0,299943,0,0,2517,287634,0,0,0,261657,0,0,293,273437,0,0,1881,269248,0,0,806,276406,0,0,1986,276867,0,0,4770,273410,0,0,0,291032,0,0,3022,277961,0,4628,4614,77,0,0,3806400450770938,3806496826222248,3806496826231888,3806400451545764
86,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,375,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,61788,4948992,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,2086368,0,0,437,2115492,0,0,1068,2123910,0,0,530,2128467,0,0,1861,2160436,0,0,3093,2161229,0,0,434,2284623,0,0,1851,2209658,0,0,0,2126996,0,0,293,2179292,0,0,1905,2150918,0,0,819,2169852,0,0,2451,2174130,0,0,4395,2157030,0,0,0,2225473,0,0,2400,2149807,0,4615,4601,77,29830,0,3806400452047097,3806496826268248,3806496826283369,3806400452841770
87,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,378,441197,441197,153088,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2392,54196,4340608,0,0,0,0,0,0.0,0.0,4806.0,0.0,0.0,80.0,191160.0,0,0,512422,0,0,458,538537,0,0,1082,536715,0,0,556,538243,0,0,1886,548195,0,0,3047,543102,0,0,733,595007,0,0,2027,586028,0,0,0,553515,0,0,301,581494,0,0,1913,541858,0,0,816,567764,0,0,2477,568108,0,0,4494,561902,0,0,0,577168,0,0,2504,562524,0,4614,4600,0,0,0,3806400453340988,3806496826316169,3806496826323889,3806400454129799
88,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,381,441197,441197,438016,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6844,59546,4780944,0,0,0,0,0,0.0,0.0,13707.0,0.0,0.0,80.0,547308.0,0,0,1261454,0,0,433,1301614,0,0,1062,1313289,0,0,528,1337004,0,0,1572,1346070,0,0,3059,1335465,0,0,729,1426422,0,0,2313,1386641,0,0,0,1295036,0,0,330,1358396,0,0,1870,1313057,0,0,826,1371394,0,0,1971,1364718,0,0,4356,1350247,0,0,0,1409492,0,0,2698,1351459,0,4606,4592,0,22832,0,3806400454632007,3806496826360849,3806496826367409,3806400455423591
89,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,384,441197,441197,273152,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4268,58396,4666824,0,0,0,0,0,0.0,0.0,8553.0,0.0,0.0,80.0,341220.0,0,0,768023,0,0,436,794639,0,0,1070,797361,0,0,529,809449,0,0,2079,815913,0,0,3031,807632,0,0,434,860439,0,0,2033,831355,0,0,0,763287,0,0,315,803307,0,0,1878,774976,0,0,807,801882,0,0,2708,806031,0,0,4351,797503,0,0,0,839211,0,0,2297,803167,0,4622,4608,77,17761,0,3806400455935599,3806496826406089,3806496826416049,3806400456698700
90,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,387,441197,441197,615680,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9620,62690,4972472,0,0,0,0,0,0.0,0.0,19263.0,0.0,0.0,80.0,769404.0,0,0,2138077,0,0,444,2222228,0,0,1074,2212824,0,0,529,2206093,0,0,2598,2267197,0,0,3106,2266179,0,0,1227,2468859,0,0,1551,2411760,0,0,0,2556863,0,0,292,2599767,0,0,1949,2544598,0,0,827,2550426,0,0,3133,2471903,0,0,4445,2490927,0,0,319,2546314,0,0,2021,2451744,0,4605,4591,77,29467,0,3806400457201065,3806496826451409,3806496826466289,3806400457996985
91,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,390,441197,441197,339712,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5308,60860,4837968,0,0,0,0,0,0.0,0.0,10638.0,0.0,0.0,80.0,424440.0,0,0,972367,0,0,475,1004281,0,0,1080,998400,0,0,526,1014071,0,0,1848,1063871,0,0,3162,1057364,0,0,478,1113140,0,0,1561,1078211,0,0,0,1155970,0,0,361,1204907,0,0,1875,1153179,0,0,806,1191856,0,0,2416,1154708,0,0,4377,1144521,0,0,1313,1197024,0,0,1961,1161091,0,4607,4593,302,19825,0,3806400458504640,3806496826500689,3806496826507769,3806400459282332
92,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,393,441197,441197,477440,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7460,51388,4111040,0,0,0,0,0,0.0,0.0,14916.0,0.0,0.0,80.0,596496.0,0,0,1380158,0,0,435,1422310,0,0,1060,1428605,0,0,529,1450163,0,0,2447,1472244,0,0,3480,1460847,0,0,0,1553596,0,0,1566,1506477,0,0,0,1411187,0,0,293,1474038,0,0,1871,1417820,0,0,806,1467398,0,0,3291,1482181,0,0,4660,1459898,0,0,0,1531732,0,0,1961,1466109,0,4618,4604,0,24232,0,3806400459784717,3806496826545890,3806496826554650,3806400460580836
93,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,396,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,53252,4253768,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,1791933,0,0,435,1869514,0,0,1072,1887102,0,0,527,1911747,0,0,1841,1918927,0,0,3496,1896946,0,0,753,2044258,0,0,1538,2035359,0,0,0,1831155,0,0,294,1944704,0,0,1869,1852315,0,0,827,1962175,0,0,2425,1900803,0,0,4745,1910151,0,0,0,2000316,0,0,1946,1960944,0,4614,4600,77,29074,0,3806400461080596,3806496826591050,3806496826601610,3806400461880336
94,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,399,441197,441197,395520,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6180,50792,4048168,0,0,0,0,0,0.0,0.0,12363.0,0.0,0.0,80.0,494124.0,0,0,1118063,0,0,479,1156295,0,0,1132,1164879,0,0,538,1184406,0,0,2586,1178906,0,0,3166,1168884,0,0,734,1254429,0,0,1644,1227467,0,0,0,1112598,0,0,294,1170429,0,0,1867,1131974,0,0,808,1180635,0,0,2887,1167888,0,0,4614,1155687,0,0,0,1222650,0,0,1950,1172693,0,4877,4863,77,21816,0,3806400462381598,3806496826638770,3806496826649090,3806400463162876
95,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,402,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,53212,4251104,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,1905033,0,0,453,1940428,0,0,1071,1984401,0,0,529,1968246,0,0,2314,2002727,0,0,3615,1982654,0,0,0,2172639,0,0,1557,2101010,0,0,0,2000525,0,0,294,2108040,0,0,1874,2073084,0,0,826,2096042,0,0,2758,2064676,0,0,4872,2071934,0,0,759,2174176,0,0,1943,2085450,0,4610,4596,0,28202,0,3806400463669573,3806496826683250,3806496826693010,3806400464450824
96,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,405,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,62722,5021616,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,2074480,0,0,433,2134806,0,0,1077,2143583,0,0,978,2137976,0,0,1542,2191110,0,0,3334,2180370,0,0,0,2296881,0,0,1559,2257031,0,0,0,2080593,0,0,339,2180368,0,0,1875,2112693,0,0,1134,2173512,0,0,1988,2187799,0,0,5000,2188531,0,0,992,2237103,0,0,1950,2192831,0,4713,4699,0,28445,0,3806400464959696,3806496826729370,3806496826743210,3806400465734610
97,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,408,441197,441197,278784,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4356,60330,4815976,0,0,0,0,0,0.0,0.0,8712.0,0.0,0.0,80.0,348480.0,0,0,783907,0,0,439,807194,0,0,1056,816173,0,0,966,827172,0,0,1547,827585,0,0,3833,820639,0,0,0,878536,0,0,1548,852923,0,0,0,778936,0,0,293,819134,0,0,1868,792871,0,0,1102,821311,0,0,2071,818525,0,0,5557,811414,0,0,0,856682,0,0,1985,819897,0,4610,4596,77,17542,0,3806400466236648,3806496826778330,3806496826788091,3806400467021772
98,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,411,441197,441197,269824,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4216,59082,4719264,0,0,0,0,0,0.0,0.0,8451.0,0.0,0.0,80.0,337068.0,0,0,752574,0,0,453,777578,0,0,1497,775958,0,0,527,830818,0,0,1532,799147,0,0,3328,790188,0,0,0,838746,0,0,1543,811864,0,0,0,746416,0,0,389,786346,0,0,2163,757652,0,0,808,828154,0,0,1974,786400,0,0,4803,779793,0,0,998,819696,0,0,1963,782314,0,4635,4621,77,16980,0,3806400467536117,3806496826827731,3806496826836731,3806400468327848
99,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,414,441197,441197,333056,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5204,58686,4690624,0,0,0,0,0,0.0,0.0,10425.0,0.0,0.0,80.0,416100.0,0,0,927223,0,0,474,953608,0,0,1508,959351,0,0,531,974708,0,0,1615,982775,0,0,3582,973094,0,0,434,1035342,0,0,1552,1006174,0,0,0,920454,0,0,296,965652,0,0,2195,934799,0,0,809,968841,0,0,2028,969286,0,0,4812,958186,0,0,0,1014042,0,0,1992,970870,0,4461,4447,0,19798,0,3806400468829795,3806496826873491,3806496826886851,3806400469801729
