Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_UTCL1_STALL_ON_TRANSLATION,CPC_CPC_UTCL2IU_BUSY,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,147,441197,441197,336128,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5252,70336,5638712,0,0,0,0,0,0.0,0.0,10524.0,0.0,0.0,80.0,419952.0,0,1638,1014399,0,0,820,1051109,0,0,2067,1058586,0,0,945,1074217,0,0,2441,1080727,0,0,4613,1070897,0,0,1342,1147603,0,0,2127,1121044,0,0,946,1032289,0,0,715,1084793,0,0,3418,1047775,0,0,1371,1089788,0,0,3575,1085162,0,0,6720,1073212,0,0,0,1127805,0,0,3333,1083106,0,4710,4696,77,22356,0,3806400354501263,3806496822686834,3806496822699874,3806400355290913
11,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,150,441197,441197,398336,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6224,59952,4805272,0,0,0,0,0,0.0,0.0,12459.0,0.0,0.0,80.0,497676.0,0,417,1158277,0,0,460,1203120,0,0,1538,1206781,0,0,527,1225940,0,0,1602,1252096,0,0,3166,1240209,0,0,0,1359129,0,0,1568,1281723,0,0,280,1262257,0,0,293,1314139,0,0,2174,1258099,0,0,805,1297950,0,0,2004,1289785,0,0,4346,1274527,0,0,706,1350031,0,0,1961,1276973,0,4599,4585,0,22110,0,3806400355805995,3806496822739115,3806496822751635,3806400356645613
12,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,153,441197,441197,345600,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5400,60058,4781152,0,0,0,0,0,0.0,0.0,10797.0,0.0,0.0,80.0,431700.0,0,685,995786,0,0,879,1030936,0,0,1083,1031387,0,0,527,1051149,0,0,1596,1068037,0,0,3166,1063524,0,0,0,1136807,0,0,1553,1098349,0,0,466,1072669,0,0,628,1117291,0,0,1949,1081519,0,0,838,1118173,0,0,2089,1103939,0,0,4433,1090938,0,0,0,1146408,0,0,1995,1101624,0,4614,4600,0,20893,0,3806400357149356,3806496822787475,3806496822794195,3806400357979775
13,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,156,441197,441197,345600,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5400,59528,4768920,0,0,0,0,0,0.0,0.0,10815.0,0.0,0.0,80.0,431772.0,0,1140,999444,0,0,894,1036293,0,0,1100,1041151,0,0,540,1059397,0,0,1667,1065615,0,0,3113,1057246,0,0,0,1134424,0,0,1594,1101219,0,0,910,1008108,0,0,609,1055368,0,0,1916,1023393,0,0,824,1062979,0,0,2157,1063614,0,0,4603,1051616,0,0,714,1107217,0,0,1973,1066262,0,4600,4586,77,20211,0,3806400358482756,3806496822834675,3806496822850955,3806400359310402
14,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,159,441197,441197,199168,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3112,56902,4549176,0,0,0,0,0,0.0,0.0,6237.0,0.0,0.0,80.0,248724.0,0,831,628535,0,0,460,651328,0,0,1078,655085,0,0,545,697270,0,0,1562,685714,0,0,3039,675090,0,0,0,723381,0,0,1561,713210,0,0,546,649747,0,0,301,681730,0,0,1862,647639,0,0,805,717382,0,0,2085,688465,0,0,4539,680850,0,0,994,704361,0,0,2002,672970,0,4612,4598,77,13092,0,3806400359808984,3806496822887475,3806496822904075,3806400360603190
15,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,162,441197,441197,147456,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2304,52220,4192016,0,0,0,0,0,0.0,0.0,4623.0,0.0,0.0,80.0,184092.0,0,415,413502,0,0,1200,430580,0,0,1078,431812,0,0,548,440300,0,0,1569,428467,0,0,3042,424051,0,0,0,454850,0,0,1551,440291,0,0,272,413214,0,0,725,434837,0,0,1922,422128,0,0,810,438244,0,0,2066,427765,0,0,4770,422907,0,0,724,444317,0,0,1992,426681,0,4926,4912,0,0,0,3806400361102504,3806496822939995,3806496822949115,3806400361900954
16,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,165,441197,441197,276992,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4328,59236,4737136,0,0,0,0,0,0.0,0.0,8679.0,0.0,0.0,80.0,346044.0,0,0,766344,0,0,957,793394,0,0,1084,794304,0,0,556,810258,0,0,1633,812209,0,0,3035,807681,0,0,430,861426,0,0,2003,835349,0,0,0,765802,0,0,611,803964,0,0,1880,777868,0,0,805,806282,0,0,2018,804260,0,0,4366,797518,0,0,0,842154,0,0,2265,803105,0,4626,4612,0,17615,0,3806400362401275,3806496822985675,3806496823001996,3806400363194619
17,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,168,441197,441197,336896,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5264,58872,4712264,0,0,0,0,0,0.0,0.0,10533.0,0.0,0.0,80.0,420852.0,0,0,979644,0,0,1140,1011261,0,0,1130,1013013,0,0,584,1029773,0,0,1627,1061542,0,0,3170,1050623,0,0,724,1119574,0,0,2042,1081995,0,0,0,1085916,0,0,785,1126587,0,0,1893,1082832,0,0,849,1123549,0,0,2011,1112392,0,0,4428,1100091,0,0,0,1145860,0,0,2257,1106102,0,4613,4599,77,20561,0,3806400363698060,3806496823036756,3806496823047636,3806400364505748
18,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,171,441197,441197,626688,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,9792,62812,5019536,0,0,0,0,0,0.0,0.0,19599.0,0.0,0.0,80.0,783132.0,0,0,1823756,0,0,1549,1894756,0,0,1079,1901868,0,0,525,1926828,0,0,1579,1965608,0,0,3038,1943512,0,0,889,2082238,0,0,1551,2008419,0,0,0,2035278,0,0,1040,2089066,0,0,1907,2032570,0,0,815,2125289,0,0,2151,2041936,0,0,4712,2008740,0,0,320,2099891,0,0,1994,2027066,0,4608,4594,77,29444,0,3806400365008437,3806496823082756,3806496823087116,3806400365813893
19,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,174,441197,441197,312832,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4888,59130,4753512,0,0,0,0,0,0.0,0.0,9774.0,0.0,0.0,80.0,390744.0,0,0,873138,0,0,881,903544,0,0,1181,909066,0,0,529,924086,0,0,1675,939603,0,0,3214,933056,0,0,470,994620,0,0,1629,963715,0,0,0,902538,0,0,617,946016,0,0,1933,921065,0,0,811,954711,0,0,2132,956392,0,0,4537,945720,0,0,320,998302,0,0,2001,956566,0,4629,4615,0,19087,0,3806400366315832,3806496823122316,3806496823136716,3806400367101150
20,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,177,441197,441197,109312,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,1708,39264,3120448,0,0,0,0,0,0.0,0.0,3429.0,0.0,0.0,80.0,136404.0,0,0,357983,0,0,1091,372075,0,0,1083,373064,0,0,528,377097,0,0,1565,391806,0,0,3571,387980,0,0,736,423368,0,0,1559,412218,0,0,0,424628,0,0,668,442822,0,0,1876,402775,0,0,807,419947,0,0,1976,424821,0,0,4816,422127,0,0,0,437181,0,0,1964,425435,0,4644,4630,0,0,0,3806400367601570,3806496823171436,3806496823185276,3806400368382194
21,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,180,441197,441197,370944,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5796,58814,4730600,0,0,0,0,0,0.0,0.0,11598.0,0.0,0.0,80.0,463416.0,0,0,1088341,0,0,870,1122369,0,0,1111,1127229,0,0,559,1143176,0,0,1550,1178697,0,0,3580,1170260,0,0,0,1253247,0,0,1553,1209924,0,0,0,1243156,0,0,608,1286330,0,0,1868,1244124,0,0,810,1286827,0,0,2062,1258043,0,0,4644,1244400,0,0,994,1294745,0,0,1974,1255327,0,4620,4606,77,21662,0,3806400368896131,3806496823219956,3806496823231596,3806400369664533
22,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,183,441197,441197,62208,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,972,22086,1761096,0,0,0,0,0,0.0,0.0,1941.0,0.0,0.0,80.0,77460.0,0,0,144469,0,0,451,151442,0,0,1455,155066,0,0,540,156698,0,0,2011,157449,0,0,3051,155899,0,0,0,170400,0,0,1563,162174,0,0,0,145483,0,0,294,153980,0,0,2611,150724,0,0,811,156481,0,0,2351,155657,0,0,4724,154985,0,0,0,164568,0,0,1985,155916,0,4831,4817,77,0,0,3806400370167312,3806496823265597,3806496823277357,3806400370953087
23,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,186,441197,441197,451328,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7052,60424,4818952,0,0,0,0,0,0.0,0.0,14124.0,0.0,0.0,80.0,563952.0,0,0,1260273,0,0,434,1299140,0,0,1377,1303172,0,0,527,1323815,0,0,2052,1336378,0,0,3086,1319091,0,0,0,1405605,0,0,1566,1368449,0,0,0,1250783,0,0,331,1314222,0,0,2302,1272592,0,0,855,1317810,0,0,2280,1321964,0,0,4381,1305247,0,0,987,1374633,0,0,1961,1320122,0,4600,4586,0,23804,0,3806400371455645,3806496823312397,3806496823324237,3806400372246885
24,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,189,441197,441197,358656,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5604,58508,4703096,0,0,0,0,0,0.0,0.0,11229.0,0.0,0.0,80.0,448116.0,0,0,1121246,0,0,450,1160168,0,0,1512,1161860,0,0,552,1177110,0,0,1632,1193827,0,0,3156,1176124,0,0,0,1256977,0,0,1902,1227826,0,0,0,1122085,0,0,293,1181689,0,0,2507,1133382,0,0,811,1175572,0,0,1991,1183629,0,0,4349,1168353,0,0,710,1216934,0,0,2435,1177700,0,4597,4583,0,21085,0,3806400372749795,3806496823359197,3806496823371757,3806400373535254
25,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,192,441197,441197,379904,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5936,58450,4673848,0,0,0,0,0,0.0,0.0,11892.0,0.0,0.0,80.0,474672.0,0,0,1096637,0,0,433,1133376,0,0,1787,1139494,0,0,570,1157556,0,0,1592,1166512,0,0,3040,1161159,0,0,722,1242056,0,0,1853,1202550,0,0,0,1111933,0,0,298,1158456,0,0,3347,1125652,0,0,818,1164738,0,0,2121,1166452,0,0,4554,1153308,0,0,0,1217552,0,0,2475,1167368,0,4601,4587,77,21719,0,3806400374038333,3806496823406797,3806496823418037,3806400374828326
26,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,195,441197,441197,410880,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6420,60704,4834240,0,0,0,0,0,0.0,0.0,12849.0,0.0,0.0,80.0,513348.0,0,0,1250051,0,0,445,1296526,0,0,1434,1374799,0,0,563,1319702,0,0,1683,1333088,0,0,3238,1324005,0,0,1039,1419561,0,0,1624,1383702,0,0,0,1282472,0,0,293,1350966,0,0,2299,1376457,0,0,808,1344616,0,0,1973,1346040,0,0,4382,1334117,0,0,502,1393023,0,0,1961,1343236,0,4608,4594,77,22535,0,3806400375332616,3806496823453237,3806496823469637,3806400376104033
27,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,198,441197,441197,171008,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2672,56970,4547744,0,0,0,0,0,0.0,0.0,5340.0,0.0,0.0,80.0,213456.0,0,0,609669,0,0,435,646377,0,0,1440,650057,0,0,527,650453,0,0,1568,649955,0,0,3129,642115,0,0,326,709008,0,0,1556,706568,0,0,0,607636,0,0,295,657062,0,0,2534,622362,0,0,810,659393,0,0,2021,644704,0,0,4659,645519,0,0,478,672549,0,0,1959,651479,0,4813,4799,308,13419,0,3806400376606639,3806496823503318,3806496823518478,3806400377381224
28,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,201,441197,441197,129280,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,2020,39738,3152232,0,0,0,0,0,0.0,0.0,4041.0,0.0,0.0,80.0,161316.0,0,0,385290,0,0,447,369278,0,0,1452,367981,0,0,569,376946,0,0,1681,375265,0,0,3552,374293,0,0,0,391380,0,0,1592,380513,0,0,0,417832,0,0,325,402716,0,0,2307,395656,0,0,808,410249,0,0,2053,400614,0,0,4839,394727,0,0,702,410843,0,0,1961,399487,0,4616,4602,0,0,0,3806400377892552,3806496823554718,3806496823567318,3806400378662022
29,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,204,441197,441197,283136,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4424,49382,3927024,0,0,0,0,0,0.0,0.0,8841.0,0.0,0.0,80.0,353604.0,0,0,817676,0,0,438,848307,0,0,1062,851318,0,0,1120,863378,0,0,1589,873919,0,0,3402,862504,0,0,0,918658,0,0,1549,894343,0,0,0,819028,0,0,294,858945,0,0,1918,830857,0,0,1746,859240,0,0,1988,864936,0,0,4987,855545,0,0,0,897489,0,0,1953,861498,0,4657,4643,77,18893,0,3806400379164546,3806496823602478,3806496823611318,3806400379945421
30,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,207,441197,441197,250880,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,3920,48950,3909056,0,0,0,0,0,0.0,0.0,7842.0,0.0,0.0,80.0,313320.0,0,0,702540,0,0,436,727661,0,0,1076,733067,0,0,1254,745740,0,0,1873,747543,0,0,3052,741390,0,0,428,792295,0,0,1559,768883,0,0,0,702305,0,0,293,735829,0,0,1882,715139,0,0,2005,741905,0,0,2450,742488,0,0,4361,735443,0,0,0,775631,0,0,1977,743609,0,4605,4591,77,16347,0,3806400380447238,3806496823647478,3806496823656318,3806400381229282
31,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,210,441197,441197,307456,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4804,49316,3940936,0,0,0,0,0,0.0,0.0,9630.0,0.0,0.0,80.0,384120.0,0,0,887776,0,0,447,920105,0,0,1166,918121,0,0,889,936390,0,0,1948,947333,0,0,3197,941139,0,0,434,1000149,0,0,1604,969754,0,0,0,908637,0,0,294,953683,0,0,1872,918867,0,0,1248,952672,0,0,2454,954981,0,0,4355,948615,0,0,0,992794,0,0,1946,956392,0,4610,4596,0,18499,0,3806400381728693,3806496823692238,3806496823705238,3806400382496008
32,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,213,441197,441197,501760,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,7840,61000,4896928,0,0,0,0,0,0.0,0.0,15687.0,0.0,0.0,80.0,626940.0,0,0,1412245,0,0,457,1465893,0,0,1075,1468924,0,0,1732,1492184,0,0,1595,1501789,0,0,3126,1486169,0,0,0,1585836,0,0,1566,1536259,0,0,0,1408732,0,0,293,1485235,0,0,1868,1428007,0,0,2459,1482997,0,0,2000,1485705,0,0,4333,1474454,0,0,980,1544388,0,0,1946,1483908,0,4598,4584,0,26885,0,3806400382997128,3806496823739438,3806496823747718,3806400383778624
33,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,216,441197,441197,382720,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,5980,59752,4779984,0,0,0,0,0,0.0,0.0,11970.0,0.0,0.0,80.0,478152.0,0,0,1201910,0,0,453,1181439,0,0,1082,1195910,0,0,1126,1210161,0,0,1631,1207153,0,0,3112,1197111,0,0,430,1285976,0,0,1556,1257840,0,0,0,1202726,0,0,294,1196809,0,0,1883,1157003,0,0,1711,1210338,0,0,2042,1191467,0,0,4368,1190398,0,0,0,1248867,0,0,1969,1199673,0,4615,4601,77,21662,0,3806400384279220,3806496823784759,3806496823798759,3806400385047013
34,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,219,441197,441197,438784,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,6856,60174,4799552,0,0,0,0,0,0.0,0.0,13734.0,0.0,0.0,80.0,548280.0,0,0,1227553,0,0,439,1267006,0,0,1365,1272728,0,0,895,1294857,0,0,1557,1305836,0,0,3134,1292674,0,0,0,1375174,0,0,1551,1332174,0,0,0,1228335,0,0,293,1288397,0,0,2330,1240259,0,0,1472,1286363,0,0,2038,1295610,0,0,4702,1279668,0,0,989,1343788,0,0,1968,1287414,0,4839,4825,77,23744,0,3806400385549471,3806496823834159,3806496823844639,3806400386325752
35,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,222,441197,441197,125952,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,1968,45478,3624608,0,0,0,0,0,0.0,0.0,3948.0,0.0,0.0,80.0,157200.0,0,409,409718,0,0,448,425160,0,0,1416,428182,0,0,586,432867,0,0,1654,446288,0,0,3249,442712,0,0,0,479113,0,0,1617,465706,0,0,633,490930,0,0,293,511767,0,0,2338,481460,0,0,806,499148,0,0,1975,491935,0,0,4351,490012,0,0,705,507018,0,0,1952,491268,0,4637,4623,0,0,0,3806400386836932,3806496823880279,3806496823891599,3806400387608703
36,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,225,441197,441197,256000,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,4000,57618,4619352,0,0,0,0,0,0.0,0.0,8010.0,0.0,0.0,80.0,319752.0,0,275,1027089,0,0,721,1069160,0,0,1066,1067925,0,0,525,1064125,0,0,1584,1070203,0,0,3073,1065812,0,0,0,1148434,0,0,1551,1135787,0,0,414,1014933,0,0,763,1081804,0,0,1882,1032369,0,0,822,1076257,0,0,2042,1061184,0,0,4367,1066145,0,0,977,1090862,0,0,1992,1064861,0,4611,4597,0,16357,0,3806400388112753,3806496823927159,3806496823935439,3806400388892521
37,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,228,441197,441197,559360,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,8740,61592,4901760,0,0,0,0,0,0.0,0.0,17496.0,0.0,0.0,80.0,698976.0,0,642,1797443,0,0,726,1854531,0,0,1087,1863938,0,0,529,1862797,0,0,1598,1857953,0,0,3061,1859745,0,0,0,1959611,0,0,1563,1958715,0,0,1336,1795949,0,0,739,1883654,0,0,1911,1829500,0,0,852,1903661,0,0,2056,1858255,0,0,4463,1867354,0,0,1024,1914518,0,0,1949,1873682,0,4602,4588,77,27162,0,3806400389392230,3806496823973639,3806496823983319,3806400390176330
38,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,231,441197,441197,80384,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,1256,28492,2269136,0,0,0,0,0,0.0,0.0,2523.0,0.0,0.0,80.0,100236.0,0,549,326279,0,0,434,343025,0,0,1061,342673,0,0,526,357276,0,0,1564,350651,0,0,3085,347524,0,0,0,376376,0,0,1540,371949,0,0,828,327401,0,0,327,350502,0,0,1907,332229,0,0,836,361475,0,0,2060,345063,0,0,4437,344901,0,0,963,357293,0,0,1995,351434,0,4649,4635,77,0,0,3806400390677453,3806496824019320,3806496824031680,3806400391437485
39,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,234,441197,441197,43776,256,0,0,12,4,32,64,0x0,0x7f4b040ac2c0,684,15406,1222328,0,0,0,0,0,0.0,0.0,1368.0,0.0,0.0,80.0,54720.0,0,553,57497,0,0,432,60034,0,0,1078,58056,0,0,535,59323,0,0,1586,62239,0,0,3051,61199,0,0,0,66059,0,0,1566,60725,0,0,1113,56754,0,0,294,60518,0,0,1890,57355,0,0,807,58652,0,0,2090,61535,0,0,4602,60589,0,0,0,65339,0,0,1966,60044,0,4610,4596,0,0,0,3806400391938523,3806496824066640,3806496824074000,3806400392715930
