Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,SQ_INSTS,TA_BUFFER_READ_WAVEFRONTS_sum,TA_BUFFER_WRITE_WAVEFRONTS_sum,TD_SPI_STALL_sum,TD_LOAD_WAVEFRONT_sum,TCP_READ_TAGCONFLICT_STALL_CYCLES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum,TCP_ATOMIC_TAGCONFLICT_STALL_CYCLES_sum,TCP_TA_TCP_STATE_READ_sum,TCC_REQ[0],TCC_READ[0],TCC_WRITE[0],TCC_ATOMIC[0],TCC_REQ[1],TCC_READ[1],TCC_WRITE[1],TCC_ATOMIC[1],TCC_REQ[2],TCC_READ[2],TCC_WRITE[2],TCC_ATOMIC[2],TCC_REQ[3],TCC_READ[3],TCC_WRITE[3],TCC_ATOMIC[3],TCC_REQ[4],TCC_READ[4],TCC_WRITE[4],TCC_ATOMIC[4],TCC_REQ[5],TCC_READ[5],TCC_WRITE[5],TCC_ATOMIC[5],TCC_REQ[6],TCC_READ[6],TCC_WRITE[6],TCC_ATOMIC[6],TCC_REQ[7],TCC_READ[7],TCC_WRITE[7],TCC_ATOMIC[7],TCC_REQ[8],TCC_READ[8],TCC_WRITE[8],TCC_ATOMIC[8],TCC_REQ[9],TCC_READ[9],TCC_WRITE[9],TCC_ATOMIC[9],TCC_REQ[10],TCC_READ[10],TCC_WRITE[10],TCC_ATOMIC[10],TCC_REQ[11],TCC_READ[11],TCC_WRITE[11],TCC_ATOMIC[11],TCC_REQ[12],TCC_READ[12],TCC_WRITE[12],TCC_ATOMIC[12],TCC_REQ[13],TCC_READ[13],TCC_WRITE[13],TCC_ATOMIC[13],TCC_REQ[14],TCC_READ[14],TCC_WRITE[14],TCC_ATOMIC[14],TCC_REQ[15],TCC_READ[15],TCC_WRITE[15],TCC_ATOMIC[15],CPC_CPC_STAT_IDLE,CPC_CPC_TCIU_BUSY,CPF_CPF_TCIU_BUSY,CPF_CPF_TCIU_STALL,SPI_CSN_NUM_THREADGROUPS,SPI_CSN_WAVE,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
10,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,147,440940,440940,483840,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,22691,0,75730,0,227017,0.0,0.0,103.0,22691.0,0.0,0.0,0.0,22691.0,22678,4,22674,0,22704,24,22680,0,22778,98,22680,0,22728,48,22680,0,22756,96,22660,0,22854,194,22660,0,22668,4,22664,0,22760,100,22660,0,22677,5,22672,0,22696,24,22672,0,22770,98,22672,0,22720,48,22672,0,22768,96,22672,0,22866,194,22672,0,22672,0,22672,0,22774,102,22672,0,0,682,18788,0,1890,7560,68791,3806392249021990,3806496822686834,3806496822699874,3806392249874871
11,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,150,440940,440940,424448,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19915,0,66488,0,199246,0.0,0.0,83.0,19915.0,0.0,0.0,0.0,19915.0,19896,8,19888,0,19912,24,19888,0,19986,98,19888,0,19936,48,19888,0,19984,96,19888,0,20082,194,19888,0,19888,0,19888,0,19988,100,19888,0,19897,9,19888,0,19912,24,19888,0,19986,98,19888,0,19936,48,19888,0,19984,96,19888,0,20082,194,19888,0,19890,4,19886,0,19990,102,19888,0,0,682,25317,0,1658,6632,59831,3806392250450497,3806496822739115,3806496822751635,3806392251340150
12,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,153,440940,440940,178432,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8373,0,27998,0,83835,0.0,0.0,4.0,8373.0,0.0,0.0,0.0,8373.0,8368,4,8364,0,8364,0,8364,0,8486,122,8364,0,8412,48,8364,0,8452,96,8356,0,8550,194,8356,0,8364,4,8360,0,8464,100,8364,0,8355,5,8350,0,8344,0,8344,0,8478,122,8356,0,8404,48,8356,0,8440,96,8344,0,8538,194,8344,0,8344,0,8344,0,8446,102,8344,0,0,682,11752,0,697,2788,35030,3806392251902918,3806496822787475,3806496822794195,3806392252801758
13,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,156,440940,440940,357120,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,16751,0,55930,0,167617,0.0,0.0,57.0,16751.0,0.0,0.0,0.0,16751.0,16744,4,16740,0,16742,2,16740,0,16862,122,16740,0,16788,48,16740,0,16828,96,16732,0,16926,194,16732,0,16732,0,16732,0,16836,100,16736,0,16725,5,16720,0,16723,3,16720,0,16842,122,16720,0,16768,48,16720,0,16822,96,16726,0,16926,194,16732,0,16736,4,16732,0,16834,102,16732,0,0,682,17444,0,1395,5580,53025,3806392253365952,3806496822834675,3806496822850955,3806392254252789
14,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,159,440940,440940,262400,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,12307,0,41106,0,123173,0.0,0.0,25.0,12307.0,0.0,0.0,0.0,12307.0,12294,2,12292,0,12294,2,12292,0,12390,98,12292,0,12364,72,12292,0,12388,96,12292,0,12486,194,12292,0,12292,0,12292,0,12392,100,12292,0,12291,3,12288,0,12290,2,12288,0,12386,98,12288,0,12360,72,12288,0,12382,96,12286,0,12490,194,12296,0,12292,4,12288,0,12390,102,12288,0,0,682,17844,0,1025,4100,43500,3806392254817489,3806496822887475,3806496822904075,3806392255677312
15,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,162,440940,440940,520960,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,24426,0,81500,0,244362,0.0,0.0,109.0,24426.0,0.0,0.0,0.0,24426.0,24410,2,24408,0,24413,5,24408,0,24506,98,24408,0,24472,72,24400,0,24504,96,24408,0,24602,194,24408,0,24412,4,24408,0,24520,100,24420,0,24415,3,24412,0,24418,6,24412,0,24510,98,24412,0,24484,72,24412,0,24508,96,24412,0,24606,194,24412,0,24412,0,24412,0,24514,102,24412,0,0,682,16809,0,2035,8140,69817,3806392256235170,3806496822939995,3806496822949115,3806392257104360
16,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,165,440940,440940,330752,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,15517,0,51824,0,155281,0.0,0.0,52.0,15517.0,0.0,0.0,0.0,15517.0,15486,2,15484,0,15496,6,15490,0,15582,98,15484,0,15532,48,15484,0,15616,120,15496,0,15690,194,15496,0,15500,4,15496,0,15596,100,15496,0,15507,3,15504,0,15510,6,15504,0,15602,98,15504,0,15548,48,15500,0,15616,120,15496,0,15690,194,15496,0,15496,0,15496,0,15598,102,15496,0,0,682,17684,0,1292,5168,51023,3806392257660238,3806496822985675,3806496823001996,3806392258514772
17,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,168,440940,440940,366080,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,17167,0,57306,0,171773,0.0,0.0,54.0,17167.0,0.0,0.0,0.0,17167.0,17154,2,17152,0,17154,2,17152,0,17250,98,17152,0,17200,48,17152,0,17272,120,17152,0,17346,194,17152,0,17156,4,17152,0,17252,100,17152,0,17151,3,17148,0,17150,2,17148,0,17246,98,17148,0,17196,48,17148,0,17268,120,17148,0,17342,194,17148,0,17152,0,17152,0,17252,102,17150,0,0,682,17424,0,1430,5720,53981,3806392259080248,3806496823036756,3806496823047636,3806392259948250
18,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,171,440940,440940,387584,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,18169,0,60630,0,181787,0.0,0.0,83.0,18169.0,0.0,0.0,0.0,18169.0,18158,2,18156,0,18162,6,18156,0,18254,98,18156,0,18204,48,18156,0,18252,96,18156,0,18374,218,18156,0,18160,4,18156,0,18256,100,18156,0,18167,3,18164,0,18174,6,18168,0,18258,98,18160,0,18208,48,18160,0,18250,96,18154,0,18366,218,18148,0,18160,0,18160,0,18262,102,18160,0,0,682,16463,0,1514,6056,55582,3806392260508027,3806496823082756,3806496823087116,3806392261377797
19,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,174,440940,440940,185600,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8713,0,29144,0,87241,0.0,0.0,7.0,8713.0,0.0,0.0,0.0,8713.0,8688,2,8686,0,8682,2,8680,0,8778,98,8680,0,8728,48,8680,0,8788,96,8692,0,8910,218,8692,0,8692,0,8692,0,8792,100,8692,0,8695,3,8692,0,8694,2,8692,0,8790,98,8692,0,8740,48,8692,0,8796,96,8700,0,8918,218,8700,0,8700,4,8696,0,8802,102,8700,0,0,682,12083,0,725,2900,35271,3806392261937974,3806496823122316,3806496823136716,3806392262784776
20,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,177,440940,440940,148736,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,6976,0,23328,0,69860,0.0,0.0,0.0,6976.0,0.0,0.0,0.0,6976.0,6954,2,6952,0,6952,0,6952,0,7050,98,6952,0,7000,48,6952,0,7048,96,6952,0,7146,194,6952,0,6982,30,6952,0,7052,100,6952,0,6975,3,6972,0,6972,0,6972,0,7070,98,6972,0,7020,48,6972,0,7068,96,6972,0,7166,194,6972,0,6998,26,6972,0,7074,102,6972,0,0,682,10558,0,581,2324,33023,3806392263342773,3806496823171436,3806496823185276,3806392264186256
21,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,180,440940,440940,381184,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,17877,0,59678,0,178875,0.0,0.0,73.0,17877.0,0.0,0.0,0.0,17877.0,17862,2,17860,0,17860,0,17860,0,17952,98,17854,0,17896,48,17848,0,17944,96,17848,0,18042,194,17848,0,17882,34,17848,0,17948,100,17848,0,17863,3,17860,0,17860,0,17860,0,17966,98,17868,0,17912,48,17864,0,17964,96,17868,0,18062,194,17868,0,17897,29,17868,0,17970,102,17868,0,0,682,16568,0,1489,5956,55345,3806392264745072,3806496823219956,3806496823231596,3806392265619684
22,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,183,440940,440940,401152,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,18810,0,62780,0,188202,0.0,0.0,71.0,18810.0,0.0,0.0,0.0,18810.0,18798,2,18796,0,18804,0,18804,0,18902,98,18804,0,18852,48,18804,0,18900,96,18804,0,18998,194,18804,0,18810,6,18804,0,18928,124,18804,0,18787,3,18784,0,18796,0,18796,0,18882,98,18784,0,18832,48,18784,0,18880,96,18784,0,18978,194,18784,0,18786,2,18784,0,18910,126,18784,0,0,682,17305,0,1567,6268,57742,3806392266179703,3806496823265597,3806496823277357,3806392267032227
23,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,186,440940,440940,454912,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,21333,0,71198,0,213435,0.0,0.0,76.0,21333.0,0.0,0.0,0.0,21333.0,21318,2,21316,0,21316,0,21316,0,21418,98,21320,0,21372,48,21324,0,21420,96,21324,0,21518,194,21324,0,21331,7,21324,0,21448,124,21324,0,21307,3,21304,0,21304,0,21304,0,21402,98,21304,0,21352,48,21304,0,21412,96,21316,0,21510,194,21316,0,21319,9,21310,0,21430,126,21304,0,0,682,17300,0,1777,7108,62615,3806392267592546,3806496823312397,3806496823324237,3806392268431031
24,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,189,440940,440940,287232,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,13472,0,44992,0,134824,0.0,0.0,43.0,13472.0,0.0,0.0,0.0,13472.0,13466,2,13464,0,13464,0,13464,0,13562,98,13464,0,13512,48,13464,0,13576,120,13456,0,13650,194,13456,0,13466,2,13464,0,13564,100,13464,0,13447,3,13444,0,13444,0,13444,0,13542,98,13444,0,13492,48,13444,0,13576,120,13456,0,13650,194,13456,0,13450,6,13444,0,13546,102,13444,0,0,682,16804,0,1122,4488,46709,3806392268993231,3806496823359197,3806496823371757,3806392269830511
25,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,192,440940,440940,143360,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,6739,0,22568,0,67486,0.0,0.0,0.0,6739.0,0.0,0.0,0.0,6739.0,6714,2,6712,0,6712,0,6712,0,6804,98,6706,0,6760,48,6712,0,6836,120,6716,0,6906,194,6712,0,6714,2,6712,0,6812,100,6712,0,6715,3,6712,0,6712,0,6712,0,6810,98,6712,0,6760,48,6712,0,6832,120,6712,0,6906,194,6712,0,6718,6,6712,0,6814,102,6712,0,0,682,10864,0,560,2240,31662,3806392270386437,3806496823406797,3806496823418037,3806392271231701
26,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,195,440940,440940,276992,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,12994,0,43404,0,130046,0.0,0.0,28.0,12994.0,0.0,0.0,0.0,12994.0,12978,2,12976,0,12976,0,12976,0,13074,98,12976,0,13024,48,12976,0,13072,96,12976,0,13194,218,12976,0,12982,6,12976,0,13080,104,12976,0,12975,3,12972,0,12964,0,12964,0,13062,98,12964,0,13012,48,12964,0,13068,96,12972,0,13202,218,12984,0,12986,2,12984,0,13090,106,12984,0,0,682,17234,0,1082,4328,45265,3806392271793777,3806496823453237,3806496823469637,3806392272626894
27,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,198,440940,440940,404480,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,18973,0,63344,0,189841,0.0,0.0,67.0,18973.0,0.0,0.0,0.0,18973.0,18954,2,18952,0,18952,0,18952,0,19050,98,18952,0,19000,48,18952,0,19036,96,18940,0,19164,218,18946,0,18944,4,18940,0,19042,102,18940,0,18955,3,18952,0,18952,0,18952,0,19050,98,18952,0,19000,48,18952,0,19056,96,18960,0,19178,218,18960,0,18956,0,18956,0,19064,104,18960,0,0,682,16438,0,1580,6320,57831,3806392273186087,3806496823503318,3806496823518478,3806392274039924
28,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,201,440940,440940,249600,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,11714,0,39152,0,117254,0.0,0.0,24.0,11714.0,0.0,0.0,0.0,11714.0,11694,2,11692,0,11692,0,11692,0,11790,98,11692,0,11740,48,11692,0,11796,96,11700,0,11894,194,11700,0,11716,24,11692,0,11804,104,11700,0,11683,3,11680,0,11680,0,11680,0,11790,98,11692,0,11728,48,11680,0,11788,96,11692,0,11886,194,11692,0,11720,28,11692,0,11798,106,11692,0,0,682,17818,0,975,3900,43254,3806392274603159,3806496823554718,3806496823567318,3806392275439191
29,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,204,440940,440940,104960,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,4933,0,16544,0,49441,0.0,0.0,0.0,4933.0,0.0,0.0,0.0,4933.0,4914,2,4912,0,4912,0,4912,0,5010,98,4912,0,4960,48,4912,0,5008,96,4912,0,5106,194,4912,0,4940,28,4912,0,5014,102,4912,0,4915,3,4912,0,4912,0,4912,0,5010,98,4912,0,4960,48,4912,0,5004,96,4908,0,5108,194,4914,0,4928,24,4904,0,5012,104,4908,0,0,682,10729,0,410,1640,27911,3806392276000435,3806496823602478,3806496823611318,3806392276829460
30,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,207,440940,440940,332032,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,15561,0,51926,0,155703,0.0,0.0,35.0,15561.0,0.0,0.0,0.0,15561.0,15554,2,15552,0,15558,0,15558,0,15650,98,15552,0,15600,48,15552,0,15660,96,15564,0,15758,194,15564,0,15564,0,15564,0,15690,126,15564,0,15555,3,15552,0,15548,0,15548,0,15650,98,15552,0,15600,48,15552,0,15640,96,15544,0,15738,194,15544,0,15548,4,15544,0,15672,128,15544,0,0,682,17116,0,1297,5188,50673,3806392277390160,3806496823647478,3806496823656318,3806392278227510
31,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,210,440940,440940,355072,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,16659,0,55640,0,166707,0.0,0.0,57.0,16659.0,0.0,0.0,0.0,16659.0,16638,2,16636,0,16636,0,16636,0,16734,98,16636,0,16684,48,16636,0,16732,96,16636,0,16830,194,16636,0,16640,4,16636,0,16765,129,16636,0,16631,3,16628,0,16624,0,16624,0,16736,98,16638,0,16692,48,16644,0,16732,96,16636,0,16830,194,16636,0,16636,0,16636,0,16768,132,16636,0,0,682,17000,0,1387,5548,52616,3806392278796125,3806496823692238,3806496823705238,3806392279628997
32,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,213,440940,440940,197632,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,9267,0,30962,0,92769,0.0,0.0,13.0,9267.0,0.0,0.0,0.0,9267.0,9282,26,9256,0,9256,0,9256,0,9352,98,9254,0,9304,48,9256,0,9352,96,9256,0,9450,194,9256,0,9260,4,9256,0,9358,102,9256,0,9279,27,9252,0,9252,0,9252,0,9350,98,9252,0,9300,48,9252,0,9348,96,9252,0,9446,194,9252,0,9252,0,9252,0,9356,104,9252,0,0,682,9462,0,772,3088,37031,3806392291201933,3806496823739438,3806496823747718,3806392292093788
33,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,216,440940,440940,626688,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,29387,0,98050,0,293977,0.0,0.0,120.0,29387.0,0.0,0.0,0.0,29387.0,29394,26,29368,0,29362,0,29362,0,29466,98,29368,0,29416,48,29368,0,29456,100,29356,0,29550,194,29356,0,29356,0,29356,0,29458,102,29356,0,29395,27,29368,0,29368,0,29368,0,29466,98,29368,0,29420,48,29372,0,29476,100,29376,0,29570,194,29376,0,29380,4,29376,0,29480,104,29376,0,0,682,26071,0,2448,9792,79584,3806392292667346,3806496823784759,3806496823798759,3806392293558200
34,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,219,440940,440940,214528,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,10062,0,33620,0,100722,0.0,0.0,23.0,10062.0,0.0,0.0,0.0,10062.0,10038,2,10036,0,10060,24,10036,0,10134,98,10036,0,10084,48,10036,0,10134,98,10036,0,10242,194,10048,0,10040,4,10036,0,10136,100,10036,0,10051,3,10048,0,10080,24,10056,0,10154,98,10056,0,10104,48,10056,0,10154,98,10056,0,10250,194,10056,0,10056,0,10056,0,10158,102,10056,0,0,682,19222,0,838,3352,38934,3806392294123109,3806496823834159,3806496823844639,3806392294992412
35,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,222,440940,440940,227072,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,10648,0,35568,0,106580,0.0,0.0,15.0,10648.0,0.0,0.0,0.0,10648.0,10638,2,10636,0,10660,24,10636,0,10734,98,10636,0,10684,48,10636,0,10734,98,10636,0,10830,194,10636,0,10640,4,10636,0,10736,100,10636,0,10635,3,10632,0,10656,24,10632,0,10730,98,10632,0,10680,48,10632,0,10730,98,10632,0,10826,194,10632,0,10632,0,10632,0,10734,102,10632,0,0,682,16574,0,887,3548,40631,3806392295554080,3806496823880279,3806496823891599,3806392296408420
36,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,225,440940,440940,478464,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,22436,0,74872,0,224464,0.0,0.0,99.0,22436.0,0.0,0.0,0.0,22436.0,22418,2,22416,0,22416,0,22416,0,22530,122,22408,0,22456,48,22408,0,22530,102,22428,0,22622,194,22428,0,22420,4,22416,0,22516,100,22416,0,22423,3,22420,0,22420,0,22420,0,22542,122,22420,0,22468,48,22420,0,22521,101,22420,0,22614,194,22420,0,22420,0,22420,0,22522,102,22420,0,0,682,22428,0,1869,7476,65015,3806392296968703,3806496823927159,3806496823935439,3806392297822315
37,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,228,440940,440940,100608,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,4733,0,15888,0,47442,0.0,0.0,0.0,4733.0,0.0,0.0,0.0,4733.0,4710,2,4708,0,4708,0,4708,0,4830,122,4708,0,4756,48,4708,0,4808,98,4710,0,4894,194,4700,0,4712,4,4708,0,4808,100,4708,0,4711,3,4708,0,4708,0,4708,0,4830,122,4708,0,4756,48,4708,0,4806,98,4708,0,4902,194,4708,0,4708,0,4708,0,4810,102,4708,0,0,682,11175,0,393,1572,27345,3806392298383580,3806496823973639,3806496823983319,3806392299233065
38,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,231,440940,440940,273408,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,12824,0,42832,0,128344,0.0,0.0,26.0,12824.0,0.0,0.0,0.0,12824.0,12818,2,12816,0,12816,0,12816,0,12914,98,12816,0,12888,72,12816,0,12916,100,12816,0,13010,194,12816,0,12808,0,12808,0,12908,100,12808,0,12799,3,12796,0,12796,0,12796,0,12894,98,12796,0,12868,72,12796,0,12896,100,12796,0,12990,194,12796,0,12812,4,12808,0,12910,102,12808,0,0,682,17388,0,1068,4272,44702,3806392299795719,3806496824019320,3806496824031680,3806392300654794
39,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,234,440940,440940,491776,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,23052,0,76904,0,230616,0.0,0.0,95.0,23052.0,0.0,0.0,0.0,23052.0,23042,2,23040,0,23040,0,23040,0,23138,98,23040,0,23112,72,23040,0,23138,98,23040,0,23234,194,23040,0,23040,0,23040,0,23140,100,23040,0,23047,3,23044,0,23044,0,23044,0,23142,98,23044,0,23116,72,23044,0,23150,98,23052,0,23246,194,23052,0,23036,4,23032,0,23134,102,23032,0,0,682,17477,0,1921,7684,66860,3806392301214165,3806496824066640,3806496824074000,3806392302072990
40,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,237,440940,440940,293376,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,13766,0,45992,0,137774,0.0,0.0,37.0,13766.0,0.0,0.0,0.0,13766.0,13770,26,13744,0,13744,0,13744,0,13842,98,13744,0,13792,48,13744,0,13840,96,13744,0,13940,196,13744,0,13744,0,13744,0,13844,100,13744,0,13771,27,13744,0,13744,0,13744,0,13842,98,13744,0,13792,48,13744,0,13848,96,13752,0,13928,196,13732,0,13744,4,13740,0,13842,102,13740,0,0,682,14321,0,1146,4584,47430,3806392302639552,3806496824112800,3806496824123040,3806392303472790
