Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,SQ_INSTS,TA_BUFFER_READ_WAVEFRONTS_sum,TA_BUFFER_WRITE_WAVEFRONTS_sum,TD_SPI_STALL_sum,TD_LOAD_WAVEFRONT_sum,TCP_READ_TAGCONFLICT_STALL_CYCLES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum,TCP_ATOMIC_TAGCONFLICT_STALL_CYCLES_sum,TCP_TA_TCP_STATE_READ_sum,TCC_REQ[0],TCC_READ[0],TCC_WRITE[0],TCC_ATOMIC[0],TCC_REQ[1],TCC_READ[1],TCC_WRITE[1],TCC_ATOMIC[1],TCC_REQ[2],TCC_READ[2],TCC_WRITE[2],TCC_ATOMIC[2],TCC_REQ[3],TCC_READ[3],TCC_WRITE[3],TCC_ATOMIC[3],TCC_REQ[4],TCC_READ[4],TCC_WRITE[4],TCC_ATOMIC[4],TCC_REQ[5],TCC_READ[5],TCC_WRITE[5],TCC_ATOMIC[5],TCC_REQ[6],TCC_READ[6],TCC_WRITE[6],TCC_ATOMIC[6],TCC_REQ[7],TCC_READ[7],TCC_WRITE[7],TCC_ATOMIC[7],TCC_REQ[8],TCC_READ[8],TCC_WRITE[8],TCC_ATOMIC[8],TCC_REQ[9],TCC_READ[9],TCC_WRITE[9],TCC_ATOMIC[9],TCC_REQ[10],TCC_READ[10],TCC_WRITE[10],TCC_ATOMIC[10],TCC_REQ[11],TCC_READ[11],TCC_WRITE[11],TCC_ATOMIC[11],TCC_REQ[12],TCC_READ[12],TCC_WRITE[12],TCC_ATOMIC[12],TCC_REQ[13],TCC_READ[13],TCC_WRITE[13],TCC_ATOMIC[13],TCC_REQ[14],TCC_READ[14],TCC_WRITE[14],TCC_ATOMIC[14],TCC_REQ[15],TCC_READ[15],TCC_WRITE[15],TCC_ATOMIC[15],CPC_CPC_STAT_IDLE,CPC_CPC_TCIU_BUSY,CPF_CPF_TCIU_BUSY,CPF_CPF_TCIU_STALL,SPI_CSN_NUM_THREADGROUPS,SPI_CSN_WAVE,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
41,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,240,440940,440940,398848,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,18702,0,62420,0,187122,0.0,0.0,63.0,18702.0,0.0,0.0,0.0,18702.0,18710,26,18684,0,18696,0,18696,0,18782,98,18684,0,18732,48,18684,0,18780,96,18684,0,18872,196,18676,0,18688,4,18684,0,18784,100,18684,0,18715,27,18688,0,18688,0,18688,0,18786,98,18688,0,18736,48,18688,0,18784,96,18688,0,18884,196,18688,0,18688,0,18688,0,18790,102,18688,0,0,682,18209,0,1558,6232,57414,3806392304031436,3806496824159600,3806496824168240,3806392304874796
42,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,243,440940,440940,504320,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,23638,0,78852,0,236474,0.0,0.0,97.0,23638.0,0.0,0.0,0.0,23638.0,23622,2,23620,0,23644,24,23620,0,23718,98,23620,0,23668,48,23620,0,23724,96,23628,0,23816,196,23620,0,23632,4,23628,0,23728,100,23628,0,23631,3,23628,0,23664,24,23640,0,23726,98,23628,0,23676,48,23628,0,23736,96,23640,0,23836,196,23640,0,23640,0,23640,0,23742,102,23640,0,0,682,17743,0,1970,7880,69270,3806392305435527,3806496824205680,3806496824221600,3806392306293453
43,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,246,440940,440940,419072,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19660,0,65648,0,196720,0.0,0.0,84.0,19660.0,0.0,0.0,0.0,19660.0,19638,2,19636,0,19660,24,19636,0,19734,98,19636,0,19684,48,19636,0,19720,96,19624,0,19824,200,19624,0,19636,0,19636,0,19736,100,19636,0,19639,3,19636,0,19660,24,19636,0,19742,98,19644,0,19692,48,19644,0,19732,96,19636,0,19835,199,19636,0,19640,4,19636,0,19738,102,19636,0,0,682,16838,0,1637,6548,59564,3806392306851588,3806496824255881,3806496824266441,3806392307700552
44,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,249,440940,440940,626688,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,29387,0,98050,0,293977,0.0,0.0,152.0,29387.0,0.0,0.0,0.0,29387.0,29364,2,29362,0,29368,0,29368,0,29490,122,29368,0,29420,48,29372,0,29460,96,29364,0,29560,196,29364,0,29368,4,29364,0,29464,100,29364,0,29371,3,29368,0,29368,0,29368,0,29490,122,29368,0,29416,48,29368,0,29464,96,29368,0,29564,196,29368,0,29368,0,29368,0,29470,102,29368,0,0,682,18175,0,2448,9792,80140,3806392308266680,3806496824302001,3806496824310681,3806392309115219
45,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,252,440940,440940,297728,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,13966,0,46644,0,139766,0.0,0.0,41.0,13966.0,0.0,0.0,0.0,13966.0,13950,2,13948,0,13948,0,13948,0,14070,122,13948,0,13996,48,13948,0,14044,96,13948,0,14144,196,13948,0,13948,0,13948,0,14048,100,13948,0,13947,3,13944,0,13944,0,13944,0,14066,122,13944,0,13992,48,13944,0,14052,96,13956,0,14144,196,13948,0,13952,4,13948,0,14038,102,13936,0,0,682,18222,0,1163,4652,47983,3806392309673460,3806496824348041,3806496824361281,3806392310508180
46,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,255,440940,440940,377856,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,17705,0,59059,0,177127,0.0,0.0,81.0,17705.0,0.0,0.0,0.0,17705.0,17702,2,17700,0,17696,0,17696,0,17790,98,17692,0,17764,72,17692,0,17808,96,17712,0,17908,196,17712,0,17706,0,17706,0,17800,100,17700,0,17703,3,17700,0,17700,0,17700,0,17798,98,17700,0,17772,72,17700,0,17796,96,17700,0,17896,196,17700,0,17700,0,17700,0,17802,102,17700,0,0,682,16644,0,1476,5904,54871,3806392311064865,3806496824397161,3806496824409401,3806392311897447
47,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,258,440940,440940,274944,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,12884,0,43000,0,128932,0.0,0.0,34.0,12884.0,0.0,0.0,0.0,12884.0,12868,0,12868,0,12868,0,12868,0,12966,98,12868,0,12940,72,12868,0,12974,98,12876,0,13070,194,12876,0,12876,0,12876,0,12976,100,12876,0,12889,1,12888,0,12888,0,12888,0,12986,98,12888,0,12960,72,12888,0,12974,98,12876,0,13070,194,12876,0,12876,0,12876,0,12978,102,12876,0,0,682,12450,0,1074,4296,44545,3806392312455091,3806496824445041,3806496824452321,3806392313304239
48,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,261,440940,440940,378624,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,17762,0,59312,0,177734,0.0,0.0,59.0,17762.0,0.0,0.0,0.0,17762.0,17740,0,17740,0,17728,0,17728,0,17826,98,17728,0,17776,48,17728,0,17865,125,17740,0,17934,194,17740,0,17740,0,17740,0,17840,100,17740,0,17749,1,17748,0,17748,0,17748,0,17838,98,17740,0,17796,48,17748,0,17865,125,17740,0,17934,194,17740,0,17744,4,17740,0,17842,102,17740,0,0,682,17795,0,1479,5916,54629,3806392313860787,3806496824490721,3806496824502641,3806392314701979
49,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,264,440940,440940,434688,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,20384,0,68032,0,203944,0.0,0.0,69.0,20384.0,0.0,0.0,0.0,20384.0,20376,0,20376,0,20376,0,20376,0,20462,98,20364,0,20412,48,20364,0,20486,122,20364,0,20558,194,20364,0,20360,4,20356,0,20456,100,20356,0,20369,1,20368,0,20368,0,20368,0,20466,98,20368,0,20416,48,20368,0,20490,122,20368,0,20562,194,20368,0,20368,0,20368,0,20470,102,20368,0,0,682,16978,0,1698,6792,60239,3806392315259265,3806496824537722,3806496824549602,3806392316099922
50,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,267,440940,440940,123392,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,5797,0,19424,0,58081,0.0,0.0,0.0,5797.0,0.0,0.0,0.0,5797.0,5784,0,5784,0,5780,0,5780,0,5882,98,5784,0,5832,48,5784,0,5862,98,5764,0,5982,218,5764,0,5774,4,5770,0,5864,100,5764,0,5777,1,5776,0,5776,0,5776,0,5874,98,5776,0,5824,48,5776,0,5874,98,5776,0,5994,218,5776,0,5776,0,5776,0,5878,102,5776,0,0,682,11747,0,482,1928,28470,3806392316656730,3806496824585242,3806496824593922,3806392317480360
51,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,270,440940,440940,317696,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,14890,0,49692,0,148994,0.0,0.0,43.0,14890.0,0.0,0.0,0.0,14890.0,14880,0,14880,0,14872,0,14872,0,14978,98,14880,0,14928,48,14880,0,14970,98,14872,0,15090,218,14872,0,14872,0,14872,0,14972,100,14872,0,14881,1,14880,0,14892,0,14892,0,14978,98,14880,0,14928,48,14880,0,14990,98,14892,0,15110,218,14892,0,14896,4,14892,0,14994,102,14892,0,0,682,15554,0,1241,4964,47660,3806392318040079,3806496824631722,3806496824638642,3806392318877167
52,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,273,440940,440940,255744,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,11988,0,39960,0,119880,0.0,0.0,30.0,11988.0,0.0,0.0,0.0,11988.0,11988,0,11988,0,11988,0,11988,0,12086,98,11988,0,12036,48,11988,0,12086,98,11988,0,12182,194,11988,0,12012,24,11988,0,12088,100,11988,0,11989,1,11988,0,11988,0,11988,0,12086,98,11988,0,12036,48,11988,0,12086,98,11988,0,12182,194,11988,0,12012,24,11988,0,12090,102,11988,0,0,682,16529,0,999,3996,42783,3806392319436687,3806496824676762,3806496824683962,3806392320271353
53,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,276,440940,440940,106496,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,5011,0,16808,0,50206,0.0,0.0,0.0,5011.0,0.0,0.0,0.0,5011.0,4984,0,4984,0,4978,0,4978,0,5082,98,4984,0,5036,48,4988,0,5080,96,4984,0,5180,196,4984,0,5008,24,4984,0,5084,100,4984,0,4985,1,4984,0,4984,0,4984,0,5082,98,4984,0,5032,48,4984,0,5080,96,4984,0,5180,196,4984,0,5012,28,4984,0,5086,102,4984,0,0,682,11950,0,416,1664,27431,3806392320830463,3806496824723882,3806496824729602,3806392321663946
54,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,279,440940,440940,418048,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,19596,0,65384,0,196056,0.0,0.0,62.0,19596.0,0.0,0.0,0.0,19596.0,19576,0,19576,0,19576,0,19576,0,19686,98,19588,0,19636,48,19588,0,19684,96,19588,0,19784,196,19588,0,19596,0,19596,0,19720,124,19596,0,19585,1,19584,0,19584,0,19584,0,19682,98,19584,0,19632,48,19584,0,19680,96,19584,0,19780,196,19584,0,19588,4,19584,0,19710,126,19584,0,0,682,17647,0,1633,6532,58542,3806392322226141,3806496824767723,3806496824778923,3806392323073367
55,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,282,440940,440940,343040,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,16078,0,53652,0,160874,0.0,0.0,46.0,16078.0,0.0,0.0,0.0,16078.0,16068,0,16068,0,16068,0,16068,0,16178,98,16080,0,16116,48,16068,0,16176,96,16080,0,16276,196,16080,0,16084,4,16080,0,16204,124,16080,0,16061,1,16060,0,16068,0,16068,0,16166,98,16068,0,16116,48,16068,0,16156,96,16060,0,16256,196,16060,0,16060,0,16060,0,16186,126,16060,0,0,682,16413,0,1340,5360,51177,3806392323630000,3806496824814603,3806496824830203,3806392324460994
56,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,285,440940,440940,176384,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,8272,0,27648,0,82820,0.0,0.0,1.0,8272.0,0.0,0.0,0.0,8272.0,8260,0,8260,0,8260,0,8260,0,8358,98,8260,0,8308,48,8260,0,8380,120,8260,0,8456,196,8260,0,8264,4,8260,0,8360,100,8260,0,8257,1,8256,0,8256,0,8256,0,8354,98,8256,0,8304,48,8256,0,8376,120,8256,0,8452,196,8256,0,8256,0,8256,0,8358,102,8256,0,0,682,13154,0,689,2756,34392,3806392325017629,3806496824865443,3806496824879843,3806392325851455
57,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,288,440940,440940,333824,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,15655,0,52266,0,156653,0.0,0.0,62.0,15655.0,0.0,0.0,0.0,15655.0,15636,0,15636,0,15636,0,15636,0,15734,98,15636,0,15684,48,15636,0,15756,120,15636,0,15832,196,15636,0,15644,0,15644,0,15734,100,15634,0,15641,1,15640,0,15640,0,15640,0,15738,98,15640,0,15688,48,15640,0,15760,120,15640,0,15836,196,15640,0,15644,4,15640,0,15742,102,15640,0,0,682,17448,0,1304,5216,49970,3806392326411228,3806496824914003,3806496824926963,3806392327250313
58,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,291,440940,440940,129024,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,6059,0,20290,0,60697,0.0,0.0,0.0,6059.0,0.0,0.0,0.0,6059.0,6040,0,6040,0,6040,0,6040,0,6138,98,6040,0,6088,48,6040,0,6136,96,6040,0,6260,220,6040,0,6040,0,6040,0,6140,100,6040,0,6041,1,6040,0,6044,0,6044,0,6132,98,6034,0,6088,48,6040,0,6132,96,6036,0,6256,220,6036,0,6040,4,6036,0,6138,102,6036,0,0,682,10533,0,504,2016,29500,3806392327809488,3806496824961123,3806496824973283,3806392328640541
59,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,294,440940,440940,166400,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,7792,0,26012,0,77992,0.0,0.0,0.0,7792.0,0.0,0.0,0.0,7792.0,7788,0,7788,0,7788,0,7788,0,7886,98,7788,0,7836,48,7788,0,7884,96,7788,0,8008,220,7788,0,7792,0,7792,0,7892,100,7792,0,7789,1,7788,0,7788,0,7788,0,7886,98,7788,0,7836,48,7788,0,7884,96,7788,0,8008,220,7788,0,7788,0,7788,0,7890,102,7788,0,0,682,10113,0,650,2600,33030,3806392329197608,3806496825008203,3806496825022324,3806392330040167
60,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,297,440940,440940,450560,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,21115,0,70433,0,211237,0.0,0.0,79.0,21115.0,0.0,0.0,0.0,21115.0,21100,0,21100,0,21104,0,21104,0,21198,98,21100,0,21148,48,21100,0,21204,96,21108,0,21304,196,21108,0,21134,26,21108,0,21208,100,21108,0,21121,1,21120,0,21120,0,21120,0,21218,98,21120,0,21162,48,21114,0,21204,96,21108,0,21304,196,21108,0,21134,26,21108,0,21210,102,21108,0,0,682,17837,0,1760,7040,61894,3806392330600360,3806496825059004,3806496825072324,3806392331445143
61,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,300,440940,440940,352000,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,16512,0,55136,0,165228,0.0,0.0,53.0,16512.0,0.0,0.0,0.0,16512.0,16492,0,16492,0,16492,0,16492,0,16590,98,16492,0,16540,48,16492,0,16596,96,16500,0,16694,194,16500,0,16526,26,16500,0,16600,100,16500,0,16493,1,16492,0,16492,0,16492,0,16590,98,16492,0,16540,48,16492,0,16576,96,16480,0,16674,194,16480,0,16510,30,16480,0,16582,102,16480,0,0,682,17919,0,1375,5500,52229,3806392332003032,3806496825105964,3806496825115644,3806392332841022
62,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,303,440940,440940,313600,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,14706,0,49100,0,147162,0.0,0.0,33.0,14706.0,0.0,0.0,0.0,14706.0,14680,0,14680,0,14680,0,14680,0,14778,98,14680,0,14728,48,14680,0,14776,96,14680,0,14874,194,14680,0,14682,2,14680,0,14816,124,14692,0,14701,1,14700,0,14692,0,14692,0,14798,98,14700,0,14748,48,14700,0,14796,96,14700,0,14894,194,14700,0,14706,6,14700,0,14826,126,14700,0,0,682,17605,0,1225,4900,47350,3806392333406748,3806496825150764,3806496825161164,3806392334243945
63,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,306,440940,440940,553216,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,25929,0,86486,0,259383,0.0,0.0,125.0,25929.0,0.0,0.0,0.0,25929.0,25932,0,25932,0,25932,0,25932,0,26030,98,25932,0,25980,48,25932,0,26016,96,25920,0,26120,194,25926,0,25926,6,25920,0,26044,124,25920,0,25921,1,25920,0,25916,0,25916,0,26018,98,25920,0,25968,48,25920,0,26008,96,25912,0,26106,194,25912,0,25922,10,25912,0,26038,126,25912,0,0,682,17398,0,2161,8644,70950,3806392334803296,3806496825196444,3806496825210204,3806392335653726
64,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,309,440940,440940,17152,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,804,0,2744,0,8136,0.0,0.0,0.0,804.0,0.0,0.0,0.0,804.0,828,24,804,0,804,0,804,0,890,98,792,0,840,48,792,0,900,96,804,0,994,190,804,0,806,2,804,0,904,100,804,0,808,24,784,0,784,0,784,0,878,94,784,0,830,46,784,0,876,92,784,0,974,190,784,0,798,6,792,0,890,98,792,0,0,682,9600,0,67,268,17905,3806392336211289,3806496825245004,3806496825247204,3806392337043650
65,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,312,440940,440940,280832,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,13162,0,43932,0,131714,0.0,0.0,28.0,13162.0,0.0,0.0,0.0,13162.0,13176,24,13152,0,13144,0,13144,0,13250,98,13152,0,13200,48,13152,0,13240,96,13144,0,13338,194,13144,0,13150,6,13144,0,13244,100,13144,0,13189,25,13164,0,13164,0,13164,0,13262,98,13164,0,13212,48,13164,0,13248,96,13152,0,13358,194,13164,0,13154,2,13152,0,13254,102,13152,0,0,682,17880,0,1097,4388,44790,3806392337609354,3806496825283645,3806496825293925,3806392338450908
66,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,315,440940,440940,150784,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,7077,0,23678,0,70875,0.0,0.0,0.0,7077.0,0.0,0.0,0.0,7077.0,7052,0,7052,0,7080,24,7056,0,7146,98,7048,0,7096,48,7048,0,7164,96,7068,0,7262,194,7068,0,7064,2,7062,0,7156,100,7056,0,7061,1,7060,0,7084,24,7060,0,7158,98,7060,0,7108,48,7060,0,7156,96,7060,0,7254,194,7060,0,7066,6,7060,0,7162,102,7060,0,0,682,10200,0,589,2356,31189,3806392339014268,3806496825329765,3806496825345805,3806392339834077
67,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,318,440940,440940,567296,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,26602,0,88764,0,266126,0.0,0.0,125.0,26602.0,0.0,0.0,0.0,26602.0,26584,0,26584,0,26608,24,26584,0,26682,98,26584,0,26620,48,26572,0,26668,96,26572,0,26766,194,26572,0,26578,6,26572,0,26674,102,26572,0,26585,1,26584,0,26616,24,26592,0,26682,98,26584,0,26632,48,26584,0,26688,96,26592,0,26786,194,26592,0,26594,2,26592,0,26696,104,26592,0,0,682,17257,0,2216,8864,73901,3806392340400320,3806496825379805,3806496825391725,3806392341245418
68,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,321,440940,440940,200448,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,9396,0,31320,0,93960,0.0,0.0,11.0,9396.0,0.0,0.0,0.0,9396.0,9396,0,9396,0,9396,0,9396,0,9518,122,9396,0,9444,48,9396,0,9492,96,9396,0,9590,194,9396,0,9396,0,9396,0,9501,105,9396,0,9397,1,9396,0,9396,0,9396,0,9518,122,9396,0,9444,48,9396,0,9492,96,9396,0,9590,194,9396,0,9396,0,9396,0,9502,106,9396,0,0,682,10870,0,783,3132,36470,3806392341803997,3806496825427845,3806496825439405,3806392342645663
69,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,324,440940,440940,223232,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,10480,0,35048,0,104920,0.0,0.0,14.0,10480.0,0.0,0.0,0.0,10480.0,10456,0,10456,0,10456,0,10456,0,10578,122,10456,0,10504,48,10456,0,10560,96,10464,0,10658,194,10464,0,10456,0,10456,0,10558,102,10456,0,10457,1,10456,0,10456,0,10456,0,10578,122,10456,0,10504,48,10456,0,10540,96,10444,0,10638,194,10444,0,10460,4,10456,0,10560,104,10456,0,0,682,14964,0,872,3488,38940,3806392343205139,3806496825473565,3806496825484005,3806392344042002
70,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,327,440940,440940,436736,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,20467,0,68273,0,204757,0.0,0.0,64.0,20467.0,0.0,0.0,0.0,20467.0,20460,0,20460,0,20460,0,20460,0,20558,98,20460,0,20532,72,20460,0,20552,96,20456,0,20646,194,20452,0,20452,0,20452,0,20558,106,20452,0,20461,1,20460,0,20460,0,20460,0,20558,98,20460,0,20532,72,20460,0,20562,96,20466,0,20666,194,20472,0,20472,0,20472,0,20580,108,20472,0,0,682,17922,0,1706,6824,59743,3806392344600424,3806496825518766,3806496825525846,3806392345444631
71,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::Half>, std::array<char*, 1ul>) [clone .kd]",2,0,330,440940,440940,536064,256,0,0,12,4,32,64,0x0,0x7faa5166c2c0,0,0,0,25118,0,83760,0,251244,0.0,0.0,98.0,25118.0,0.0,0.0,0.0,25118.0,25116,0,25116,0,25116,0,25116,0,25214,98,25116,0,25188,72,25116,0,25212,96,25116,0,25310,194,25116,0,25116,0,25116,0,25230,102,25128,0,25109,1,25108,0,25116,0,25116,0,25214,98,25116,0,25188,72,25116,0,25212,96,25116,0,25310,194,25116,0,25116,0,25116,0,25220,104,25116,0,0,682,17339,0,2094,8376,69663,3806392346009054,3806496825564806,3806496825571966,3806392346864888
